source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,norm_mean,norm_median,norm_CI50_low,norm_CI50_high,norm_CI95_low,norm_CI95_high,price,source_num,country_iso,intervention,plot_variable,country_plot,burden_interv,vartype,vec,orig_burden_round
new data (hospital-based + HUS),non_hosp_YLD_averted,98,97,88,108,71,130,0.039,0.039,0.035,0.043,0.029,0.051,3,2,KEN,MV,YLD non-hospitalised cases,Kenya,averted burden,non_hosp_YLD,2508,2508
new data (hospital-based + HUS),total_DALY,142802,142478,137929,147455,129525,156952,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,total DALY,Kenya,burden,total_DALY,NA,NA
new data (hospital-based + HUS),total_DALY_averted,11229,11056,8208,13961,3086,20729,0.079,0.078,0.058,0.098,0.022,0.144,3,2,KEN,MV,total DALY,Kenya,averted burden,total_DALY,142100,",142,100"
new data (hospital-based + HUS),total_YLD,4494,4489,4398,4580,4235,4813,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,total YLD,Kenya,burden,total_YLD,NA,NA
new data (hospital-based + HUS),total_YLD_averted,123,122,110,136,89,164,0.027,0.027,0.025,0.03,0.02,0.036,3,2,KEN,MV,total YLD,Kenya,averted burden,total_YLD,4481,4481
new data (hospital-based + HUS),total_YLL,138308,137994,133457,142993,125020,152370,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,total YLL,Kenya,burden,total_YLL,NA,NA
new data (hospital-based + HUS),total_YLL_averted,11106,10933,8090,13856,2957,20594,0.08,0.079,0.059,0.1,0.022,0.147,3,2,KEN,MV,total YLL,Kenya,averted burden,total_YLL,137700,",137,700"
new data (hospital-based + HUS),hosp_med_att_YLD,604,602,584,623,552,669,NA,NA,NA,NA,NA,NA,6,2,ZAF,mAb,YLD medically attended cases,South Africa,burden,hosp_med_att_YLD,NA,NA
new data (hospital-based + HUS),hosp_med_att_YLD_averted,159,158,146,170,125,200,0.262,0.262,0.246,0.278,0.217,0.311,6,2,ZAF,mAb,YLD medically attended cases,South Africa,averted burden,hosp_med_att_YLD,603,603
new data (hospital-based + HUS),hosp_YLD,269,268,256,281,235,305,NA,NA,NA,NA,NA,NA,6,2,ZAF,mAb,YLD hospitalised cases,South Africa,burden,hosp_YLD,NA,NA
new data (hospital-based + HUS),hosp_YLD_averted,115,114,105,124,87,143,0.426,0.427,0.4,0.451,0.349,0.495,6,2,ZAF,mAb,YLD hospitalised cases,South Africa,averted burden,hosp_YLD,267,267
new data (hospital-based + HUS),non_hosp_YLD,1485,1476,1421,1539,1329,1685,NA,NA,NA,NA,NA,NA,6,2,ZAF,mAb,YLD non-hospitalised cases,South Africa,burden,non_hosp_YLD,NA,NA
new data (hospital-based + HUS),non_hosp_YLD_averted,286,279,254,309,215,398,0.192,0.19,0.176,0.206,0.152,0.247,6,2,ZAF,mAb,YLD non-hospitalised cases,South Africa,averted burden,non_hosp_YLD,1470,1470
new data (hospital-based + HUS),total_DALY,39018,38989,38054,39943,36408,41756,NA,NA,NA,NA,NA,NA,6,2,ZAF,mAb,total DALY,South Africa,burden,total_DALY,NA,NA
new data (hospital-based + HUS),total_DALY_averted,18229,18248,17195,19281,15170,21185,0.467,0.469,0.445,0.491,0.4,0.526,6,2,ZAF,mAb,total DALY,South Africa,averted burden,total_DALY,38940,"38,940"
new data (hospital-based + HUS),total_YLD,2089,2080,2016,2155,1907,2315,NA,NA,NA,NA,NA,NA,6,2,ZAF,mAb,total YLD,South Africa,burden,total_YLD,NA,NA
new data (hospital-based + HUS),total_YLD_averted,401,395,364,430,313,522,0.191,0.19,0.177,0.203,0.156,0.235,6,2,ZAF,mAb,total YLD,South Africa,averted burden,total_YLD,2075,2075
new data (hospital-based + HUS),total_YLL,36929,36906,35966,37846,34341,39670,NA,NA,NA,NA,NA,NA,6,2,ZAF,mAb,total YLL,South Africa,burden,total_YLL,NA,NA
new data (hospital-based + HUS),total_YLL_averted,17829,17846,16794,18870,14781,20780,0.483,0.484,0.46,0.507,0.412,0.544,6,2,ZAF,mAb,total YLL,South Africa,averted burden,total_YLL,36860,"36,860"
new data (hospital-based + HUS),hosp_med_att_YLD,604,602,584,623,552,669,NA,NA,NA,NA,NA,NA,3,2,ZAF,MV,YLD medically attended cases,South Africa,burden,hosp_med_att_YLD,NA,NA
new data (hospital-based + HUS),hosp_med_att_YLD_averted,61,60,53,67,42,84,0.1,0.099,0.089,0.11,0.072,0.133,3,2,ZAF,MV,YLD medically attended cases,South Africa,averted burden,hosp_med_att_YLD,605,605
new data (hospital-based + HUS),hosp_YLD,269,268,256,281,235,305,NA,NA,NA,NA,NA,NA,3,2,ZAF,MV,YLD hospitalised cases,South Africa,burden,hosp_YLD,NA,NA
new data (hospital-based + HUS),hosp_YLD_averted,45,44,39,50,30,62,0.167,0.166,0.15,0.183,0.12,0.219,3,2,ZAF,MV,YLD hospitalised cases,South Africa,averted burden,hosp_YLD,265,265
new data (hospital-based + HUS),non_hosp_YLD,1485,1476,1421,1539,1329,1685,NA,NA,NA,NA,NA,NA,3,2,ZAF,MV,YLD non-hospitalised cases,South Africa,burden,non_hosp_YLD,NA,NA
new data (hospital-based + HUS),non_hosp_YLD_averted,106,102,88,118,68,168,0.071,0.069,0.061,0.079,0.048,0.105,3,2,ZAF,MV,YLD non-hospitalised cases,South Africa,averted burden,non_hosp_YLD,1477,1477
new data (hospital-based + HUS),total_DALY,39018,38989,38054,39943,36408,41756,NA,NA,NA,NA,NA,NA,3,2,ZAF,MV,total DALY,South Africa,burden,total_DALY,NA,NA
new data (hospital-based + HUS),total_DALY_averted,5432,5397,4036,6764,1658,9644,0.139,0.138,0.105,0.173,0.043,0.244,3,2,ZAF,MV,total DALY,South Africa,averted burden,total_DALY,39110,"39,110"
new data (hospital-based + HUS),total_YLD,2089,2080,2016,2155,1907,2315,NA,NA,NA,NA,NA,NA,3,2,ZAF,MV,total YLD,South Africa,burden,total_YLD,NA,NA
new data (hospital-based + HUS),total_YLD_averted,151,147,130,166,103,219,0.072,0.071,0.063,0.079,0.051,0.099,3,2,ZAF,MV,total YLD,South Africa,averted burden,total_YLD,2070,2070
new data (hospital-based + HUS),total_YLL,36929,36906,35966,37846,34341,39670,NA,NA,NA,NA,NA,NA,3,2,ZAF,MV,total YLL,South Africa,burden,total_YLL,NA,NA
new data (hospital-based + HUS),total_YLL_averted,5281,5248,3892,6613,1504,9487,0.143,0.142,0.106,0.179,0.041,0.254,3,2,ZAF,MV,total YLL,South Africa,averted burden,total_YLL,36950,"36,950"
new data (hospital-based + HUS),hosp_cases,27397,27390,26992,27793,26241,28562,NA,NA,NA,NA,NA,NA,6,2,KEN,mAb,hospitalised cases,Kenya,burden,hosp_cases,NA,NA
new data (hospital-based + HUS),hosp_cases_averted,9106,9124,8633,9608,7710,10424,0.332,0.333,0.317,0.35,0.283,0.375,6,2,KEN,mAb,hospitalised cases,Kenya,averted burden,hosp_cases,27370,"27,370"
new data (hospital-based + HUS),hosp_SARI,27397,27390,26992,27793,26241,28562,NA,NA,NA,NA,NA,NA,6,2,KEN,mAb,hospitalised SARI,Kenya,burden,hosp_SARI,NA,NA
new data (hospital-based + HUS),non_hosp_cases,2382154,2382100,2363768,2400772,2329139,2435063,NA,NA,NA,NA,NA,NA,6,2,KEN,mAb,non-hospitalised cases,Kenya,burden,non_hosp_cases,NA,NA
new data (hospital-based + HUS),non_hosp_cases_averted,183846,183719,175117,192558,159798,208347,0.077,0.077,0.074,0.081,0.067,0.087,6,2,KEN,mAb,non-hospitalised cases,Kenya,averted burden,non_hosp_cases,2382000,"2,382,000"
new data (hospital-based + HUS),non_hosp_SARI,84529,84532,83300,85746,81074,88079,NA,NA,NA,NA,NA,NA,6,2,KEN,mAb,non-hospitalised SARI,Kenya,burden,non_hosp_SARI,NA,NA
new data (hospital-based + HUS),rsv_deaths,2066,2061,1993,2136,1867,2276,NA,NA,NA,NA,NA,NA,6,2,KEN,mAb,deaths,Kenya,burden,rsv_deaths,NA,NA
new data (hospital-based + HUS),rsv_deaths_averted,538,536,493,579,421,665,0.26,0.26,0.242,0.278,0.212,0.309,6,2,KEN,mAb,deaths,Kenya,averted burden,rsv_deaths,2064,2064
new data (hospital-based + HUS),hosp_cases,27397,27390,26992,27793,26241,28562,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,hospitalised cases,Kenya,burden,hosp_cases,NA,NA
new data (hospital-based + HUS),hosp_cases_averted,3841,3827,3496,4166,2927,4839,0.14,0.14,0.128,0.152,0.107,0.175,3,2,KEN,MV,hospitalised cases,Kenya,averted burden,hosp_cases,27340,"27,340"
new data (hospital-based + HUS),hosp_SARI,27397,27390,26992,27793,26241,28562,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,hospitalised SARI,Kenya,burden,hosp_SARI,NA,NA
new data (hospital-based + HUS),non_hosp_cases,2382154,2382100,2363768,2400772,2329139,2435063,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,non-hospitalised cases,Kenya,burden,non_hosp_cases,NA,NA
new data (hospital-based + HUS),non_hosp_cases_averted,35130,35002,30350,39712,22297,49275,0.015,0.015,0.013,0.017,0.009,0.021,3,2,KEN,MV,non-hospitalised cases,Kenya,averted burden,non_hosp_cases,2384000,"2,384,000"
new data (hospital-based + HUS),non_hosp_SARI,84529,84532,83300,85746,81074,88079,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,non-hospitalised SARI,Kenya,burden,non_hosp_SARI,NA,NA
new data (hospital-based + HUS),rsv_deaths,2066,2061,1993,2136,1867,2276,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,deaths,Kenya,burden,rsv_deaths,NA,NA
new data (hospital-based + HUS),rsv_deaths_averted,167,164,121,208,44,309,0.081,0.08,0.059,0.101,0.022,0.148,3,2,KEN,MV,deaths,Kenya,averted burden,rsv_deaths,2056,2056
new data (hospital-based + HUS),hosp_cases,41623,41606,40668,42567,38937,44420,NA,NA,NA,NA,NA,NA,6,2,ZAF,mAb,hospitalised cases,South Africa,burden,hosp_cases,NA,NA
new data (hospital-based + HUS),hosp_cases_averted,17732,17752,16756,18736,14855,20558,0.426,0.427,0.406,0.448,0.363,0.481,6,2,ZAF,mAb,hospitalised cases,South Africa,averted burden,hosp_cases,41600,"41,600"
new data (hospital-based + HUS),hosp_SARI,41623,41606,40668,42567,38937,44420,NA,NA,NA,NA,NA,NA,6,2,ZAF,mAb,hospitalised SARI,South Africa,burden,hosp_SARI,NA,NA
new data (hospital-based + HUS),non_hosp_cases,965010,960805,934042,990776,883869,1072204,NA,NA,NA,NA,NA,NA,6,2,ZAF,mAb,non-hospitalised cases,South Africa,burden,non_hosp_cases,NA,NA
new data (hospital-based + HUS),non_hosp_cases_averted,136242,132180,119119,147489,99662,201353,0.141,0.138,0.126,0.151,0.107,0.193,6,2,ZAF,mAb,non-hospitalised cases,South Africa,averted burden,non_hosp_cases,957800,",957,800"
new data (hospital-based + HUS),non_hosp_SARI,49439,49348,47719,51096,44674,54671,NA,NA,NA,NA,NA,NA,6,2,ZAF,mAb,non-hospitalised SARI,South Africa,burden,non_hosp_SARI,NA,NA
new data (hospital-based + HUS),rsv_deaths,589,589,574,604,548,633,NA,NA,NA,NA,NA,NA,6,2,ZAF,mAb,deaths,South Africa,burden,rsv_deaths,NA,NA
new data (hospital-based + HUS),rsv_deaths_averted,285,285,268,301,236,332,0.483,0.485,0.46,0.508,0.413,0.544,6,2,ZAF,mAb,deaths,South Africa,averted burden,rsv_deaths,588,588
new data (hospital-based + HUS),hosp_cases,41623,41606,40668,42567,38937,44420,NA,NA,NA,NA,NA,NA,3,2,ZAF,MV,hospitalised cases,South Africa,burden,hosp_cases,NA,NA
new data (hospital-based + HUS),hosp_cases_averted,6925,6891,6280,7527,5208,8817,0.166,0.166,0.152,0.18,0.127,0.209,3,2,ZAF,MV,hospitalised cases,South Africa,averted burden,hosp_cases,41550,"41,550"
new data (hospital-based + HUS),hosp_SARI,41623,41606,40668,42567,38937,44420,NA,NA,NA,NA,NA,NA,3,2,ZAF,MV,hospitalised SARI,South Africa,burden,hosp_SARI,NA,NA
new data (hospital-based + HUS),non_hosp_cases,965010,960805,934042,990776,883869,1072204,NA,NA,NA,NA,NA,NA,3,2,ZAF,MV,non-hospitalised cases,South Africa,burden,non_hosp_cases,NA,NA
new data (hospital-based + HUS),non_hosp_cases_averted,48325,46108,37678,56002,25026,85823,0.05,0.048,0.04,0.058,0.026,0.083,3,2,ZAF,MV,non-hospitalised cases,South Africa,averted burden,non_hosp_cases,960700,",960,700"
new data (hospital-based + HUS),non_hosp_SARI,49439,49348,47719,51096,44674,54671,NA,NA,NA,NA,NA,NA,3,2,ZAF,MV,non-hospitalised SARI,South Africa,burden,non_hosp_SARI,NA,NA
new data (hospital-based + HUS),rsv_deaths,589,589,574,604,548,633,NA,NA,NA,NA,NA,NA,3,2,ZAF,MV,deaths,South Africa,burden,rsv_deaths,NA,NA
new data (hospital-based + HUS),rsv_deaths_averted,84,84,62,106,24,152,0.143,0.142,0.107,0.18,0.042,0.254,3,2,ZAF,MV,deaths,South Africa,averted burden,rsv_deaths,591,591
new data (hospital-based + HUS),admin_cost,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6,2,KEN,mAb,admin. costs (US$),Kenya,burden,admin_cost,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp,7143319,7132105,6844895,7430989,6328402,8030995,NA,NA,NA,NA,NA,NA,6,2,KEN,mAb,hospitalisation costs (US$),Kenya,burden,cost_rsv_hosp,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp_averted,2374227,2369094,2216890,2528830,1942628,2828673,0.332,0.333,0.317,0.35,0.283,0.375,6,2,KEN,mAb,hospitalisation costs (US$),Kenya,averted burden,cost_rsv_hosp,7107000,"7,107,000"
new data (hospital-based + HUS),cost_rsv_outpatient,23744097,23735596,23487839,24003593,23008403,24493159,NA,NA,NA,NA,NA,NA,6,2,KEN,mAb,outpatient costs (US$),Kenya,burden,cost_rsv_outpatient,NA,NA
new data (hospital-based + HUS),cost_rsv_outpatient_averted,1590543,1585831,1501671,1677726,1343674,1848151,0.067,0.067,0.063,0.071,0.057,0.077,6,2,KEN,mAb,outpatient costs (US$),Kenya,averted burden,cost_rsv_outpatient,23710000,"23,710,000"
new data (hospital-based + HUS),total_medical_cost,30887416,30887628,30483865,31267637,29798214,32014612,NA,NA,NA,NA,NA,NA,6,2,KEN,mAb,total medical cost (US$),Kenya,burden,total_medical_cost,NA,NA
new data (hospital-based + HUS),total_medical_cost_averted,3964770,3964758,3786885,4137765,3472733,4484826,0.128,0.128,0.123,0.133,0.114,0.143,6,2,KEN,mAb,total medical cost (US$),Kenya,averted burden,total_medical_cost,30870000,"30,870,000"
new data (hospital-based + HUS),admin_cost,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,admin. costs (US$),Kenya,burden,admin_cost,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp,7143319,7132105,6844895,7430989,6328402,8030995,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,hospitalisation costs (US$),Kenya,burden,cost_rsv_hosp,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp_averted,1001694,997320,901731,1091662,739265,1291142,0.14,0.14,0.128,0.152,0.107,0.175,3,2,KEN,MV,hospitalisation costs (US$),Kenya,averted burden,cost_rsv_hosp,7125000,"7,125,000"
new data (hospital-based + HUS),cost_rsv_outpatient,23744097,23735596,23487839,24003593,23008403,24493159,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,outpatient costs (US$),Kenya,burden,cost_rsv_outpatient,NA,NA
new data (hospital-based + HUS),cost_rsv_outpatient_averted,249848,247216,214100,282598,160070,354495,0.011,0.01,0.009,0.012,0.007,0.015,3,2,KEN,MV,outpatient costs (US$),Kenya,averted burden,cost_rsv_outpatient,23730000,"23,730,000"
new data (hospital-based + HUS),total_medical_cost,30887416,30887628,30483865,31267637,29798214,32014612,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,total medical cost (US$),Kenya,burden,total_medical_cost,NA,NA
new data (hospital-based + HUS),total_medical_cost_averted,1251542,1246817,1148170,1347364,973669,1561851,0.041,0.04,0.037,0.043,0.032,0.05,3,2,KEN,MV,total medical cost (US$),Kenya,averted burden,total_medical_cost,30900000,"30,900,000"
new data (hospital-based + HUS),admin_cost,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6,2,ZAF,mAb,admin. costs (US$),South Africa,burden,admin_cost,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp,34684639,34617078,33365935,35939837,31215343,38464384,NA,NA,NA,NA,NA,NA,6,2,ZAF,mAb,hospitalisation costs (US$),South Africa,burden,cost_rsv_hosp,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp_averted,15776760,15729220,14620065,16917802,12613022,19254601,0.454,0.455,0.431,0.479,0.38,0.523,6,2,ZAF,mAb,hospitalisation costs (US$),South Africa,averted burden,cost_rsv_hosp,34560000,"34,560,000"
new data (hospital-based + HUS),cost_rsv_outpatient,7866091,7826608,7544576,8130887,7057043,8924541,NA,NA,NA,NA,NA,NA,6,2,ZAF,mAb,outpatient costs (US$),South Africa,burden,cost_rsv_outpatient,NA,NA
new data (hospital-based + HUS),cost_rsv_outpatient_averted,959469,915532,798588,1069023,626028,1565771,0.121,0.117,0.104,0.134,0.083,0.18,6,2,ZAF,mAb,outpatient costs (US$),South Africa,averted burden,cost_rsv_outpatient,7798000,"7,798,000"
new data (hospital-based + HUS),total_medical_cost,42550730,42497984,41192939,43830619,38969336,46393520,NA,NA,NA,NA,NA,NA,6,2,ZAF,mAb,total medical cost (US$),South Africa,burden,total_medical_cost,NA,NA
new data (hospital-based + HUS),total_medical_cost_averted,16736230,16676766,15553072,17871898,13579784,20213375,0.393,0.393,0.373,0.414,0.331,0.451,6,2,ZAF,mAb,total medical cost (US$),South Africa,averted burden,total_medical_cost,42410000,"42,410,000"
new data (hospital-based + HUS),admin_cost,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3,2,ZAF,MV,admin. costs (US$),South Africa,burden,admin_cost,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp,34684639,34617078,33365935,35939837,31215343,38464384,NA,NA,NA,NA,NA,NA,3,2,ZAF,MV,hospitalisation costs (US$),South Africa,burden,cost_rsv_hosp,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp_averted,6814597,6754867,6070568,7509180,4872331,9113941,0.196,0.195,0.178,0.214,0.147,0.25,3,2,ZAF,MV,hospitalisation costs (US$),South Africa,averted burden,cost_rsv_hosp,34610000,"34,610,000"
new data (hospital-based + HUS),cost_rsv_outpatient,7866091,7826608,7544576,8130887,7057043,8924541,NA,NA,NA,NA,NA,NA,3,2,ZAF,MV,outpatient costs (US$),South Africa,burden,cost_rsv_outpatient,NA,NA
new data (hospital-based + HUS),cost_rsv_outpatient_averted,340270,311434,246992,400024,152771,689335,0.043,0.04,0.032,0.05,0.02,0.08,3,2,ZAF,MV,outpatient costs (US$),South Africa,averted burden,cost_rsv_outpatient,7772000,"7,772,000"
new data (hospital-based + HUS),total_medical_cost,42550730,42497984,41192939,43830619,38969336,46393520,NA,NA,NA,NA,NA,NA,3,2,ZAF,MV,total medical cost (US$),South Africa,burden,total_medical_cost,NA,NA
new data (hospital-based + HUS),total_medical_cost_averted,7154867,7082832,6403142,7858896,5201895,9468486,0.168,0.167,0.153,0.182,0.127,0.213,3,2,ZAF,MV,total medical cost (US$),South Africa,averted burden,total_medical_cost,42400000,"42,400,000"
