source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,norm_mean,norm_median,norm_CI50_low,norm_CI50_high,norm_CI95_low,norm_CI95_high,price,source_num,country_iso,intervention,plot_variable,country_plot,burden_interv,vartype,vec,orig_burden_round
new data (hospital-based + HUS),non_hosp_cases_averted,59315,56438,46356,68241,31830,106597,0.052,0.051,0.042,0.06,0.029,0.088,2.5,NA,ZAF,MV,non-hospitalised cases,South Africa,averted burden,non_hosp_cases,1115000,"1,115,000"
new data (hospital-based + HUS),non_hosp_SARI,49473,49461,47702,51168,44639,54549,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,non-hospitalised SARI,South Africa,burden,non_hosp_SARI,NA,NA
new data (hospital-based + HUS),rsv_deaths,590,589,575,605,548,635,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,deaths,South Africa,burden,rsv_deaths,NA,NA
new data (hospital-based + HUS),rsv_deaths_averted,100,99,89,111,70,134,0.169,0.169,0.151,0.187,0.12,0.223,2.5,NA,ZAF,MV,deaths,South Africa,averted burden,rsv_deaths,587,587
new data (hospital-based + HUS),admin_cost,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,admin. costs (US$),Kenya,burden,admin_cost,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp,7137432,7129672,6835108,7420215,6315872,8004275,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,hospitalisation costs (US$),Kenya,burden,cost_rsv_hosp,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp_averted,1212786,1208988,1093828,1323611,889547,1561183,0.17,0.17,0.155,0.185,0.128,0.213,5,NA,KEN,mAb,hospitalisation costs (US$),Kenya,averted burden,cost_rsv_hosp,7124000,"7,124,000"
new data (hospital-based + HUS),cost_rsv_outpatient,23755232,23752164,23499692,24012356,22998496,24507722,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,outpatient costs (US$),Kenya,burden,cost_rsv_outpatient,NA,NA
new data (hospital-based + HUS),cost_rsv_outpatient_averted,909127,905030,810553,1002380,647663,1189474,0.038,0.038,0.034,0.042,0.027,0.05,5,NA,KEN,mAb,outpatient costs (US$),Kenya,averted burden,cost_rsv_outpatient,23720000,"23,720,000"
new data (hospital-based + HUS),total_medical_cost,30892663,30878508,30502808,31272435,29800072,32068404,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,total medical cost (US$),Kenya,burden,total_medical_cost,NA,NA
new data (hospital-based + HUS),total_medical_cost_averted,2121913,2124067,1972266,2266468,1690907,2543139,0.069,0.069,0.064,0.073,0.055,0.082,5,NA,KEN,mAb,total medical cost (US$),Kenya,averted burden,total_medical_cost,30900000,"30,900,000"
new data (hospital-based + HUS),admin_cost,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,admin. costs (US$),Kenya,burden,admin_cost,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp,7137432,7129672,6835108,7420215,6315872,8004275,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,hospitalisation costs (US$),Kenya,burden,cost_rsv_hosp,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp_averted,903472,895814,793336,1008377,612852,1220080,0.127,0.126,0.112,0.14,0.088,0.168,2.5,NA,KEN,MV,hospitalisation costs (US$),Kenya,averted burden,cost_rsv_hosp,7097000,"7,097,000"
new data (hospital-based + HUS),cost_rsv_outpatient,23755232,23752164,23499692,24012356,22998496,24507722,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,outpatient costs (US$),Kenya,burden,cost_rsv_outpatient,NA,NA
new data (hospital-based + HUS),cost_rsv_outpatient_averted,254564,252542,222487,284538,170965,351759,0.011,0.011,0.009,0.012,0.007,0.015,2.5,NA,KEN,MV,outpatient costs (US$),Kenya,averted burden,cost_rsv_outpatient,23740000,"23,740,000"
new data (hospital-based + HUS),total_medical_cost,30892663,30878508,30502808,31272435,29800072,32068404,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,total medical cost (US$),Kenya,burden,total_medical_cost,NA,NA
new data (hospital-based + HUS),total_medical_cost_averted,1158036,1152060,1044540,1266694,864921,1492573,0.037,0.037,0.034,0.041,0.028,0.048,2.5,NA,KEN,MV,total medical cost (US$),Kenya,averted burden,total_medical_cost,30870000,"30,870,000"
new data (hospital-based + HUS),admin_cost,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,admin. costs (US$),South Africa,burden,admin_cost,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp,34676348,34595760,33378951,35936843,31205814,38419744,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,hospitalisation costs (US$),South Africa,burden,cost_rsv_hosp,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp_averted,8062198,8013396,7205542,8825629,5853727,10632291,0.232,0.232,0.211,0.253,0.174,0.295,5,NA,ZAF,mAb,hospitalisation costs (US$),South Africa,averted burden,cost_rsv_hosp,34550000,"34,550,000"
new data (hospital-based + HUS),cost_rsv_outpatient,9199627,9145444,8825508,9506578,8290740,10497376,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,outpatient costs (US$),South Africa,burden,cost_rsv_outpatient,NA,NA
new data (hospital-based + HUS),cost_rsv_outpatient_averted,721600,692472,593600,810604,444024,1191150,0.078,0.076,0.066,0.087,0.05,0.118,5,NA,ZAF,mAb,outpatient costs (US$),South Africa,averted burden,cost_rsv_outpatient,9112000,"9,112,000"
new data (hospital-based + HUS),total_medical_cost,43875975,43815648,42523803,45194015,40285606,47851482,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,total medical cost (US$),South Africa,burden,total_medical_cost,NA,NA
new data (hospital-based + HUS),total_medical_cost_averted,8783798,8736394,7929122,9570946,6558535,11361416,0.2,0.2,0.183,0.216,0.153,0.25,5,NA,ZAF,mAb,total medical cost (US$),South Africa,averted burden,total_medical_cost,43730000,"43,730,000"
new data (hospital-based + HUS),admin_cost,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,admin. costs (US$),South Africa,burden,admin_cost,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp,34676348,34595760,33378951,35936843,31205814,38419744,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,hospitalisation costs (US$),South Africa,burden,cost_rsv_hosp,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp_averted,6145865,6051984,5318864,6917648,4085166,8514486,0.177,0.176,0.155,0.197,0.122,0.238,2.5,NA,ZAF,MV,hospitalisation costs (US$),South Africa,averted burden,cost_rsv_hosp,34480000,"34,480,000"
new data (hospital-based + HUS),cost_rsv_outpatient,9199627,9145444,8825508,9506578,8290740,10497376,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,outpatient costs (US$),South Africa,burden,cost_rsv_outpatient,NA,NA
new data (hospital-based + HUS),cost_rsv_outpatient_averted,418253,384196,303001,484725,194859,859302,0.045,0.042,0.034,0.052,0.022,0.084,2.5,NA,ZAF,MV,outpatient costs (US$),South Africa,averted burden,cost_rsv_outpatient,9137000,"9,137,000"
new data (hospital-based + HUS),total_medical_cost,43875975,43815648,42523803,45194015,40285606,47851482,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,total medical cost (US$),South Africa,burden,total_medical_cost,NA,NA
new data (hospital-based + HUS),total_medical_cost_averted,6564117,6470562,5754060,7326311,4482940,8943248,0.149,0.148,0.132,0.166,0.105,0.198,2.5,NA,ZAF,MV,total medical cost (US$),South Africa,averted burden,total_medical_cost,43680000,"43,680,000"
