source,variable,price,source_num,country_iso,intervention,country_plot,vec,price_interv,cnt_int,mean,median,CI50_low,CI50_high,CI95_low,CI95_high
new data (hospital-based + HUS),total DALY averted (US$),10,NA,ZAF,mAb,South Africa,9326,10$(mAb),ZAF $10 mAb,9354.1,9326,8509,10161,7047,11854
new data (hospital-based + HUS),total DALY (disc) averted (US$),10,NA,ZAF,mAb,South Africa,4314,10$(mAb),ZAF $10 mAb,4324.4,4314,3940.5,4690,3270,5469
new data (hospital-based + HUS),total medical cost averted (million US$),10,NA,ZAF,mAb,South Africa,8736000,10$(mAb),ZAF $10 mAb,8.8,8.7,7.9,9.6,6.6,11.4
new data (hospital-based + HUS),incremental cost/DALY averted (US$),10,NA,ZAF,mAb,South Africa,359,10$(mAb),ZAF $10 mAb,209.5,214.5,115.1,330.2,-52.3,593.2
new data (hospital-based + HUS),incremental cost (million US$),5,NA,ZAF,MV,South Africa,3737000,5$(MV),ZAF $5 MV,-1.1,-1,-1.9,-0.3,-3.5,1
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),5,NA,ZAF,MV,South Africa,1277,5$(MV),ZAF $5 MV,-371.3,-343.3,-572.7,-109.8,-889.8,462.1
new data (hospital-based + HUS),intervention cost (million US$),5,NA,ZAF,MV,South Africa,2734000,5$(MV),ZAF $5 MV,5.5,5.5,5.5,5.5,5.5,5.5
new data (hospital-based + HUS),total DALY averted (US$),5,NA,ZAF,MV,South Africa,6365,5$(MV),ZAF $5 MV,6409.7,6365,5693,7074,4532,8519.4
new data (hospital-based + HUS),total DALY (disc) averted (US$),5,NA,ZAF,MV,South Africa,2942,5$(MV),ZAF $5 MV,2962.3,2942,2640,3265,2121,3911
new data (hospital-based + HUS),total medical cost averted (million US$),5,NA,ZAF,MV,South Africa,6471000,5$(MV),ZAF $5 MV,6.6,6.5,5.8,7.3,4.5,8.9
new data (hospital-based + HUS),incremental cost/DALY averted (US$),5,NA,ZAF,MV,South Africa,590,5$(MV),ZAF $5 MV,-171.6,-158.7,-264.3,-50.9,-408.5,216.2
new data (hospital-based + HUS),incremental cost (million US$),15,NA,KEN,mAb,Kenya,4430000,15$(mAb),KEN $15 mAb,17.5,17.5,17.4,17.7,17.1,18
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),15,NA,KEN,mAb,Kenya,731,15$(mAb),KEN $15 mAb,2875.1,2894.2,2598.3,3230.1,2156.7,4051.5
new data (hospital-based + HUS),intervention cost (million US$),15,NA,KEN,mAb,Kenya,6554000,15$(mAb),KEN $15 mAb,19.6,19.6,19.6,19.6,19.6,19.6
new data (hospital-based + HUS),total DALY averted (US$),15,NA,KEN,mAb,Kenya,13820,15$(mAb),KEN $15 mAb,13908.1,13821,12467.5,15270,10078.6,18158.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),15,NA,KEN,mAb,Kenya,6057,15$(mAb),KEN $15 mAb,6097.2,6057,5473.5,6689,4433,7933.4
new data (hospital-based + HUS),total medical cost averted (million US$),15,NA,KEN,mAb,Kenya,2124000,15$(mAb),KEN $15 mAb,2.1,2.1,2,2.3,1.7,2.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),15,NA,KEN,mAb,Kenya,320,15$(mAb),KEN $15 mAb,1260.4,1268.4,1138.2,1418.1,942.3,1782
new data (hospital-based + HUS),incremental cost (million US$),7.5,NA,KEN,MV,Kenya,2201000,7.5$(MV),KEN $7.5 MV,8.9,8.9,8.8,9,8.6,9.2
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),7.5,NA,KEN,MV,Kenya,493,7.5$(MV),KEN $7.5 MV,1978.8,2003.6,1752.8,2291.5,1380.8,3018.1
new data (hospital-based + HUS),intervention cost (million US$),7.5,NA,KEN,MV,Kenya,3353000,7.5$(MV),KEN $7.5 MV,10.1,10.1,10.1,10.1,10.1,10.1
new data (hospital-based + HUS),total DALY averted (US$),7.5,NA,KEN,MV,Kenya,10170,7.5$(MV),KEN $7.5 MV,10286.8,10169.5,8981.2,11486.8,6933,14258.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),7.5,NA,KEN,MV,Kenya,4442,7.5$(MV),KEN $7.5 MV,4492.7,4442,3932,5009.2,3045,6199.1
new data (hospital-based + HUS),total medical cost averted (million US$),7.5,NA,KEN,MV,Kenya,1152000,7.5$(MV),KEN $7.5 MV,1.2,1.1,1,1.3,0.9,1.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),7.5,NA,KEN,MV,Kenya,215,7.5$(MV),KEN $7.5 MV,864.2,875.2,764.4,1003.2,600.4,1325.6
new data (hospital-based + HUS),incremental cost (million US$),15,NA,ZAF,mAb,South Africa,3364000,15$(mAb),ZAF $15 mAb,7.3,7.4,6.5,8.2,4.8,9.6
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),15,NA,ZAF,mAb,South Africa,777,15$(mAb),ZAF $15 mAb,1695,1708.4,1394.5,2075.9,868.5,2920.5
new data (hospital-based + HUS),intervention cost (million US$),15,NA,ZAF,mAb,South Africa,5373000,15$(mAb),ZAF $15 mAb,16.1,16.1,16.1,16.1,16.1,16.1
new data (hospital-based + HUS),total DALY averted (US$),15,NA,ZAF,mAb,South Africa,9326,15$(mAb),ZAF $15 mAb,9354.1,9326,8509,10161,7047,11854
new data (hospital-based + HUS),total DALY (disc) averted (US$),15,NA,ZAF,mAb,South Africa,4314,15$(mAb),ZAF $15 mAb,4324.4,4314,3940.5,4690,3270,5469
new data (hospital-based + HUS),total medical cost averted (million US$),15,NA,ZAF,mAb,South Africa,8736000,15$(mAb),ZAF $15 mAb,8.8,8.7,7.9,9.6,6.6,11.4
new data (hospital-based + HUS),incremental cost/DALY averted (US$),15,NA,ZAF,mAb,South Africa,359,15$(mAb),ZAF $15 mAb,783.6,790.3,643.6,961.3,400.7,1355.2
new data (hospital-based + HUS),incremental cost (million US$),7.5,NA,ZAF,MV,South Africa,3737000,7.5$(MV),ZAF $7.5 MV,1.6,1.7,0.9,2.4,-0.8,3.7
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),7.5,NA,ZAF,MV,South Africa,1277,7.5$(MV),ZAF $7.5 MV,550.2,584.6,263.4,924.2,-191.8,1749.2
new data (hospital-based + HUS),intervention cost (million US$),7.5,NA,ZAF,MV,South Africa,2734000,7.5$(MV),ZAF $7.5 MV,8.2,8.2,8.2,8.2,8.2,8.2
new data (hospital-based + HUS),total DALY averted (US$),7.5,NA,ZAF,MV,South Africa,6365,7.5$(MV),ZAF $7.5 MV,6409.7,6365,5693,7074,4532,8519.4
new data (hospital-based + HUS),total DALY (disc) averted (US$),7.5,NA,ZAF,MV,South Africa,2942,7.5$(MV),ZAF $7.5 MV,2962.3,2942,2640,3265,2121,3911
new data (hospital-based + HUS),total medical cost averted (million US$),7.5,NA,ZAF,MV,South Africa,6471000,7.5$(MV),ZAF $7.5 MV,6.6,6.5,5.8,7.3,4.5,8.9
new data (hospital-based + HUS),incremental cost/DALY averted (US$),7.5,NA,ZAF,MV,South Africa,590,7.5$(MV),ZAF $7.5 MV,254.3,270.2,121.6,428.6,-88,818.6
new data (hospital-based + HUS),incremental cost (million US$),20,NA,KEN,mAb,Kenya,4430000,20$(mAb),KEN $20 mAb,24.1,24.1,23.9,24.2,23.7,24.5
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),20,NA,KEN,mAb,Kenya,731,20$(mAb),KEN $20 mAb,3949.4,3975.6,3577.5,4426.8,2982.3,5529
new data (hospital-based + HUS),intervention cost (million US$),20,NA,KEN,mAb,Kenya,6554000,20$(mAb),KEN $20 mAb,26.2,26.2,26.2,26.2,26.2,26.2
new data (hospital-based + HUS),total DALY averted (US$),20,NA,KEN,mAb,Kenya,13820,20$(mAb),KEN $20 mAb,13908.1,13821,12467.5,15270,10078.6,18158.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),20,NA,KEN,mAb,Kenya,6057,20$(mAb),KEN $20 mAb,6097.2,6057,5473.5,6689,4433,7933.4
new data (hospital-based + HUS),total medical cost averted (million US$),20,NA,KEN,mAb,Kenya,2124000,20$(mAb),KEN $20 mAb,2.1,2.1,2,2.3,1.7,2.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),20,NA,KEN,mAb,Kenya,320,20$(mAb),KEN $20 mAb,1731.4,1742.3,1567.1,1943.5,1303,2431.9
new data (hospital-based + HUS),incremental cost (million US$),10,NA,KEN,MV,Kenya,2201000,10$(MV),KEN $10 MV,12.2,12.2,12.1,12.4,11.9,12.5
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),10,NA,KEN,MV,Kenya,493,10$(MV),KEN $10 MV,2724.4,2757.8,2421.5,3143.4,1921.2,4118.2
new data (hospital-based + HUS),intervention cost (million US$),10,NA,KEN,MV,Kenya,3353000,10$(MV),KEN $10 MV,13.4,13.4,13.4,13.4,13.4,13.4
new data (hospital-based + HUS),total DALY averted (US$),10,NA,KEN,MV,Kenya,10170,10$(MV),KEN $10 MV,10286.8,10169.5,8981.2,11486.8,6933,14258.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),10,NA,KEN,MV,Kenya,4442,10$(MV),KEN $10 MV,4492.7,4442,3932,5009.2,3045,6199.1
new data (hospital-based + HUS),total medical cost averted (million US$),10,NA,KEN,MV,Kenya,1152000,10$(MV),KEN $10 MV,1.2,1.1,1,1.3,0.9,1.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),10,NA,KEN,MV,Kenya,215,10$(MV),KEN $10 MV,1189.9,1204.6,1056,1376.2,835.3,1808.8
new data (hospital-based + HUS),incremental cost (million US$),20,NA,ZAF,mAb,South Africa,3364000,20$(mAb),ZAF $20 mAb,12.7,12.7,11.9,13.6,10.1,14.9
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),20,NA,ZAF,mAb,South Africa,777,20$(mAb),ZAF $20 mAb,2936.8,2953.2,2539.4,3438.6,1850.4,4562.7
new data (hospital-based + HUS),intervention cost (million US$),20,NA,ZAF,mAb,South Africa,5373000,20$(mAb),ZAF $20 mAb,21.5,21.5,21.5,21.5,21.5,21.5
new data (hospital-based + HUS),total DALY averted (US$),20,NA,ZAF,mAb,South Africa,9326,20$(mAb),ZAF $20 mAb,9354.1,9326,8509,10161,7047,11854
new data (hospital-based + HUS),total DALY (disc) averted (US$),20,NA,ZAF,mAb,South Africa,4314,20$(mAb),ZAF $20 mAb,4324.4,4314,3940.5,4690,3270,5469
new data (hospital-based + HUS),total medical cost averted (million US$),20,NA,ZAF,mAb,South Africa,8736000,20$(mAb),ZAF $20 mAb,8.8,8.7,7.9,9.6,6.6,11.4
new data (hospital-based + HUS),incremental cost/DALY averted (US$),20,NA,ZAF,mAb,South Africa,359,20$(mAb),ZAF $20 mAb,1357.7,1366.1,1172.1,1592.4,853.7,2117.2
new data (hospital-based + HUS),incremental cost (million US$),10,NA,ZAF,MV,South Africa,3737000,10$(MV),ZAF $10 MV,4.4,4.4,3.6,5.2,2,6.4
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),10,NA,ZAF,MV,South Africa,1277,10$(MV),ZAF $10 MV,1471.8,1512.6,1099.5,1958.3,506.3,3036.3
new data (hospital-based + HUS),intervention cost (million US$),10,NA,ZAF,MV,South Africa,2734000,10$(MV),ZAF $10 MV,10.9,10.9,10.9,10.9,10.9,10.9
new data (hospital-based + HUS),total DALY averted (US$),10,NA,ZAF,MV,South Africa,6365,10$(MV),ZAF $10 MV,6409.7,6365,5693,7074,4532,8519.4
new data (hospital-based + HUS),total DALY (disc) averted (US$),10,NA,ZAF,MV,South Africa,2942,10$(MV),ZAF $10 MV,2962.3,2942,2640,3265,2121,3911
new data (hospital-based + HUS),total medical cost averted (million US$),10,NA,ZAF,MV,South Africa,6471000,10$(MV),ZAF $10 MV,6.6,6.5,5.8,7.3,4.5,8.9
new data (hospital-based + HUS),incremental cost/DALY averted (US$),10,NA,ZAF,MV,South Africa,590,10$(MV),ZAF $10 MV,680.2,699.1,507.5,908.1,232.4,1421
new data (hospital-based + HUS),incremental cost (million US$),25,NA,KEN,mAb,Kenya,4430000,25$(mAb),KEN $25 mAb,30.6,30.6,30.5,30.8,30.2,31.1
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),25,NA,KEN,mAb,Kenya,731,25$(mAb),KEN $25 mAb,5023.7,5057,4556.7,5623.5,3808,7006.6
new data (hospital-based + HUS),intervention cost (million US$),25,NA,KEN,mAb,Kenya,6554000,25$(mAb),KEN $25 mAb,32.8,32.8,32.8,32.8,32.8,32.8
new data (hospital-based + HUS),total DALY averted (US$),25,NA,KEN,mAb,Kenya,13820,25$(mAb),KEN $25 mAb,13908.1,13821,12467.5,15270,10078.6,18158.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),25,NA,KEN,mAb,Kenya,6057,25$(mAb),KEN $25 mAb,6097.2,6057,5473.5,6689,4433,7933.4
new data (hospital-based + HUS),total medical cost averted (million US$),25,NA,KEN,mAb,Kenya,2124000,25$(mAb),KEN $25 mAb,2.1,2.1,2,2.3,1.7,2.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),25,NA,KEN,mAb,Kenya,320,25$(mAb),KEN $25 mAb,2202.3,2216.2,1996.1,2468.8,1663.7,3081.8
new data (hospital-based + HUS),incremental cost (million US$),12.5,NA,KEN,MV,Kenya,2201000,12.5$(MV),KEN $12.5 MV,15.6,15.6,15.5,15.7,15.3,15.9
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),12.5,NA,KEN,MV,Kenya,493,12.5$(MV),KEN $12.5 MV,3470.1,3511.9,3090.3,3995.4,2461.6,5218.4
new data (hospital-based + HUS),intervention cost (million US$),12.5,NA,KEN,MV,Kenya,3353000,12.5$(MV),KEN $12.5 MV,16.8,16.8,16.8,16.8,16.8,16.8
new data (hospital-based + HUS),total DALY averted (US$),12.5,NA,KEN,MV,Kenya,10170,12.5$(MV),KEN $12.5 MV,10286.8,10169.5,8981.2,11486.8,6933,14258.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),12.5,NA,KEN,MV,Kenya,4442,12.5$(MV),KEN $12.5 MV,4492.7,4442,3932,5009.2,3045,6199.1
new data (hospital-based + HUS),total medical cost averted (million US$),12.5,NA,KEN,MV,Kenya,1152000,12.5$(MV),KEN $12.5 MV,1.2,1.1,1,1.3,0.9,1.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),12.5,NA,KEN,MV,Kenya,215,12.5$(MV),KEN $12.5 MV,1515.5,1534,1347.6,1749.2,1070.3,2292
new data (hospital-based + HUS),incremental cost (million US$),25,NA,ZAF,mAb,South Africa,3364000,25$(mAb),ZAF $25 mAb,18.1,18.1,17.3,18.9,15.5,20.3
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),25,NA,ZAF,mAb,South Africa,777,25$(mAb),ZAF $25 mAb,4178.6,4198,3684.4,4801.4,2832.3,6204.9
new data (hospital-based + HUS),intervention cost (million US$),25,NA,ZAF,mAb,South Africa,5373000,25$(mAb),ZAF $25 mAb,26.9,26.9,26.9,26.9,26.9,26.9
new data (hospital-based + HUS),total DALY averted (US$),25,NA,ZAF,mAb,South Africa,9326,25$(mAb),ZAF $25 mAb,9354.1,9326,8509,10161,7047,11854
new data (hospital-based + HUS),total DALY (disc) averted (US$),25,NA,ZAF,mAb,South Africa,4314,25$(mAb),ZAF $25 mAb,4324.4,4314,3940.5,4690,3270,5469
new data (hospital-based + HUS),total medical cost averted (million US$),25,NA,ZAF,mAb,South Africa,8736000,25$(mAb),ZAF $25 mAb,8.8,8.7,7.9,9.6,6.6,11.4
new data (hospital-based + HUS),incremental cost/DALY averted (US$),25,NA,ZAF,mAb,South Africa,359,25$(mAb),ZAF $25 mAb,1931.8,1941.9,1700.6,2223.5,1306.7,2879.3
new data (hospital-based + HUS),incremental cost (million US$),12.5,NA,ZAF,MV,South Africa,3737000,12.5$(MV),ZAF $12.5 MV,7.1,7.2,6.3,7.9,4.7,9.2
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),12.5,NA,ZAF,MV,South Africa,1277,12.5$(MV),ZAF $12.5 MV,2393.4,2440.5,1935.7,2992.4,1204.3,4323.5
new data (hospital-based + HUS),intervention cost (million US$),12.5,NA,ZAF,MV,South Africa,2734000,12.5$(MV),ZAF $12.5 MV,13.7,13.7,13.7,13.7,13.7,13.7
new data (hospital-based + HUS),total DALY averted (US$),12.5,NA,ZAF,MV,South Africa,6365,12.5$(MV),ZAF $12.5 MV,6409.7,6365,5693,7074,4532,8519.4
new data (hospital-based + HUS),total DALY (disc) averted (US$),12.5,NA,ZAF,MV,South Africa,2942,12.5$(MV),ZAF $12.5 MV,2962.3,2942,2640,3265,2121,3911
new data (hospital-based + HUS),total medical cost averted (million US$),12.5,NA,ZAF,MV,South Africa,6471000,12.5$(MV),ZAF $12.5 MV,6.6,6.5,5.8,7.3,4.5,8.9
new data (hospital-based + HUS),incremental cost/DALY averted (US$),12.5,NA,ZAF,MV,South Africa,590,12.5$(MV),ZAF $12.5 MV,1106.1,1128,893.4,1387.7,552.9,2023.4
new data (hospital-based + HUS),incremental cost (million US$),30,NA,KEN,mAb,Kenya,4430000,30$(mAb),KEN $30 mAb,37.2,37.2,37,37.3,36.8,37.6
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),30,NA,KEN,mAb,Kenya,731,30$(mAb),KEN $30 mAb,6097.9,6138.4,5536,6820.1,4633.6,8484.2
new data (hospital-based + HUS),intervention cost (million US$),30,NA,KEN,mAb,Kenya,6554000,30$(mAb),KEN $30 mAb,39.3,39.3,39.3,39.3,39.3,39.3
new data (hospital-based + HUS),total DALY averted (US$),30,NA,KEN,mAb,Kenya,13820,30$(mAb),KEN $30 mAb,13908.1,13821,12467.5,15270,10078.6,18158.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),30,NA,KEN,mAb,Kenya,6057,30$(mAb),KEN $30 mAb,6097.2,6057,5473.5,6689,4433,7933.4
new data (hospital-based + HUS),total medical cost averted (million US$),30,NA,KEN,mAb,Kenya,2124000,30$(mAb),KEN $30 mAb,2.1,2.1,2,2.3,1.7,2.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),30,NA,KEN,mAb,Kenya,320,30$(mAb),KEN $30 mAb,2673.3,2690.1,2425,2994.2,2024.4,3731.7
new data (hospital-based + HUS),incremental cost (million US$),15,NA,KEN,MV,Kenya,2201000,15$(MV),KEN $15 MV,18.9,19,18.8,19.1,18.6,19.2
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),15,NA,KEN,MV,Kenya,493,15$(MV),KEN $15 MV,4215.7,4266.1,3759,4847.4,3002,6318.6
new data (hospital-based + HUS),intervention cost (million US$),15,NA,KEN,MV,Kenya,3353000,15$(MV),KEN $15 MV,20.1,20.1,20.1,20.1,20.1,20.1
new data (hospital-based + HUS),total DALY averted (US$),15,NA,KEN,MV,Kenya,10170,15$(MV),KEN $15 MV,10286.8,10169.5,8981.2,11486.8,6933,14258.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),15,NA,KEN,MV,Kenya,4442,15$(MV),KEN $15 MV,4492.7,4442,3932,5009.2,3045,6199.1
new data (hospital-based + HUS),total medical cost averted (million US$),15,NA,KEN,MV,Kenya,1152000,15$(MV),KEN $15 MV,1.2,1.1,1,1.3,0.9,1.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),15,NA,KEN,MV,Kenya,215,15$(MV),KEN $15 MV,1841.2,1863.4,1639.3,2122.2,1305.2,2775.2
new data (hospital-based + HUS),incremental cost (million US$),30,NA,ZAF,mAb,South Africa,3364000,30$(mAb),ZAF $30 mAb,23.4,23.5,22.6,24.3,20.9,25.7
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),30,NA,ZAF,mAb,South Africa,777,30$(mAb),ZAF $30 mAb,5420.4,5442.7,4829.4,6164.2,3814.2,7847.1
new data (hospital-based + HUS),intervention cost (million US$),30,NA,ZAF,mAb,South Africa,5373000,30$(mAb),ZAF $30 mAb,32.2,32.2,32.2,32.2,32.2,32.2
new data (hospital-based + HUS),total DALY averted (US$),30,NA,ZAF,mAb,South Africa,9326,30$(mAb),ZAF $30 mAb,9354.1,9326,8509,10161,7047,11854
new data (hospital-based + HUS),total DALY (disc) averted (US$),30,NA,ZAF,mAb,South Africa,4314,30$(mAb),ZAF $30 mAb,4324.4,4314,3940.5,4690,3270,5469
new data (hospital-based + HUS),total medical cost averted (million US$),30,NA,ZAF,mAb,South Africa,8736000,30$(mAb),ZAF $30 mAb,8.8,8.7,7.9,9.6,6.6,11.4
new data (hospital-based + HUS),incremental cost/DALY averted (US$),30,NA,ZAF,mAb,South Africa,359,30$(mAb),ZAF $30 mAb,2505.9,2517.7,2229.1,2854.6,1759.7,3641.3
new data (hospital-based + HUS),incremental cost (million US$),15,NA,ZAF,MV,South Africa,3737000,15$(MV),ZAF $15 MV,9.8,9.9,9,10.6,7.4,11.9
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),15,NA,ZAF,MV,South Africa,1277,15$(MV),ZAF $15 MV,3315,3368.5,2771.8,4026.5,1902.3,5610.6
new data (hospital-based + HUS),intervention cost (million US$),15,NA,ZAF,MV,South Africa,2734000,15$(MV),ZAF $15 MV,16.4,16.4,16.4,16.4,16.4,16.4
new data (hospital-based + HUS),total DALY averted (US$),15,NA,ZAF,MV,South Africa,6365,15$(MV),ZAF $15 MV,6409.7,6365,5693,7074,4532,8519.4
new data (hospital-based + HUS),total DALY (disc) averted (US$),15,NA,ZAF,MV,South Africa,2942,15$(MV),ZAF $15 MV,2962.3,2942,2640,3265,2121,3911
new data (hospital-based + HUS),total medical cost averted (million US$),15,NA,ZAF,MV,South Africa,6471000,15$(MV),ZAF $15 MV,6.6,6.5,5.8,7.3,4.5,8.9
new data (hospital-based + HUS),incremental cost/DALY averted (US$),15,NA,ZAF,MV,South Africa,590,15$(MV),ZAF $15 MV,1532,1557,1279.3,1867.2,873.3,2625.8
new data (hospital-based + HUS),incremental cost (million US$),35,NA,KEN,mAb,Kenya,4430000,35$(mAb),KEN $35 mAb,43.7,43.7,43.6,43.9,43.3,44.2
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),35,NA,KEN,mAb,Kenya,731,35$(mAb),KEN $35 mAb,7172.2,7219.7,6515.2,8016.8,5459.2,9961.8
new data (hospital-based + HUS),intervention cost (million US$),35,NA,KEN,mAb,Kenya,6554000,35$(mAb),KEN $35 mAb,45.9,45.9,45.9,45.9,45.9,45.9
new data (hospital-based + HUS),total DALY averted (US$),35,NA,KEN,mAb,Kenya,13820,35$(mAb),KEN $35 mAb,13908.1,13821,12467.5,15270,10078.6,18158.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),35,NA,KEN,mAb,Kenya,6057,35$(mAb),KEN $35 mAb,6097.2,6057,5473.5,6689,4433,7933.4
new data (hospital-based + HUS),total medical cost averted (million US$),35,NA,KEN,mAb,Kenya,2124000,35$(mAb),KEN $35 mAb,2.1,2.1,2,2.3,1.7,2.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),35,NA,KEN,mAb,Kenya,320,35$(mAb),KEN $35 mAb,3144.2,3164,2854,3519.6,2385.2,4381.5
new data (hospital-based + HUS),incremental cost (million US$),17.5,NA,KEN,MV,Kenya,2201000,17.5$(MV),KEN $17.5 MV,22.3,22.3,22.2,22.4,22,22.6
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),17.5,NA,KEN,MV,Kenya,493,17.5$(MV),KEN $17.5 MV,4961.4,5020.3,4427.8,5699.4,3542.4,7418.7
new data (hospital-based + HUS),intervention cost (million US$),17.5,NA,KEN,MV,Kenya,3353000,17.5$(MV),KEN $17.5 MV,23.4,23.4,23.4,23.4,23.4,23.4
new data (hospital-based + HUS),total DALY averted (US$),17.5,NA,KEN,MV,Kenya,10170,17.5$(MV),KEN $17.5 MV,10286.8,10169.5,8981.2,11486.8,6933,14258.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),17.5,NA,KEN,MV,Kenya,4442,17.5$(MV),KEN $17.5 MV,4492.7,4442,3932,5009.2,3045,6199.1
new data (hospital-based + HUS),total medical cost averted (million US$),17.5,NA,KEN,MV,Kenya,1152000,17.5$(MV),KEN $17.5 MV,1.2,1.1,1,1.3,0.9,1.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),17.5,NA,KEN,MV,Kenya,215,17.5$(MV),KEN $17.5 MV,2166.9,2192.8,1930.9,2495.2,1540.2,3258.4
new data (hospital-based + HUS),incremental cost (million US$),35,NA,ZAF,mAb,South Africa,3364000,35$(mAb),ZAF $35 mAb,28.8,28.9,28,29.7,26.2,31
