source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,price,source_num,country_iso,intervention,country_plot,vec,price_interv,orig_burden_round
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,35928.3,26669.9,16077.9,44585.1,6102.2,121094.7,60,0.2,ZAF,mAb,South Africa,26670,60$ (mAb),26.7
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,77620.5,58376.4,35545.6,96871.2,13518.9,254000.3,60,0.2,ZAF,mAb,South Africa,58380,60$ (mAb),58.4
new data (hospital-based + HUS),incremental cost/DALY averted,2719.4,2691.4,2512.7,2904.8,2223.5,3361,60,2,ZAF,mAb,South Africa,2691,60$ (mAb),2.7
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,5901.6,5840.3,5459.4,6304,4837.6,7279.1,60,2,ZAF,mAb,South Africa,5840,60$ (mAb),5.8
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,5604.3,3808.9,2038.8,7026.2,493.1,21241.3,3,0.2,ZAF,MV,South Africa,3809,3$ (MV),3.8
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,12132.7,8353.9,4486.4,15322.9,1092.2,45698.2,3,0.2,ZAF,MV,South Africa,8354,3$ (MV),8.4
new data (hospital-based + HUS),incremental cost/DALY averted,-727.1,-598.4,-836.1,-434.6,-2232.4,-220.7,3,2,ZAF,MV,South Africa,-598,3$ (MV),-0.6
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,-1720.9,-1291,-1787.5,-942.9,-4530.5,-487.9,3,2,ZAF,MV,South Africa,-1291,3$ (MV),-1.3
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,21245.4,14860.2,8475.5,26573.9,2769,75466.2,10,0.2,ZAF,MV,South Africa,14860,10$ (MV),14.9
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,46009.1,32633,18713.8,58037.1,6146,162606.5,10,0.2,ZAF,MV,South Africa,32630,10$ (MV),32.6
new data (hospital-based + HUS),incremental cost/DALY averted,1004.7,825.7,620.4,1132.8,345.4,2796.5,10,2,ZAF,MV,South Africa,826,10$ (MV),0.8
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,2213.7,1779.1,1344.5,2424.2,759.6,5745,10,2,ZAF,MV,South Africa,1779,10$ (MV),1.8
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,65934.3,46232,26888.6,82287.1,9130.9,230225.9,30,0.2,ZAF,MV,South Africa,46230,30$ (MV),46.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,142798.8,101526,59252,179172.3,20203.3,495258.6,30,0.2,ZAF,MV,South Africa,101500,30$ (MV),101.5
new data (hospital-based + HUS),incremental cost/DALY averted,5952.6,4876.1,3908.6,6580,2753,16397.1,30,2,ZAF,MV,South Africa,4876,30$ (MV),4.9
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,13455.4,10524.1,8497.9,14068,6036.7,33521.4,30,2,ZAF,MV,South Africa,10520,30$ (MV),10.5
