source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,norm_mean,norm_median,norm_CI50_low,norm_CI50_high,norm_CI95_low,norm_CI95_high,price,source_num,country_iso,intervention,plot_variable,country_plot,burden_interv,vartype,vec,orig_burden_round
new data (hospital-based + HUS),non_hosp_YLD,1672,1663,1601,1732,1501,1900,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,YLD non-hospitalised cases,South Africa,burden,non_hosp_YLD,NA,NA
new data (hospital-based + HUS),non_hosp_YLD_averted,287,281,245,321,183,434,0.171,0.17,0.15,0.19,0.114,0.238,5,NA,ZAF,mAb,YLD non-hospitalised cases,South Africa,averted burden,non_hosp_YLD,1656,1656
new data (hospital-based + HUS),total_DALY,39304,39268,38359,40232,36676,42110,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,total DALY,South Africa,burden,total_DALY,NA,NA
new data (hospital-based + HUS),total_DALY_averted,11942,11957,9269,14956,3619,19312,0.304,0.305,0.235,0.381,0.091,0.491,5,NA,ZAF,mAb,total DALY,South Africa,averted burden,total_DALY,39210,"39,210"
new data (hospital-based + HUS),total_YLD,2334,2326,2254,2405,2133,2584,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,total YLD,South Africa,burden,total_YLD,NA,NA
new data (hospital-based + HUS),total_YLD_averted,361,359,307,410,213,530,0.154,0.154,0.133,0.175,0.094,0.215,5,NA,ZAF,mAb,total YLD,South Africa,averted burden,total_YLD,2329,2329
new data (hospital-based + HUS),total_YLL,36970,36935,36046,37893,34336,39790,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,total YLL,South Africa,burden,total_YLL,NA,NA
new data (hospital-based + HUS),total_YLL_averted,11580,11587,8924,14550,3372,18816,0.313,0.315,0.241,0.393,0.09,0.51,5,NA,ZAF,mAb,total YLL,South Africa,averted burden,total_YLL,36830,"36,830"
new data (hospital-based + HUS),hosp_med_att_YLD,662,661,639,683,602,734,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,YLD medically attended cases,South Africa,burden,hosp_med_att_YLD,NA,NA
new data (hospital-based + HUS),hosp_med_att_YLD_averted,126,125,109,141,82,182,0.19,0.189,0.169,0.21,0.129,0.257,2.5,NA,ZAF,MV,YLD medically attended cases,South Africa,averted burden,hosp_med_att_YLD,660,660
new data (hospital-based + HUS),hosp_YLD,269,268,256,281,231,308,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,YLD hospitalised cases,South Africa,burden,hosp_YLD,NA,NA
new data (hospital-based + HUS),hosp_YLD_averted,86,86,74,98,50,120,0.318,0.324,0.283,0.358,0.194,0.416,2.5,NA,ZAF,MV,YLD hospitalised cases,South Africa,averted burden,hosp_YLD,266,266
new data (hospital-based + HUS),non_hosp_YLD,1672,1663,1601,1732,1501,1900,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,YLD non-hospitalised cases,South Africa,burden,non_hosp_YLD,NA,NA
new data (hospital-based + HUS),non_hosp_YLD_averted,237,226,195,265,144,384,0.141,0.137,0.12,0.157,0.09,0.212,2.5,NA,ZAF,MV,YLD non-hospitalised cases,South Africa,averted burden,non_hosp_YLD,1646,1646
new data (hospital-based + HUS),total_DALY,39304,39268,38359,40232,36676,42110,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,total DALY,South Africa,burden,total_DALY,NA,NA
new data (hospital-based + HUS),total_DALY_averted,14628,15469,13728,16356,8643,17896,0.372,0.398,0.358,0.413,0.225,0.438,2.5,NA,ZAF,MV,total DALY,South Africa,averted burden,total_DALY,38870,"38,870"
new data (hospital-based + HUS),total_YLD,2334,2326,2254,2405,2133,2584,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,total YLD,South Africa,burden,total_YLD,NA,NA
new data (hospital-based + HUS),total_YLD_averted,323,314,275,359,209,475,0.138,0.136,0.12,0.153,0.092,0.194,2.5,NA,ZAF,MV,total YLD,South Africa,averted burden,total_YLD,2308,2308
new data (hospital-based + HUS),total_YLL,36970,36935,36046,37893,34336,39790,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,total YLL,South Africa,burden,total_YLL,NA,NA
new data (hospital-based + HUS),total_YLL_averted,14306,15144,13412,16025,8319,17590,0.387,0.414,0.372,0.431,0.23,0.456,2.5,NA,ZAF,MV,total YLL,South Africa,averted burden,total_YLL,36540,"36,540"
new data (hospital-based + HUS),hosp_cases,27407,27400,27017,27805,26244,28583,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,hospitalised cases,Kenya,burden,hosp_cases,NA,NA
new data (hospital-based + HUS),hosp_cases_averted,5923,6024,4508,7461,1598,9584,0.216,0.22,0.165,0.273,0.058,0.35,5,NA,KEN,mAb,hospitalised cases,Kenya,averted burden,hosp_cases,27420,"27,420"
new data (hospital-based + HUS),hosp_SARI,27407,27400,27017,27805,26244,28583,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,hospitalised SARI,Kenya,burden,hosp_SARI,NA,NA
new data (hospital-based + HUS),non_hosp_cases,2382138,2382292,2363610,2400570,2328838,2435475,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,non-hospitalised cases,Kenya,burden,non_hosp_cases,NA,NA
new data (hospital-based + HUS),non_hosp_cases_averted,206774,207000,197750,215978,179837,232318,0.087,0.087,0.083,0.091,0.076,0.097,5,NA,KEN,mAb,non-hospitalised cases,Kenya,averted burden,non_hosp_cases,2382000,"2,382,000"
new data (hospital-based + HUS),non_hosp_SARI,84529,84508,83266,85773,81046,88095,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,non-hospitalised SARI,Kenya,burden,non_hosp_SARI,NA,NA
new data (hospital-based + HUS),rsv_deaths,1431,1430,1386,1475,1303,1563,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,deaths,Kenya,burden,rsv_deaths,NA,NA
new data (hospital-based + HUS),rsv_deaths_averted,261,264,197,329,66,434,0.182,0.185,0.139,0.229,0.047,0.298,5,NA,KEN,mAb,deaths,Kenya,averted burden,rsv_deaths,1428,1428
new data (hospital-based + HUS),hosp_cases,27407,27400,27017,27805,26244,28583,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,hospitalised cases,Kenya,burden,hosp_cases,NA,NA
new data (hospital-based + HUS),hosp_cases_averted,7384,7601,6707,8257,4701,9074,0.269,0.278,0.245,0.302,0.173,0.325,2.5,NA,KEN,MV,hospitalised cases,Kenya,averted burden,hosp_cases,27320,"27,320"
new data (hospital-based + HUS),hosp_SARI,27407,27400,27017,27805,26244,28583,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,hospitalised SARI,Kenya,burden,hosp_SARI,NA,NA
new data (hospital-based + HUS),non_hosp_cases,2382138,2382292,2363610,2400570,2328838,2435475,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,non-hospitalised cases,Kenya,burden,non_hosp_cases,NA,NA
new data (hospital-based + HUS),non_hosp_cases_averted,76702,79777,68822,86784,45358,94580,0.032,0.033,0.029,0.036,0.019,0.04,2.5,NA,KEN,MV,non-hospitalised cases,Kenya,averted burden,non_hosp_cases,2382000,"2,382,000"
new data (hospital-based + HUS),non_hosp_SARI,84529,84508,83266,85773,81046,88095,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,non-hospitalised SARI,Kenya,burden,non_hosp_SARI,NA,NA
new data (hospital-based + HUS),rsv_deaths,1431,1430,1386,1475,1303,1563,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,deaths,Kenya,burden,rsv_deaths,NA,NA
new data (hospital-based + HUS),rsv_deaths_averted,348,362,314,398,186,456,0.243,0.256,0.224,0.275,0.133,0.306,2.5,NA,KEN,MV,deaths,Kenya,averted burden,rsv_deaths,1413,1413
new data (hospital-based + HUS),hosp_cases,41668,41648,40698,42617,39018,44541,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,hospitalised cases,South Africa,burden,hosp_cases,NA,NA
new data (hospital-based + HUS),hosp_cases_averted,11521,11583,8879,14369,3310,18743,0.276,0.277,0.214,0.346,0.08,0.449,5,NA,ZAF,mAb,hospitalised cases,South Africa,averted burden,hosp_cases,41820,"41,820"
new data (hospital-based + HUS),hosp_SARI,41668,41648,40698,42617,39018,44541,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,hospitalised SARI,South Africa,burden,hosp_SARI,NA,NA
new data (hospital-based + HUS),non_hosp_cases,1121971,1116800,1084516,1153308,1028923,1242489,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,non-hospitalised cases,South Africa,burden,non_hosp_cases,NA,NA
new data (hospital-based + HUS),non_hosp_cases_averted,187985,183158,166760,202520,139785,268282,0.167,0.164,0.151,0.179,0.129,0.22,5,NA,ZAF,mAb,non-hospitalised cases,South Africa,averted burden,non_hosp_cases,1115000,"1,115,000"
new data (hospital-based + HUS),non_hosp_SARI,49382,49360,47680,51093,44475,54473,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,non-hospitalised SARI,South Africa,burden,non_hosp_SARI,NA,NA
new data (hospital-based + HUS),rsv_deaths,590,589,575,604,548,635,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,deaths,South Africa,burden,rsv_deaths,NA,NA
new data (hospital-based + HUS),rsv_deaths_averted,185,185,143,232,54,300,0.313,0.315,0.241,0.394,0.089,0.51,5,NA,ZAF,mAb,deaths,South Africa,averted burden,rsv_deaths,587,587
new data (hospital-based + HUS),hosp_cases,41668,41648,40698,42617,39018,44541,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,hospitalised cases,South Africa,burden,hosp_cases,NA,NA
new data (hospital-based + HUS),hosp_cases_averted,13317,13624,12024,14888,8444,16672,0.319,0.329,0.289,0.357,0.204,0.389,2.5,NA,ZAF,MV,hospitalised cases,South Africa,averted burden,hosp_cases,41420,"41,420"
new data (hospital-based + HUS),hosp_SARI,41668,41648,40698,42617,39018,44541,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,hospitalised SARI,South Africa,burden,hosp_SARI,NA,NA
new data (hospital-based + HUS),non_hosp_cases,1121971,1116800,1084516,1153308,1028923,1242489,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,non-hospitalised cases,South Africa,burden,non_hosp_cases,NA,NA
new data (hospital-based + HUS),non_hosp_cases_averted,124389,120085,100486,142620,59735,218676,0.11,0.108,0.091,0.126,0.054,0.181,2.5,NA,ZAF,MV,non-hospitalised cases,South Africa,averted burden,non_hosp_cases,1110000,"1,110,000"
new data (hospital-based + HUS),non_hosp_SARI,49382,49360,47680,51093,44475,54473,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,non-hospitalised SARI,South Africa,burden,non_hosp_SARI,NA,NA
new data (hospital-based + HUS),rsv_deaths,590,589,575,604,548,635,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,deaths,South Africa,burden,rsv_deaths,NA,NA
new data (hospital-based + HUS),rsv_deaths_averted,229,242,214,256,133,281,0.388,0.415,0.373,0.431,0.23,0.457,2.5,NA,ZAF,MV,deaths,South Africa,averted burden,rsv_deaths,583,583
new data (hospital-based + HUS),admin_cost,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,admin. costs (US$),Kenya,burden,admin_cost,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp,7153503,7135620,6850914,7438499,6337541,8068339,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,hospitalisation costs (US$),Kenya,burden,cost_rsv_hosp,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp_averted,1545767,1562636,1181056,1954562,413476,2533116,0.216,0.22,0.165,0.273,0.058,0.35,5,NA,KEN,mAb,hospitalisation costs (US$),Kenya,averted burden,cost_rsv_hosp,7113000,"7,113,000"
new data (hospital-based + HUS),cost_rsv_outpatient,23738550,23745988,23481224,23994865,22990861,24478505,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,outpatient costs (US$),Kenya,burden,cost_rsv_outpatient,NA,NA
new data (hospital-based + HUS),cost_rsv_outpatient_averted,1754607,1752590,1664352,1846204,1485666,2023674,0.074,0.074,0.07,0.078,0.063,0.085,5,NA,KEN,mAb,outpatient costs (US$),Kenya,averted burden,cost_rsv_outpatient,23720000,"23,720,000"
new data (hospital-based + HUS),total_medical_cost,30892053,30883536,30491005,31281409,29786764,32047228,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,total medical cost (US$),Kenya,burden,total_medical_cost,NA,NA
new data (hospital-based + HUS),total_medical_cost_averted,3300374,3322532,2913972,3720481,2131720,4328780,0.107,0.108,0.094,0.12,0.069,0.139,5,NA,KEN,mAb,total medical cost (US$),Kenya,averted burden,total_medical_cost,30860000,"30,860,000"
new data (hospital-based + HUS),admin_cost,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,admin. costs (US$),Kenya,burden,admin_cost,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp,7153503,7135620,6850914,7438499,6337541,8068339,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,hospitalisation costs (US$),Kenya,burden,cost_rsv_hosp,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp_averted,1927402,1965817,1725855,2159426,1199627,2463893,0.269,0.278,0.245,0.302,0.173,0.325,2.5,NA,KEN,MV,hospitalisation costs (US$),Kenya,averted burden,cost_rsv_hosp,7066000,"7,066,000"
new data (hospital-based + HUS),cost_rsv_outpatient,23738550,23745988,23481224,23994865,22990861,24478505,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,outpatient costs (US$),Kenya,burden,cost_rsv_outpatient,NA,NA
new data (hospital-based + HUS),cost_rsv_outpatient_averted,538199,555173,483182,606956,317910,688910,0.023,0.023,0.02,0.026,0.013,0.029,2.5,NA,KEN,MV,outpatient costs (US$),Kenya,averted burden,cost_rsv_outpatient,23750000,"23,750,000"
new data (hospital-based + HUS),total_medical_cost,30892053,30883536,30491005,31281409,29786764,32047228,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,total medical cost (US$),Kenya,burden,total_medical_cost,NA,NA
new data (hospital-based + HUS),total_medical_cost_averted,2465602,2504850,2252995,2707832,1722966,3024818,0.08,0.081,0.073,0.087,0.056,0.096,2.5,NA,KEN,MV,total medical cost (US$),Kenya,averted burden,total_medical_cost,30810000,"30,810,000"
new data (hospital-based + HUS),admin_cost,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,admin. costs (US$),South Africa,burden,admin_cost,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp,34683521,34606168,33376173,35914941,31167725,38675828,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,hospitalisation costs (US$),South Africa,burden,cost_rsv_hosp,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp_averted,10213340,10236125,7622959,12926540,2382890,17187961,0.294,0.296,0.223,0.371,0.071,0.482,5,NA,ZAF,mAb,hospitalisation costs (US$),South Africa,averted burden,cost_rsv_hosp,34590000,"34,590,000"
new data (hospital-based + HUS),cost_rsv_outpatient,9201370,9149205,8830797,9511308,8295521,10436384,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,outpatient costs (US$),South Africa,burden,cost_rsv_outpatient,NA,NA
new data (hospital-based + HUS),cost_rsv_outpatient_averted,1395237,1333760,1188424,1526726,960388,2277738,0.151,0.147,0.133,0.164,0.109,0.219,5,NA,ZAF,mAb,outpatient costs (US$),South Africa,averted burden,cost_rsv_outpatient,9093000,"9,093,000"
new data (hospital-based + HUS),total_medical_cost,43884891,43802171,42481800,45170550,40223100,47890508,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,total medical cost (US$),South Africa,burden,total_medical_cost,NA,NA
new data (hospital-based + HUS),total_medical_cost_averted,11608577,11671342,9023614,14376462,3860354,18579612,0.264,0.266,0.208,0.325,0.089,0.415,5,NA,ZAF,mAb,total medical cost (US$),South Africa,averted burden,total_medical_cost,43890000,"43,890,000"
new data (hospital-based + HUS),admin_cost,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,admin. costs (US$),South Africa,burden,admin_cost,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp,34683521,34606168,33376173,35914941,31167725,38675828,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,hospitalisation costs (US$),South Africa,burden,cost_rsv_hosp,NA,NA
new data (hospital-based + HUS),cost_rsv_hosp_averted,13088953,13229878,11586991,14714056,8111114,17316388,0.377,0.387,0.34,0.421,0.238,0.47,2.5,NA,ZAF,MV,hospitalisation costs (US$),South Africa,averted burden,cost_rsv_hosp,34210000,"34,210,000"
new data (hospital-based + HUS),cost_rsv_outpatient,9201370,9149205,8830797,9511308,8295521,10436384,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,outpatient costs (US$),South Africa,burden,cost_rsv_outpatient,NA,NA
new data (hospital-based + HUS),cost_rsv_outpatient_averted,888197,823365,660308,1030024,380584,1807306,0.095,0.091,0.074,0.111,0.043,0.181,2.5,NA,ZAF,MV,outpatient costs (US$),South Africa,averted burden,cost_rsv_outpatient,9057000,"9,057,000"
new data (hospital-based + HUS),total_medical_cost,43884891,43802171,42481800,45170550,40223100,47890508,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,total medical cost (US$),South Africa,burden,total_medical_cost,NA,NA
new data (hospital-based + HUS),total_medical_cost_averted,13977150,14122458,12433792,15646027,8886919,18295809,0.318,0.325,0.288,0.353,0.207,0.395,2.5,NA,ZAF,MV,total medical cost (US$),South Africa,averted burden,total_medical_cost,43470000,"43,470,000"
