source,variable,price,source_num,country_iso,intervention,country_plot,vec,price_interv,cnt_int,mean,median,CI50_low,CI50_high,CI95_low,CI95_high
new data (hospital-based + HUS),total medical cost averted (million US$),10,NA,KEN,MV,Kenya,2505000,10$(MV),KEN $10 MV,2.5,2.5,2.2,2.7,1.7,3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),10,NA,KEN,MV,Kenya,36,10$(MV),KEN $10 MV,465.8,447.5,399.5,527.9,339,921.8
new data (hospital-based + HUS),incremental cost (million US$),20,NA,ZAF,mAb,South Africa,6299000,20$(mAb),ZAF $20 mAb,9.9,9.8,7.1,12.5,2.9,17.6
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),20,NA,ZAF,mAb,South Africa,1104,20$(mAb),ZAF $20 mAb,1776.3,1762.5,1023.6,2869.6,324.9,10040.5
new data (hospital-based + HUS),intervention cost (million US$),20,NA,ZAF,mAb,South Africa,5373000,20$(mAb),ZAF $20 mAb,21.5,21.5,21.5,21.5,21.5,21.5
new data (hospital-based + HUS),total DALY averted (US$),20,NA,ZAF,mAb,South Africa,11960,20$(mAb),ZAF $20 mAb,11941.5,11957,9269,14956.2,3618.8,19312.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),20,NA,ZAF,mAb,South Africa,5566,20$(mAb),ZAF $20 mAb,5556.6,5566,4342,6936,1754.9,8926.1
new data (hospital-based + HUS),total medical cost averted (million US$),20,NA,ZAF,mAb,South Africa,11670000,20$(mAb),ZAF $20 mAb,11.6,11.7,9,14.4,3.9,18.6
new data (hospital-based + HUS),incremental cost/DALY averted (US$),20,NA,ZAF,mAb,South Africa,514,20$(mAb),ZAF $20 mAb,826.5,820.4,474.7,1344.3,150.2,4869
new data (hospital-based + HUS),incremental cost (million US$),10,NA,ZAF,MV,South Africa,11390000,10$(MV),ZAF $10 MV,-3.1,-3.2,-4.7,-1.5,-7.4,2
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),10,NA,ZAF,MV,South Africa,1651,10$(MV),ZAF $10 MV,-453.7,-449.4,-628.4,-238.2,-898.1,500.2
new data (hospital-based + HUS),intervention cost (million US$),10,NA,ZAF,MV,South Africa,2734000,10$(MV),ZAF $10 MV,10.9,10.9,10.9,10.9,10.9,10.9
new data (hospital-based + HUS),total DALY averted (US$),10,NA,ZAF,MV,South Africa,15470,10$(MV),ZAF $10 MV,14628.1,15469,13727.5,16356,8642.5,17896
new data (hospital-based + HUS),total DALY (disc) averted (US$),10,NA,ZAF,MV,South Africa,7120,10$(MV),ZAF $10 MV,6744.1,7120,6338.5,7526.5,4058.8,8217.1
new data (hospital-based + HUS),total medical cost averted (million US$),10,NA,ZAF,MV,South Africa,14120000,10$(MV),ZAF $10 MV,14,14.1,12.4,15.7,8.9,18.3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),10,NA,ZAF,MV,South Africa,761,10$(MV),ZAF $10 MV,-209.2,-206.9,-289.2,-110,-412.4,234.9
new data (hospital-based + HUS),incremental cost (million US$),25,NA,KEN,mAb,Kenya,3232000,25$(mAb),KEN $25 mAb,29.4,29.4,29,29.8,28.4,30.6
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),25,NA,KEN,mAb,Kenya,408,25$(mAb),KEN $25 mAb,3780.9,3731.9,2967.1,5026.3,2216.3,14638
new data (hospital-based + HUS),intervention cost (million US$),25,NA,KEN,mAb,Kenya,6554000,25$(mAb),KEN $25 mAb,32.8,32.8,32.8,32.8,32.8,32.8
new data (hospital-based + HUS),total DALY averted (US$),25,NA,KEN,mAb,Kenya,17920,25$(mAb),KEN $25 mAb,17699,17915,13434.5,22259.5,4618.8,29310.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),25,NA,KEN,mAb,Kenya,7886,25$(mAb),KEN $25 mAb,7789.1,7886,5936.8,9784,2091.8,12823.3
new data (hospital-based + HUS),total medical cost averted (million US$),25,NA,KEN,mAb,Kenya,3323000,25$(mAb),KEN $25 mAb,3.3,3.3,2.9,3.7,2.1,4.3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),25,NA,KEN,mAb,Kenya,180,25$(mAb),KEN $25 mAb,1663.9,1642.8,1304.2,2221.1,969.6,6629.4
new data (hospital-based + HUS),incremental cost (million US$),12.5,NA,KEN,MV,Kenya,847800,12.5$(MV),KEN $12.5 MV,14.3,14.2,14,14.5,13.7,15
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),12.5,NA,KEN,MV,Kenya,83,12.5$(MV),KEN $12.5 MV,1395.1,1341.8,1204.9,1573.2,1030.7,2675.4
new data (hospital-based + HUS),intervention cost (million US$),12.5,NA,KEN,MV,Kenya,3353000,12.5$(MV),KEN $12.5 MV,16.8,16.8,16.8,16.8,16.8,16.8
new data (hospital-based + HUS),total DALY averted (US$),12.5,NA,KEN,MV,Kenya,24360,12.5$(MV),KEN $12.5 MV,23462.7,24356,21122,26759.5,12670.5,30623.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),12.5,NA,KEN,MV,Kenya,10620,12.5$(MV),KEN $12.5 MV,10236.1,10620,9217,11652.5,5617.9,13321.4
new data (hospital-based + HUS),total medical cost averted (million US$),12.5,NA,KEN,MV,Kenya,2505000,12.5$(MV),KEN $12.5 MV,2.5,2.5,2.2,2.7,1.7,3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),12.5,NA,KEN,MV,Kenya,36,12.5$(MV),KEN $12.5 MV,608.6,585.1,524.7,686.5,448.4,1186.2
new data (hospital-based + HUS),incremental cost (million US$),25,NA,ZAF,mAb,South Africa,6299000,25$(mAb),ZAF $25 mAb,15.2,15.2,12.5,17.8,8.3,23
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),25,NA,ZAF,mAb,South Africa,1104,25$(mAb),ZAF $25 mAb,2742.7,2727.3,1797.9,4106.4,926.5,13100.5
new data (hospital-based + HUS),intervention cost (million US$),25,NA,ZAF,mAb,South Africa,5373000,25$(mAb),ZAF $25 mAb,26.9,26.9,26.9,26.9,26.9,26.9
new data (hospital-based + HUS),total DALY averted (US$),25,NA,ZAF,mAb,South Africa,11960,25$(mAb),ZAF $25 mAb,11941.5,11957,9269,14956.2,3618.8,19312.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),25,NA,ZAF,mAb,South Africa,5566,25$(mAb),ZAF $25 mAb,5556.6,5566,4342,6936,1754.9,8926.1
new data (hospital-based + HUS),total medical cost averted (million US$),25,NA,ZAF,mAb,South Africa,11670000,25$(mAb),ZAF $25 mAb,11.6,11.7,9,14.4,3.9,18.6
new data (hospital-based + HUS),incremental cost/DALY averted (US$),25,NA,ZAF,mAb,South Africa,514,25$(mAb),ZAF $25 mAb,1276.2,1269.5,833.8,1923.6,428.2,6352.8
new data (hospital-based + HUS),incremental cost (million US$),12.5,NA,ZAF,MV,South Africa,11390000,12.5$(MV),ZAF $12.5 MV,-0.3,-0.5,-2,1.2,-4.7,4.8
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),12.5,NA,ZAF,MV,South Africa,1651,12.5$(MV),ZAF $12.5 MV,-48.9,-66,-265.7,192.5,-565.9,1172.8
new data (hospital-based + HUS),intervention cost (million US$),12.5,NA,ZAF,MV,South Africa,2734000,12.5$(MV),ZAF $12.5 MV,13.7,13.7,13.7,13.7,13.7,13.7
new data (hospital-based + HUS),total DALY averted (US$),12.5,NA,ZAF,MV,South Africa,15470,12.5$(MV),ZAF $12.5 MV,14628.1,15469,13727.5,16356,8642.5,17896
new data (hospital-based + HUS),total DALY (disc) averted (US$),12.5,NA,ZAF,MV,South Africa,7120,12.5$(MV),ZAF $12.5 MV,6744.1,7120,6338.5,7526.5,4058.8,8217.1
new data (hospital-based + HUS),total medical cost averted (million US$),12.5,NA,ZAF,MV,South Africa,14120000,12.5$(MV),ZAF $12.5 MV,14,14.1,12.4,15.7,8.9,18.3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),12.5,NA,ZAF,MV,South Africa,761,12.5$(MV),ZAF $12.5 MV,-22.6,-30.4,-122.3,88.9,-259.8,550.8
new data (hospital-based + HUS),incremental cost (million US$),30,NA,KEN,mAb,Kenya,3232000,30$(mAb),KEN $30 mAb,36,36,35.6,36.4,35,37.2
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),30,NA,KEN,mAb,Kenya,408,30$(mAb),KEN $30 mAb,4621.8,4562.5,3636.5,6129.6,2727.1,17769.2
new data (hospital-based + HUS),intervention cost (million US$),30,NA,KEN,mAb,Kenya,6554000,30$(mAb),KEN $30 mAb,39.3,39.3,39.3,39.3,39.3,39.3
new data (hospital-based + HUS),total DALY averted (US$),30,NA,KEN,mAb,Kenya,17920,30$(mAb),KEN $30 mAb,17699,17915,13434.5,22259.5,4618.8,29310.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),30,NA,KEN,mAb,Kenya,7886,30$(mAb),KEN $30 mAb,7789.1,7886,5936.8,9784,2091.8,12823.3
new data (hospital-based + HUS),total medical cost averted (million US$),30,NA,KEN,mAb,Kenya,3323000,30$(mAb),KEN $30 mAb,3.3,3.3,2.9,3.7,2.1,4.3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),30,NA,KEN,mAb,Kenya,180,30$(mAb),KEN $30 mAb,2034,2008.4,1598.4,2708.7,1193.1,8047.5
new data (hospital-based + HUS),incremental cost (million US$),15,NA,KEN,MV,Kenya,847800,15$(MV),KEN $15 MV,17.6,17.6,17.4,17.9,17.1,18.4
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),15,NA,KEN,MV,Kenya,83,15$(MV),KEN $15 MV,1722.3,1657.3,1492.4,1936.6,1282.2,3271.7
new data (hospital-based + HUS),intervention cost (million US$),15,NA,KEN,MV,Kenya,3353000,15$(MV),KEN $15 MV,20.1,20.1,20.1,20.1,20.1,20.1
new data (hospital-based + HUS),total DALY averted (US$),15,NA,KEN,MV,Kenya,24360,15$(MV),KEN $15 MV,23462.7,24356,21122,26759.5,12670.5,30623.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),15,NA,KEN,MV,Kenya,10620,15$(MV),KEN $15 MV,10236.1,10620,9217,11652.5,5617.9,13321.4
new data (hospital-based + HUS),total medical cost averted (million US$),15,NA,KEN,MV,Kenya,2505000,15$(MV),KEN $15 MV,2.5,2.5,2.2,2.7,1.7,3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),15,NA,KEN,MV,Kenya,36,15$(MV),KEN $15 MV,751.4,722.6,649.9,845.1,557.7,1450.6
new data (hospital-based + HUS),incremental cost (million US$),30,NA,ZAF,mAb,South Africa,6299000,30$(mAb),ZAF $30 mAb,20.6,20.5,17.8,23.2,13.6,28.4
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),30,NA,ZAF,mAb,South Africa,1104,30$(mAb),ZAF $30 mAb,3709.1,3692.1,2572.1,5343.2,1528.1,16160.5
new data (hospital-based + HUS),intervention cost (million US$),30,NA,ZAF,mAb,South Africa,5373000,30$(mAb),ZAF $30 mAb,32.2,32.2,32.2,32.2,32.2,32.2
new data (hospital-based + HUS),total DALY averted (US$),30,NA,ZAF,mAb,South Africa,11960,30$(mAb),ZAF $30 mAb,11941.5,11957,9269,14956.2,3618.8,19312.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),30,NA,ZAF,mAb,South Africa,5566,30$(mAb),ZAF $30 mAb,5556.6,5566,4342,6936,1754.9,8926.1
new data (hospital-based + HUS),total medical cost averted (million US$),30,NA,ZAF,mAb,South Africa,11670000,30$(mAb),ZAF $30 mAb,11.6,11.7,9,14.4,3.9,18.6
new data (hospital-based + HUS),incremental cost/DALY averted (US$),30,NA,ZAF,mAb,South Africa,514,30$(mAb),ZAF $30 mAb,1725.9,1718.7,1192.8,2503,706.3,7836.7
new data (hospital-based + HUS),incremental cost (million US$),15,NA,ZAF,MV,South Africa,11390000,15$(MV),ZAF $15 MV,2.4,2.3,0.7,3.9,-1.9,7.5
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),15,NA,ZAF,MV,South Africa,1651,15$(MV),ZAF $15 MV,355.9,317.4,97,623.2,-233.7,1845.4
new data (hospital-based + HUS),intervention cost (million US$),15,NA,ZAF,MV,South Africa,2734000,15$(MV),ZAF $15 MV,16.4,16.4,16.4,16.4,16.4,16.4
new data (hospital-based + HUS),total DALY averted (US$),15,NA,ZAF,MV,South Africa,15470,15$(MV),ZAF $15 MV,14628.1,15469,13727.5,16356,8642.5,17896
new data (hospital-based + HUS),total DALY (disc) averted (US$),15,NA,ZAF,MV,South Africa,7120,15$(MV),ZAF $15 MV,6744.1,7120,6338.5,7526.5,4058.8,8217.1
new data (hospital-based + HUS),total medical cost averted (million US$),15,NA,ZAF,MV,South Africa,14120000,15$(MV),ZAF $15 MV,14,14.1,12.4,15.7,8.9,18.3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),15,NA,ZAF,MV,South Africa,761,15$(MV),ZAF $15 MV,164.1,146.1,44.6,287.7,-107.3,866.6
new data (hospital-based + HUS),incremental cost (million US$),35,NA,KEN,mAb,Kenya,3232000,35$(mAb),KEN $35 mAb,42.6,42.5,42.1,42.9,41.5,43.7
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),35,NA,KEN,mAb,Kenya,408,35$(mAb),KEN $35 mAb,5462.7,5393.1,4306,7232.9,3237.9,20900.5
new data (hospital-based + HUS),intervention cost (million US$),35,NA,KEN,mAb,Kenya,6554000,35$(mAb),KEN $35 mAb,45.9,45.9,45.9,45.9,45.9,45.9
new data (hospital-based + HUS),total DALY averted (US$),35,NA,KEN,mAb,Kenya,17920,35$(mAb),KEN $35 mAb,17699,17915,13434.5,22259.5,4618.8,29310.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),35,NA,KEN,mAb,Kenya,7886,35$(mAb),KEN $35 mAb,7789.1,7886,5936.8,9784,2091.8,12823.3
new data (hospital-based + HUS),total medical cost averted (million US$),35,NA,KEN,mAb,Kenya,3323000,35$(mAb),KEN $35 mAb,3.3,3.3,2.9,3.7,2.1,4.3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),35,NA,KEN,mAb,Kenya,180,35$(mAb),KEN $35 mAb,2404.1,2374,1892.7,3196.2,1416.6,9465.7
new data (hospital-based + HUS),incremental cost (million US$),17.5,NA,KEN,MV,Kenya,847800,17.5$(MV),KEN $17.5 MV,21,21,20.7,21.2,20.4,21.7
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),17.5,NA,KEN,MV,Kenya,83,17.5$(MV),KEN $17.5 MV,2049.6,1972.7,1779.9,2300.1,1533.6,3868
new data (hospital-based + HUS),intervention cost (million US$),17.5,NA,KEN,MV,Kenya,3353000,17.5$(MV),KEN $17.5 MV,23.4,23.4,23.4,23.4,23.4,23.4
new data (hospital-based + HUS),total DALY averted (US$),17.5,NA,KEN,MV,Kenya,24360,17.5$(MV),KEN $17.5 MV,23462.7,24356,21122,26759.5,12670.5,30623.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),17.5,NA,KEN,MV,Kenya,10620,17.5$(MV),KEN $17.5 MV,10236.1,10620,9217,11652.5,5617.9,13321.4
new data (hospital-based + HUS),total medical cost averted (million US$),17.5,NA,KEN,MV,Kenya,2505000,17.5$(MV),KEN $17.5 MV,2.5,2.5,2.2,2.7,1.7,3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),17.5,NA,KEN,MV,Kenya,36,17.5$(MV),KEN $17.5 MV,894.2,860.2,775.1,1003.7,667.1,1715
