source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,price,source_num,country_iso,intervention,country_plot,vec,price_interv,cnt_int
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),1183.06,1181.29,1130.51,1232.76,1043.43,1332.43,30,2,KEN,MV,Kenya,1181,30$ (MV),"KEN
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),40.23,40.23,40.23,40.23,40.23,40.23,30,2,KEN,MV,Kenya,40230000,30$ (MV),"KEN
$30
MV"
new data (hospital-based + HUS),incremental cost (million US$),-10.84,-10.78,-11.63,-10,-13.45,-8.6,6,2,ZAF,mAb,South Africa,10780000,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),-1302.7,-1294.6,-1405.16,-1192.21,-1640.22,-1018.53,6,2,ZAF,mAb,South Africa,1295,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),intervention cost (million US$),6.45,6.45,6.45,6.45,6.45,6.45,6,2,ZAF,mAb,South Africa,6447000,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),incremental cost (million US$),4.2,4.26,3.41,5.04,1.6,6.44,20,2,ZAF,mAb,South Africa,4264000,20$ (mAb),"ZAF
$20
mAb"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),505.41,510.35,407.15,607.56,189.21,789.7,20,2,ZAF,mAb,South Africa,510,20$ (mAb),"ZAF
$20
mAb"
new data (hospital-based + HUS),intervention cost (million US$),21.49,21.49,21.49,21.49,21.49,21.49,20,2,ZAF,mAb,South Africa,21490000,20$ (mAb),"ZAF
$20
mAb"
new data (hospital-based + HUS),incremental cost (million US$),47.18,47.25,46.39,48.02,44.58,49.43,60,2,ZAF,mAb,South Africa,47250000,60$ (mAb),"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),5671.44,5671.91,5464.53,5872.82,NA,NA,60,2,ZAF,mAb,South Africa,5672,60$ (mAb),"ZAF
$60
mAb"
new data (hospital-based + HUS),intervention cost (million US$),64.47,64.47,64.47,64.47,64.47,64.47,60,2,ZAF,mAb,South Africa,64470000,60$ (mAb),"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost (million US$),-16.35,-16.28,-17.28,-15.36,-19.42,-13.7,3,2,ZAF,MV,South Africa,16280000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),-1398.35,-1391.42,-1486.3,-1303.56,-1686.84,-1152.36,3,2,ZAF,MV,South Africa,1391,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),intervention cost (million US$),3.28,3.28,3.28,3.28,3.28,3.28,3,2,ZAF,MV,South Africa,3281000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost (million US$),-8.69,-8.62,-9.63,-7.7,-11.76,-6.04,10,2,ZAF,MV,South Africa,8621000,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),-743.49,-736.7,-825.27,-654.85,-1012.49,-510.85,10,2,ZAF,MV,South Africa,737,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),intervention cost (million US$),10.94,10.94,10.94,10.94,10.94,10.94,10,2,ZAF,MV,South Africa,10940000,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost (million US$),13.18,13.25,12.24,14.17,10.11,15.83,30,2,ZAF,MV,South Africa,13250000,30$ (MV),"ZAF
$30
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),1127.55,1129.91,1041.14,1219.05,847.04,1382.88,30,2,ZAF,MV,South Africa,1130,30$ (MV),"ZAF
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),32.81,32.81,32.81,32.81,32.81,32.81,30,2,ZAF,MV,South Africa,32810000,30$ (MV),"ZAF
$30
MV"
new data (hospital-based + HUS),incremental cost (million US$),2.2,2.2,2.07,2.32,1.81,2.56,6,2,KEN,mAb,Kenya,2198000,6$ (mAb),"KEN
$6
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),50.85,50.66,47.02,54.65,39.96,62.67,6,2,KEN,mAb,Kenya,51,6$ (mAb),"KEN
$6
mAb"
new data (hospital-based + HUS),intervention cost (million US$),7.87,7.87,7.87,7.87,7.87,7.87,6,2,KEN,mAb,Kenya,7865000,6$ (mAb),"KEN
$6
mAb"
new data (hospital-based + HUS),incremental cost (million US$),20.55,20.55,20.43,20.68,20.17,20.91,20,2,KEN,mAb,Kenya,20550000,NA,"KEN
$20
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),475.68,474.67,452.15,497.5,412.34,544.04,20,2,KEN,mAb,Kenya,475,NA,"KEN
$20
mAb"
new data (hospital-based + HUS),intervention cost (million US$),26.22,26.22,26.22,26.22,26.22,26.22,20,2,KEN,mAb,Kenya,26220000,NA,"KEN
$20
mAb"
new data (hospital-based + HUS),incremental cost (million US$),72.98,72.99,72.86,73.11,72.6,73.35,60,2,KEN,mAb,Kenya,72990000,NA,"KEN
$60
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),1689.48,1685.88,1606.76,1765.99,1466.78,1931.39,60,2,KEN,mAb,Kenya,1686,NA,"KEN
$60
mAb"
new data (hospital-based + HUS),intervention cost (million US$),78.65,78.65,78.65,78.65,78.65,78.65,60,2,KEN,mAb,Kenya,78650000,NA,"KEN
$60
mAb"
new data (hospital-based + HUS),incremental cost (million US$),-1.68,-1.68,-1.82,-1.54,-2.1,-1.28,3,2,KEN,MV,Kenya,1675000,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),-24.94,-24.8,-27.23,-22.53,-32.13,-18.59,3,2,KEN,MV,Kenya,25,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),intervention cost (million US$),4.02,4.02,4.02,4.02,4.02,4.02,3,2,KEN,MV,Kenya,4023000,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),incremental cost (million US$),7.71,7.71,7.57,7.85,7.28,8.1,10,2,KEN,MV,Kenya,7712000,NA,"KEN
$10
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),114.3,114.03,108.85,119.65,99.59,129.78,10,2,KEN,MV,Kenya,114,NA,"KEN
$10
MV"
new data (hospital-based + HUS),intervention cost (million US$),13.41,13.41,13.41,13.41,13.41,13.41,10,2,KEN,MV,Kenya,13410000,NA,"KEN
$10
MV"
new data (hospital-based + HUS),incremental cost (million US$),34.53,34.53,34.39,34.67,34.11,34.93,30,2,KEN,MV,Kenya,34530000,NA,"KEN
$30
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),512.14,511.36,489.32,533.78,451.4,577,30,2,KEN,MV,Kenya,511,NA,"KEN
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),40.23,40.23,40.23,40.23,40.23,40.23,30,2,KEN,MV,Kenya,40230000,NA,"KEN
$30
MV"
new data (hospital-based + HUS),incremental cost (million US$),-10.84,-10.78,-11.63,-10,-13.45,-8.6,6,2,ZAF,mAb,South Africa,10780000,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),-603.71,-600.25,-651.61,-552.28,-760.88,-472.05,6,2,ZAF,mAb,South Africa,600,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),intervention cost (million US$),6.45,6.45,6.45,6.45,6.45,6.45,6,2,ZAF,mAb,South Africa,6447000,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),incremental cost (million US$),4.2,4.26,3.41,5.04,1.6,6.44,20,2,ZAF,mAb,South Africa,4264000,NA,"ZAF
$20
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),234.2,236.62,188.81,281.63,87.85,366.07,20,2,ZAF,mAb,South Africa,237,NA,"ZAF
$20
mAb"
new data (hospital-based + HUS),intervention cost (million US$),21.49,21.49,21.49,21.49,21.49,21.49,20,2,ZAF,mAb,South Africa,21490000,NA,"ZAF
$20
mAb"
new data (hospital-based + HUS),incremental cost (million US$),47.18,47.25,46.39,48.02,44.58,49.43,60,2,ZAF,mAb,South Africa,47250000,NA,"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),2628.23,2628.55,2530.03,2723.9,NA,NA,60,2,ZAF,mAb,South Africa,2629,NA,"ZAF
$60
mAb"
new data (hospital-based + HUS),intervention cost (million US$),64.47,64.47,64.47,64.47,64.47,64.47,60,2,ZAF,mAb,South Africa,64470000,NA,"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost (million US$),-16.35,-16.28,-17.28,-15.36,-19.42,-13.7,3,2,ZAF,MV,South Africa,16280000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),-641.95,-638.6,-682.52,-598.82,-775.33,-527.75,3,2,ZAF,MV,South Africa,639,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),intervention cost (million US$),3.28,3.28,3.28,3.28,3.28,3.28,3,2,ZAF,MV,South Africa,3281000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost (million US$),-8.69,-8.62,-9.63,-7.7,-11.76,-6.04,10,2,ZAF,MV,South Africa,8621000,NA,"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),-341.32,-338.06,-379,-300.31,-465.02,-234.44,10,2,ZAF,MV,South Africa,338,NA,"ZAF
$10
MV"
new data (hospital-based + HUS),intervention cost (million US$),10.94,10.94,10.94,10.94,10.94,10.94,10,2,ZAF,MV,South Africa,10940000,NA,"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost (million US$),13.18,13.25,12.24,14.17,10.11,15.83,30,2,ZAF,MV,South Africa,13250000,NA,"ZAF
$30
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),517.62,518.98,477.6,559.66,389.87,634.64,30,2,ZAF,MV,South Africa,519,NA,"ZAF
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),32.81,32.81,32.81,32.81,32.81,32.81,30,2,ZAF,MV,South Africa,32810000,NA,"ZAF
$30
MV"
