source,variable,price,source_num,country_iso,intervention,country_plot,vec,price_interv,cnt_int,mean,median,CI50_low,CI50_high,CI95_low,CI95_high
new data (hospital-based + HUS),total DALY averted (US$),6,2,ZAF,mAb,South Africa,18400,6$(mAb),ZAF $6 mAb,18394.5,18401,17345,19458.2,15376.9,21372.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),6,2,ZAF,mAb,South Africa,8489,6$(mAb),ZAF $6 mAb,8489,8489.5,8016,8973.2,7110.9,9840
new data (hospital-based + HUS),total medical cost averted (million US$),6,2,ZAF,mAb,South Africa,17120000,6$(mAb),ZAF $6 mAb,17.2,17.1,15.9,18.3,13.9,20.6
new data (hospital-based + HUS),incremental cost/DALY averted (US$),6,2,ZAF,mAb,South Africa,579,6$(mAb),ZAF $6 mAb,-582.2,-579.9,-609.5,-546.6,-662.5,-483.2
new data (hospital-based + HUS),incremental cost (million US$),3,2,ZAF,MV,South Africa,10890000,3$(MV),ZAF $3 MV,-10.7,-10.9,-12.3,-9.2,-15.2,-5.7
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),3,2,ZAF,MV,South Africa,1588,3$(MV),ZAF $3 MV,-1600.4,-1539.4,-1646.1,-1481.7,-1852.6,-1419.3
new data (hospital-based + HUS),intervention cost (million US$),3,2,ZAF,MV,South Africa,3281000,3$(MV),ZAF $3 MV,3.3,3.3,3.3,3.3,3.3,3.3
new data (hospital-based + HUS),total DALY averted (US$),3,2,ZAF,MV,South Africa,15380,3$(MV),ZAF $3 MV,14529.8,15377,13478,16299,8477.8,17876
new data (hospital-based + HUS),total DALY (disc) averted (US$),3,2,ZAF,MV,South Africa,7074,3$(MV),ZAF $3 MV,6698.5,7074,6216,7496.5,3980.8,8194
new data (hospital-based + HUS),total medical cost averted (million US$),3,2,ZAF,MV,South Africa,14170000,3$(MV),ZAF $3 MV,14,14.2,12.5,15.6,8.9,18.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),3,2,ZAF,MV,South Africa,731,3$(MV),ZAF $3 MV,-737.8,-708.2,-757.1,-683.3,-849.2,-666.5
new data (hospital-based + HUS),incremental cost (million US$),10,2,KEN,mAb,Kenya,3875000,10$(mAb),KEN $10 mAb,9.1,9.1,9,9.3,8.6,9.6
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),10,2,KEN,mAb,Kenya,325,10$(mAb),KEN $10 mAb,763.4,766.9,699.6,840.2,589.1,1007.7
new data (hospital-based + HUS),intervention cost (million US$),10,2,KEN,mAb,Kenya,7865000,10$(mAb),KEN $10 mAb,13.1,13.1,13.1,13.1,13.1,13.1
new data (hospital-based + HUS),total DALY averted (US$),10,2,KEN,mAb,Kenya,27160,10$(mAb),KEN $10 mAb,27295.1,27164.5,25266,29255.2,21803.8,33365.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),10,2,KEN,mAb,Kenya,11900,10$(mAb),KEN $10 mAb,11955.1,11900.5,11077,12803.2,9573,14576.1
new data (hospital-based + HUS),total medical cost averted (million US$),10,2,KEN,mAb,Kenya,3990000,10$(mAb),KEN $10 mAb,4,4,3.8,4.2,3.5,4.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),10,2,KEN,mAb,Kenya,142,10$(mAb),KEN $10 mAb,334.4,336,306.2,368.3,257.4,442.4
new data (hospital-based + HUS),incremental cost (million US$),5,2,KEN,MV,Kenya,1527000,5$(MV),KEN $5 MV,4.2,4.2,4,4.4,3.7,5
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),5,2,KEN,MV,Kenya,150,5$(MV),KEN $5 MV,417.3,397.5,346.4,487,275.2,924.7
new data (hospital-based + HUS),intervention cost (million US$),5,2,KEN,MV,Kenya,4023000,5$(MV),KEN $5 MV,6.7,6.7,6.7,6.7,6.7,6.7
new data (hospital-based + HUS),total DALY averted (US$),5,2,KEN,MV,Kenya,24240,5$(MV),KEN $5 MV,23290.3,24241,20858.5,26568.5,12204.3,30674
new data (hospital-based + HUS),total DALY (disc) averted (US$),5,2,KEN,MV,Kenya,10570,5$(MV),KEN $5 MV,10160.5,10567,9117,11577.5,5396.2,13334.5
new data (hospital-based + HUS),total medical cost averted (million US$),5,2,KEN,MV,Kenya,2496000,5$(MV),KEN $5 MV,2.5,2.5,2.3,2.7,1.7,3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),5,2,KEN,MV,Kenya,65,5$(MV),KEN $5 MV,182,173.3,150.9,212.9,119.6,408.9
new data (hospital-based + HUS),incremental cost (million US$),10,2,ZAF,mAb,South Africa,10680000,10$(mAb),ZAF $10 mAb,-6.4,-6.4,-7.6,-5.2,-9.9,-3.1
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),10,2,ZAF,mAb,South Africa,1254,10$(mAb),ZAF $10 mAb,-755.1,-750.3,-842.5,-646.2,-1002,-440.2
new data (hospital-based + HUS),intervention cost (million US$),10,2,ZAF,mAb,South Africa,6447000,10$(mAb),ZAF $10 mAb,10.8,10.8,10.8,10.8,10.8,10.8
new data (hospital-based + HUS),total DALY averted (US$),10,2,ZAF,mAb,South Africa,18400,10$(mAb),ZAF $10 mAb,18394.5,18401,17345,19458.2,15376.9,21372.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),10,2,ZAF,mAb,South Africa,8489,10$(mAb),ZAF $10 mAb,8489,8489.5,8016,8973.2,7110.9,9840
new data (hospital-based + HUS),total medical cost averted (million US$),10,2,ZAF,mAb,South Africa,17120000,10$(mAb),ZAF $10 mAb,17.2,17.1,15.9,18.3,13.9,20.6
new data (hospital-based + HUS),incremental cost/DALY averted (US$),10,2,ZAF,mAb,South Africa,579,10$(mAb),ZAF $10 mAb,-348.5,-346.2,-388.5,-298.6,-461.3,-203.6
new data (hospital-based + HUS),incremental cost (million US$),5,2,ZAF,MV,South Africa,10890000,5$(MV),ZAF $5 MV,-8.5,-8.7,-10.2,-7,-13,-3.5
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),5,2,ZAF,MV,South Africa,1588,5$(MV),ZAF $5 MV,-1273.9,-1230.3,-1354.4,-1129.9,-1585.7,-870
new data (hospital-based + HUS),intervention cost (million US$),5,2,ZAF,MV,South Africa,3281000,5$(MV),ZAF $5 MV,5.5,5.5,5.5,5.5,5.5,5.5
new data (hospital-based + HUS),total DALY averted (US$),5,2,ZAF,MV,South Africa,15380,5$(MV),ZAF $5 MV,14529.8,15377,13478,16299,8477.8,17876
new data (hospital-based + HUS),total DALY (disc) averted (US$),5,2,ZAF,MV,South Africa,7074,5$(MV),ZAF $5 MV,6698.5,7074,6216,7496.5,3980.8,8194
new data (hospital-based + HUS),total medical cost averted (million US$),5,2,ZAF,MV,South Africa,14170000,5$(MV),ZAF $5 MV,14,14.2,12.5,15.6,8.9,18.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),5,2,ZAF,MV,South Africa,731,5$(MV),ZAF $5 MV,-587.3,-566,-622.9,-521.1,-726.9,-408.5
new data (hospital-based + HUS),incremental cost (million US$),12,2,KEN,mAb,Kenya,3875000,12$(mAb),KEN $12 mAb,11.8,11.8,11.6,11.9,11.2,12.3
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),12,2,KEN,mAb,Kenya,325,12$(mAb),KEN $12 mAb,982.8,987.4,904.5,1077,769.1,1281.7
new data (hospital-based + HUS),intervention cost (million US$),12,2,KEN,mAb,Kenya,7865000,12$(mAb),KEN $12 mAb,15.7,15.7,15.7,15.7,15.7,15.7
new data (hospital-based + HUS),total DALY averted (US$),12,2,KEN,mAb,Kenya,27160,12$(mAb),KEN $12 mAb,27295.1,27164.5,25266,29255.2,21803.8,33365.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),12,2,KEN,mAb,Kenya,11900,12$(mAb),KEN $12 mAb,11955.1,11900.5,11077,12803.2,9573,14576.1
new data (hospital-based + HUS),total medical cost averted (million US$),12,2,KEN,mAb,Kenya,3990000,12$(mAb),KEN $12 mAb,4,4,3.8,4.2,3.5,4.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),12,2,KEN,mAb,Kenya,142,12$(mAb),KEN $12 mAb,430.5,432.5,395.8,472.2,336,562.7
new data (hospital-based + HUS),incremental cost (million US$),6,2,KEN,MV,Kenya,1527000,6$(MV),KEN $6 MV,5.6,5.5,5.3,5.8,5,6.3
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),6,2,KEN,MV,Kenya,150,6$(MV),KEN $6 MV,549.2,524.3,462.1,634,375.7,1173
new data (hospital-based + HUS),intervention cost (million US$),6,2,KEN,MV,Kenya,4023000,6$(MV),KEN $6 MV,8,8,8,8,8,8
new data (hospital-based + HUS),total DALY averted (US$),6,2,KEN,MV,Kenya,24240,6$(MV),KEN $6 MV,23290.3,24241,20858.5,26568.5,12204.3,30674
new data (hospital-based + HUS),total DALY (disc) averted (US$),6,2,KEN,MV,Kenya,10570,6$(MV),KEN $6 MV,10160.5,10567,9117,11577.5,5396.2,13334.5
new data (hospital-based + HUS),total medical cost averted (million US$),6,2,KEN,MV,Kenya,2496000,6$(MV),KEN $6 MV,2.5,2.5,2.3,2.7,1.7,3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),6,2,KEN,MV,Kenya,65,6$(MV),KEN $6 MV,239.6,228.5,201.4,277.1,163.3,518.7
new data (hospital-based + HUS),incremental cost (million US$),12,2,ZAF,mAb,South Africa,10680000,12$(mAb),ZAF $12 mAb,-4.3,-4.2,-5.4,-3,-7.7,-1
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),12,2,ZAF,mAb,South Africa,1254,12$(mAb),ZAF $12 mAb,-501.8,-497.1,-602.9,-378,-783.5,-137.8
new data (hospital-based + HUS),intervention cost (million US$),12,2,ZAF,mAb,South Africa,6447000,12$(mAb),ZAF $12 mAb,12.9,12.9,12.9,12.9,12.9,12.9
new data (hospital-based + HUS),total DALY averted (US$),12,2,ZAF,mAb,South Africa,18400,12$(mAb),ZAF $12 mAb,18394.5,18401,17345,19458.2,15376.9,21372.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),12,2,ZAF,mAb,South Africa,8489,12$(mAb),ZAF $12 mAb,8489,8489.5,8016,8973.2,7110.9,9840
new data (hospital-based + HUS),total medical cost averted (million US$),12,2,ZAF,mAb,South Africa,17120000,12$(mAb),ZAF $12 mAb,17.2,17.1,15.9,18.3,13.9,20.6
new data (hospital-based + HUS),incremental cost/DALY averted (US$),12,2,ZAF,mAb,South Africa,579,12$(mAb),ZAF $12 mAb,-231.6,-229.3,-278,-174.7,-360.7,-63.7
new data (hospital-based + HUS),incremental cost (million US$),6,2,ZAF,MV,South Africa,10890000,6$(MV),ZAF $6 MV,-7.4,-7.6,-9.1,-5.9,-11.9,-2.4
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),6,2,ZAF,MV,South Africa,1588,6$(MV),ZAF $6 MV,-1110.7,-1075.8,-1208.6,-954,-1452.3,-595.4
new data (hospital-based + HUS),intervention cost (million US$),6,2,ZAF,MV,South Africa,3281000,6$(MV),ZAF $6 MV,6.6,6.6,6.6,6.6,6.6,6.6
new data (hospital-based + HUS),total DALY averted (US$),6,2,ZAF,MV,South Africa,15380,6$(MV),ZAF $6 MV,14529.8,15377,13478,16299,8477.8,17876
new data (hospital-based + HUS),total DALY (disc) averted (US$),6,2,ZAF,MV,South Africa,7074,6$(MV),ZAF $6 MV,6698.5,7074,6216,7496.5,3980.8,8194
new data (hospital-based + HUS),total medical cost averted (million US$),6,2,ZAF,MV,South Africa,14170000,6$(MV),ZAF $6 MV,14,14.2,12.5,15.6,8.9,18.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),6,2,ZAF,MV,South Africa,731,6$(MV),ZAF $6 MV,-512.1,-494.9,-555.9,-440,-665.7,-279.6
new data (hospital-based + HUS),incremental cost (million US$),20,2,KEN,mAb,Kenya,3875000,20$(mAb),KEN $20 mAb,22.2,22.2,22.1,22.4,21.7,22.8
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),20,2,KEN,mAb,Kenya,325,20$(mAb),KEN $20 mAb,1860.6,1869.1,1724,2024.3,1489,2377.9
new data (hospital-based + HUS),intervention cost (million US$),20,2,KEN,mAb,Kenya,7865000,20$(mAb),KEN $20 mAb,26.2,26.2,26.2,26.2,26.2,26.2
new data (hospital-based + HUS),total DALY averted (US$),20,2,KEN,mAb,Kenya,27160,20$(mAb),KEN $20 mAb,27295.1,27164.5,25266,29255.2,21803.8,33365.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),20,2,KEN,mAb,Kenya,11900,20$(mAb),KEN $20 mAb,11955.1,11900.5,11077,12803.2,9573,14576.1
new data (hospital-based + HUS),total medical cost averted (million US$),20,2,KEN,mAb,Kenya,3990000,20$(mAb),KEN $20 mAb,4,4,3.8,4.2,3.5,4.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),20,2,KEN,mAb,Kenya,142,20$(mAb),KEN $20 mAb,814.9,818.8,754.5,887.5,650.5,1044
new data (hospital-based + HUS),incremental cost (million US$),10,2,KEN,MV,Kenya,1527000,10$(MV),KEN $10 MV,10.9,10.9,10.7,11.1,10.4,11.7
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),10,2,KEN,MV,Kenya,150,10$(MV),KEN $10 MV,1076.7,1031.5,925.1,1221.9,777.7,2166.3
new data (hospital-based + HUS),intervention cost (million US$),10,2,KEN,MV,Kenya,4023000,10$(MV),KEN $10 MV,13.4,13.4,13.4,13.4,13.4,13.4
new data (hospital-based + HUS),total DALY averted (US$),10,2,KEN,MV,Kenya,24240,10$(MV),KEN $10 MV,23290.3,24241,20858.5,26568.5,12204.3,30674
new data (hospital-based + HUS),total DALY (disc) averted (US$),10,2,KEN,MV,Kenya,10570,10$(MV),KEN $10 MV,10160.5,10567,9117,11577.5,5396.2,13334.5
new data (hospital-based + HUS),total medical cost averted (million US$),10,2,KEN,MV,Kenya,2496000,10$(MV),KEN $10 MV,2.5,2.5,2.3,2.7,1.7,3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),10,2,KEN,MV,Kenya,65,10$(MV),KEN $10 MV,469.7,449.7,403.1,534.1,338.1,957.9
new data (hospital-based + HUS),incremental cost (million US$),20,2,ZAF,mAb,South Africa,10680000,20$(mAb),ZAF $20 mAb,4.3,4.4,3.2,5.6,0.9,7.6
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),20,2,ZAF,mAb,South Africa,1254,20$(mAb),ZAF $20 mAb,511.3,515.9,355.5,694.9,90.4,1071.6
new data (hospital-based + HUS),intervention cost (million US$),20,2,ZAF,mAb,South Africa,6447000,20$(mAb),ZAF $20 mAb,21.5,21.5,21.5,21.5,21.5,21.5
new data (hospital-based + HUS),total DALY averted (US$),20,2,ZAF,mAb,South Africa,18400,20$(mAb),ZAF $20 mAb,18394.5,18401,17345,19458.2,15376.9,21372.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),20,2,ZAF,mAb,South Africa,8489,20$(mAb),ZAF $20 mAb,8489,8489.5,8016,8973.2,7110.9,9840
new data (hospital-based + HUS),total medical cost averted (million US$),20,2,ZAF,mAb,South Africa,17120000,20$(mAb),ZAF $20 mAb,17.2,17.1,15.9,18.3,13.9,20.6
new data (hospital-based + HUS),incremental cost/DALY averted (US$),20,2,ZAF,mAb,South Africa,579,20$(mAb),ZAF $20 mAb,235.9,238,163.9,321.1,41.6,495.5
new data (hospital-based + HUS),incremental cost (million US$),10,2,ZAF,MV,South Africa,10890000,10$(MV),ZAF $10 MV,-3.1,-3.2,-4.7,-1.6,-7.5,2
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),10,2,ZAF,MV,South Africa,1588,10$(MV),ZAF $10 MV,-457.8,-457.5,-625.2,-250.4,-918.6,503.2
new data (hospital-based + HUS),intervention cost (million US$),10,2,ZAF,MV,South Africa,3281000,10$(MV),ZAF $10 MV,10.9,10.9,10.9,10.9,10.9,10.9
new data (hospital-based + HUS),total DALY averted (US$),10,2,ZAF,MV,South Africa,15380,10$(MV),ZAF $10 MV,14529.8,15377,13478,16299,8477.8,17876
new data (hospital-based + HUS),total DALY (disc) averted (US$),10,2,ZAF,MV,South Africa,7074,10$(MV),ZAF $10 MV,6698.5,7074,6216,7496.5,3980.8,8194
new data (hospital-based + HUS),total medical cost averted (million US$),10,2,ZAF,MV,South Africa,14170000,10$(MV),ZAF $10 MV,14,14.2,12.5,15.6,8.9,18.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),10,2,ZAF,MV,South Africa,731,10$(MV),ZAF $10 MV,-211.1,-210.5,-287.5,-115.5,-421,236.3
new data (hospital-based + HUS),incremental cost (million US$),30,2,KEN,mAb,Kenya,3875000,30$(mAb),KEN $30 mAb,35.4,35.4,35.2,35.5,34.8,35.9
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),30,2,KEN,mAb,Kenya,325,30$(mAb),KEN $30 mAb,2957.7,2971.3,2748.5,3208.4,2388.8,3748
new data (hospital-based + HUS),intervention cost (million US$),30,2,KEN,mAb,Kenya,7865000,30$(mAb),KEN $30 mAb,39.4,39.4,39.4,39.4,39.4,39.4
new data (hospital-based + HUS),total DALY averted (US$),30,2,KEN,mAb,Kenya,27160,30$(mAb),KEN $30 mAb,27295.1,27164.5,25266,29255.2,21803.8,33365.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),30,2,KEN,mAb,Kenya,11900,30$(mAb),KEN $30 mAb,11955.1,11900.5,11077,12803.2,9573,14576.1
new data (hospital-based + HUS),total medical cost averted (million US$),30,2,KEN,mAb,Kenya,3990000,30$(mAb),KEN $30 mAb,4,4,3.8,4.2,3.5,4.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),30,2,KEN,mAb,Kenya,142,30$(mAb),KEN $30 mAb,1295.5,1301.7,1202.9,1406.6,1043.6,1645.6
new data (hospital-based + HUS),incremental cost (million US$),15,2,KEN,MV,Kenya,1527000,15$(MV),KEN $15 MV,17.6,17.6,17.4,17.8,17.1,18.4
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),15,2,KEN,MV,Kenya,150,15$(MV),KEN $15 MV,1736.1,1665.6,1503.8,1956.8,1280.1,3407.9
new data (hospital-based + HUS),intervention cost (million US$),15,2,KEN,MV,Kenya,4023000,15$(MV),KEN $15 MV,20.1,20.1,20.1,20.1,20.1,20.1
new data (hospital-based + HUS),total DALY averted (US$),15,2,KEN,MV,Kenya,24240,15$(MV),KEN $15 MV,23290.3,24241,20858.5,26568.5,12204.3,30674
new data (hospital-based + HUS),total DALY (disc) averted (US$),15,2,KEN,MV,Kenya,10570,15$(MV),KEN $15 MV,10160.5,10567,9117,11577.5,5396.2,13334.5
new data (hospital-based + HUS),total medical cost averted (million US$),15,2,KEN,MV,Kenya,2496000,15$(MV),KEN $15 MV,2.5,2.5,2.3,2.7,1.7,3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),15,2,KEN,MV,Kenya,65,15$(MV),KEN $15 MV,757.4,726,655.3,855.3,556.5,1506.8
new data (hospital-based + HUS),incremental cost (million US$),30,2,ZAF,mAb,South Africa,10680000,30$(mAb),ZAF $30 mAb,15.1,15.1,13.9,16.3,11.6,18.4
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),30,2,ZAF,mAb,South Africa,1254,30$(mAb),ZAF $30 mAb,1777.6,1782.2,1553.5,2035.9,1182.9,2583.4
new data (hospital-based + HUS),intervention cost (million US$),30,2,ZAF,mAb,South Africa,6447000,30$(mAb),ZAF $30 mAb,32.2,32.2,32.2,32.2,32.2,32.2
new data (hospital-based + HUS),total DALY averted (US$),30,2,ZAF,mAb,South Africa,18400,30$(mAb),ZAF $30 mAb,18394.5,18401,17345,19458.2,15376.9,21372.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),30,2,ZAF,mAb,South Africa,8489,30$(mAb),ZAF $30 mAb,8489,8489.5,8016,8973.2,7110.9,9840
new data (hospital-based + HUS),total medical cost averted (million US$),30,2,ZAF,mAb,South Africa,17120000,30$(mAb),ZAF $30 mAb,17.2,17.1,15.9,18.3,13.9,20.6
new data (hospital-based + HUS),incremental cost/DALY averted (US$),30,2,ZAF,mAb,South Africa,579,30$(mAb),ZAF $30 mAb,820.4,822.2,716.4,940.9,544.6,1194.6
new data (hospital-based + HUS),incremental cost (million US$),15,2,ZAF,MV,South Africa,10890000,15$(MV),ZAF $15 MV,2.4,2.2,0.8,3.9,-2.1,7.5
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),15,2,ZAF,MV,South Africa,1588,15$(MV),ZAF $15 MV,358.3,315.2,104,629,-251.4,1876.5
new data (hospital-based + HUS),intervention cost (million US$),15,2,ZAF,MV,South Africa,3281000,15$(MV),ZAF $15 MV,16.4,16.4,16.4,16.4,16.4,16.4
new data (hospital-based + HUS),total DALY averted (US$),15,2,ZAF,MV,South Africa,15380,15$(MV),ZAF $15 MV,14529.8,15377,13478,16299,8477.8,17876
new data (hospital-based + HUS),total DALY (disc) averted (US$),15,2,ZAF,MV,South Africa,7074,15$(MV),ZAF $15 MV,6698.5,7074,6216,7496.5,3980.8,8194
new data (hospital-based + HUS),total medical cost averted (million US$),15,2,ZAF,MV,South Africa,14170000,15$(MV),ZAF $15 MV,14,14.2,12.5,15.6,8.9,18.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),15,2,ZAF,MV,South Africa,731,15$(MV),ZAF $15 MV,165.2,145,47.9,290.1,-115.2,881.1
new data (hospital-based + HUS),incremental cost (million US$),40,2,KEN,mAb,Kenya,3875000,40$(mAb),KEN $40 mAb,48.5,48.5,48.3,48.7,47.9,49
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),40,2,KEN,mAb,Kenya,325,40$(mAb),KEN $40 mAb,4054.9,4073.5,3773,4392.6,3288.7,5118.2
new data (hospital-based + HUS),intervention cost (million US$),40,2,KEN,mAb,Kenya,7865000,40$(mAb),KEN $40 mAb,52.5,52.5,52.5,52.5,52.5,52.5
new data (hospital-based + HUS),total DALY averted (US$),40,2,KEN,mAb,Kenya,27160,40$(mAb),KEN $40 mAb,27295.1,27164.5,25266,29255.2,21803.8,33365.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),40,2,KEN,mAb,Kenya,11900,40$(mAb),KEN $40 mAb,11955.1,11900.5,11077,12803.2,9573,14576.1
new data (hospital-based + HUS),total medical cost averted (million US$),40,2,KEN,mAb,Kenya,3990000,40$(mAb),KEN $40 mAb,4,4,3.8,4.2,3.5,4.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),40,2,KEN,mAb,Kenya,142,40$(mAb),KEN $40 mAb,1776,1784.6,1651.2,1925.8,1436.7,2247.2
new data (hospital-based + HUS),incremental cost (million US$),20,2,KEN,MV,Kenya,1527000,20$(MV),KEN $20 MV,24.3,24.3,24.1,24.5,23.8,25.1
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),20,2,KEN,MV,Kenya,150,20$(MV),KEN $20 MV,2395.6,2299.6,2082.5,2691.7,1782.6,4649.5
new data (hospital-based + HUS),intervention cost (million US$),20,2,KEN,MV,Kenya,4023000,20$(MV),KEN $20 MV,26.8,26.8,26.8,26.8,26.8,26.8
new data (hospital-based + HUS),total DALY averted (US$),20,2,KEN,MV,Kenya,24240,20$(MV),KEN $20 MV,23290.3,24241,20858.5,26568.5,12204.3,30674
new data (hospital-based + HUS),total DALY (disc) averted (US$),20,2,KEN,MV,Kenya,10570,20$(MV),KEN $20 MV,10160.5,10567,9117,11577.5,5396.2,13334.5
new data (hospital-based + HUS),total medical cost averted (million US$),20,2,KEN,MV,Kenya,2496000,20$(MV),KEN $20 MV,2.5,2.5,2.3,2.7,1.7,3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),20,2,KEN,MV,Kenya,65,20$(MV),KEN $20 MV,1045.1,1002.4,907.5,1176.5,774.9,2055.8
new data (hospital-based + HUS),incremental cost (million US$),40,2,ZAF,mAb,South Africa,10680000,40$(mAb),ZAF $40 mAb,25.8,25.9,24.7,27.1,22.4,29.1
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),40,2,ZAF,mAb,South Africa,1254,40$(mAb),ZAF $40 mAb,3043.9,3048.5,2751.5,3377,2275.4,4095.1
new data (hospital-based + HUS),intervention cost (million US$),40,2,ZAF,mAb,South Africa,6447000,40$(mAb),ZAF $40 mAb,43,43,43,43,43,43
new data (hospital-based + HUS),total DALY averted (US$),40,2,ZAF,mAb,South Africa,18400,40$(mAb),ZAF $40 mAb,18394.5,18401,17345,19458.2,15376.9,21372.2
