source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,price,source_num,country_iso,intervention,country_plot,vec,price_interv,orig_burden_round
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,35928.3,26669.9,16077.9,44585.1,6102.2,121094.7,60,0.2,ZAF,mAb,South Africa,26670,60$ (mAb),26.7
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,77620.5,58376.4,35545.6,96871.2,13518.9,254000.3,60,0.2,ZAF,mAb,South Africa,58380,60$ (mAb),58.4
new data (hospital-based + HUS),incremental cost/DALY averted,9943.2,4380.8,3319.4,6170,2256.2,19546.7,60,2,ZAF,mAb,South Africa,4381,60$ (mAb),4.4
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,15380.9,9471.5,7190.3,13262.5,4911.5,40792,60,2,ZAF,mAb,South Africa,9471,60$ (mAb),9.5
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,5604.3,3808.9,2038.8,7026.2,493.1,21241.3,3,0.2,ZAF,MV,South Africa,3809,3$ (MV),3.8
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,12132.7,8353.9,4486.4,15322.9,1092.2,45698.2,3,0.2,ZAF,MV,South Africa,8354,3$ (MV),8.4
new data (hospital-based + HUS),incremental cost/DALY averted,-748.3,-714.8,-857.6,-588.4,-1390.5,-339.9,3,2,ZAF,MV,South Africa,-715,3$ (MV),-0.7
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,-1586.9,-1553,-1862.2,-1283.5,-2964.9,-746.2,3,2,ZAF,MV,South Africa,-1553,3$ (MV),-1.6
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,21245.4,14860.2,8475.5,26573.9,2769,75466.2,10,0.2,ZAF,MV,South Africa,14860,10$ (MV),14.9
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,46009.1,32633,18713.8,58037.1,6146,162606.5,10,0.2,ZAF,MV,South Africa,32630,10$ (MV),32.6
new data (hospital-based + HUS),incremental cost/DALY averted,-202.8,-204.8,-315.6,-88.6,-575,173.8,10,2,ZAF,MV,South Africa,-205,10$ (MV),-0.2
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,-452,-444.7,-683.8,-192.8,-1230.7,378,10,2,ZAF,MV,South Africa,-445,10$ (MV),-0.4
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,65934.3,46232,26888.6,82287.1,9130.9,230225.9,30,0.2,ZAF,MV,South Africa,46230,30$ (MV),46.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,142798.8,101526,59252,179172.3,20203.3,495258.6,30,0.2,ZAF,MV,South Africa,101500,30$ (MV),101.5
new data (hospital-based + HUS),incremental cost/DALY averted,1355.8,1260.8,1126,1478,923.8,2415.2,30,2,ZAF,MV,South Africa,1261,30$ (MV),1.3
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,2790.7,2744,2448.7,3213.7,2009.8,5169.1,30,2,ZAF,MV,South Africa,2744,30$ (MV),2.7
