source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,price,source_num,country_iso,intervention,country_plot,vec,price_interv,orig_burden_round
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,6011.4,4188.4,2428.2,7446,789.2,22439,3,0.2,KEN,MV,Kenya,4188,3$ (MV),4.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,13565.1,9565.2,5579.9,16865.3,1820.8,49670.4,3,0.2,KEN,MV,Kenya,9565,3$ (MV),9.6
new data (hospital-based + HUS),incremental cost/DALY averted,55.9,50.6,41.7,63.1,29.6,110.9,3,2,KEN,MV,Kenya,51,3$ (MV),0.1
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,128.2,116.4,95.9,144.9,68.3,253.2,3,2,KEN,MV,Kenya,116,3$ (MV),0.1
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,20609.1,14495.9,8469.7,25636,2867.8,76351.1,10,0.2,KEN,MV,Kenya,14500,10$ (MV),14.5
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,46508.4,33134.2,19457.7,57993,6612.4,169130.1,10,0.2,KEN,MV,Kenya,33130,10$ (MV),33.1
new data (hospital-based + HUS),incremental cost/DALY averted,389.6,350.5,316.1,410.7,268.4,708.2,10,2,KEN,MV,Kenya,350,10$ (MV),0.4
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,893.7,806.2,727.7,942.8,618.2,1618.6,10,2,KEN,MV,Kenya,806,10$ (MV),0.8
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,62316.7,43852.1,25754.3,77432.4,8721,230326.1,30,0.2,KEN,MV,Kenya,43850,30$ (MV),43.9
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,140631.9,100320.2,59206,175444.7,20191.4,508634.7,30,0.2,KEN,MV,Kenya,100300,30$ (MV),100.3
new data (hospital-based + HUS),incremental cost/DALY averted,1343.1,1205.5,1090.7,1412.6,933.1,2435.3,30,2,KEN,MV,Kenya,1205,30$ (MV),1.2
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,3081.1,2773.5,2511.5,3243.5,2149.6,5551.9,30,2,KEN,MV,Kenya,2774,30$ (MV),2.8
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,2511.8,1708,866.2,3221.2,37.6,9947.5,6,0.2,ZAF,mAb,South Africa,1708,6$ (mAb),1.7
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,5420,3743.4,1907.1,6991.8,82.8,21015.7,6,0.2,ZAF,mAb,South Africa,3743,6$ (mAb),3.7
new data (hospital-based + HUS),incremental cost/DALY averted,-567.6,-566.1,-622,-510.8,-734.7,-417.1,6,2,ZAF,mAb,South Africa,-566,6$ (mAb),-0.6
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,-1232,-1228.4,-1349.5,-1108.8,-1588.4,-906.3,6,2,ZAF,mAb,South Africa,-1228,6$ (mAb),-1.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,11276.6,8154.7,4898.3,14192.7,1606.7,39728.9,20,0.2,ZAF,mAb,South Africa,8155,20$ (mAb),8.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,24356.1,17889.1,10787.2,30919,3553.2,84090.6,20,0.2,ZAF,mAb,South Africa,17890,20$ (mAb),17.9
new data (hospital-based + HUS),incremental cost/DALY averted,263.8,258.9,189.7,330.3,62.3,491.6,20,2,ZAF,mAb,South Africa,259,20$ (mAb),0.3
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,572.4,562.3,412.3,716.3,135.4,1066.7,20,2,ZAF,mAb,South Africa,562,20$ (mAb),0.6
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,36318.9,26529.1,16216.7,45454.2,5956.8,125469.1,60,0.2,ZAF,mAb,South Africa,26530,60$ (mAb),26.5
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,78459.1,58064.2,35737.2,99090.2,13195.2,265972.7,60,0.2,ZAF,mAb,South Africa,58060,60$ (mAb),58.1
new data (hospital-based + HUS),incremental cost/DALY averted,2639.2,2612.1,2439.4,2807.3,2158.6,3275.2,60,2,ZAF,mAb,South Africa,2612,60$ (mAb),2.6
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,5727.9,5672.9,5299.1,6092.1,4700.5,7089.8,60,2,ZAF,mAb,South Africa,5673,60$ (mAb),5.7
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,5649.1,3800.7,2075.2,7007.7,480.6,22148.3,3,0.2,ZAF,MV,South Africa,3801,3$ (MV),3.8
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,12221.8,8343.9,4573.5,15266.5,1063.7,47110.9,3,0.2,ZAF,MV,South Africa,8344,3$ (MV),8.3
new data (hospital-based + HUS),incremental cost/DALY averted,-766.4,-718.3,-863,-594.3,-1469,-343.5,3,2,ZAF,MV,South Africa,-718,3$ (MV),-0.7
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,-1657.9,-1561.2,-1871.1,-1294.4,-3154.4,-749.6,3,2,ZAF,MV,South Africa,-1561,3$ (MV),-1.6
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,21390.1,14928.2,8600.6,26568,2714.1,79788.4,10,0.2,ZAF,MV,South Africa,14930,10$ (MV),14.9
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,46294,32785,18967.8,57627.9,6001.3,169450.5,10,0.2,ZAF,MV,South Africa,32790,10$ (MV),32.8
new data (hospital-based + HUS),incremental cost/DALY averted,-210.8,-211.4,-323.8,-93.3,-608.3,172.2,10,2,ZAF,MV,South Africa,-211,10$ (MV),-0.2
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,-455.1,-459.4,-702.3,-203.1,-1301.2,375.6,10,2,ZAF,MV,South Africa,-459,10$ (MV),-0.5
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,66364.2,46569.6,27250,82371.9,9044.5,246118.3,30,0.2,ZAF,MV,South Africa,46570,30$ (MV),46.6
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,143642.8,102146,60091,179001.7,20061.4,517998.9,30,0.2,ZAF,MV,South Africa,102100,30$ (MV),102.1
new data (hospital-based + HUS),incremental cost/DALY averted,1376.8,1256.7,1115.4,1489.3,914.1,2413.8,30,2,ZAF,MV,South Africa,1257,30$ (MV),1.3
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,2981.5,2737,2427.3,3232.9,1977.8,5188.5,30,2,ZAF,MV,South Africa,2737,30$ (MV),2.7
