source,variable,price,source_num,country_iso,intervention,country_plot,vec,price_interv,orig_burden_round,money_unit,mean,median,CI50_low,CI50_high,CI95_low,CI95_high
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY averted (thousand US$),20,0.2,ZAF,mAb,South Africa,2328,20$ (mAb),2.3k,USD,3.021,2.328,1.409,3.851,0.53,9.439
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY disc averted (thousand US$),20,0.2,ZAF,mAb,South Africa,1062,20$ (mAb),1.1k,USD,1.373,1.062,0.647,1.75,0.251,4.259
projection ([Li 2020] from [Shi 2017] meta-analysis),total medical cost averted (million US$),20,0.2,ZAF,mAb,South Africa,2326000,20$ (mAb),2.3m,million USD,2.633,2.326,1.653,3.279,0.82,6.077
new data (hospital-based + HUS),incremental cost (million US$),20,2,ZAF,mAb,South Africa,4814000,20$ (mAb),4.8m,million USD,4.754,4.814,3.619,5.937,1.277,7.911
new data (hospital-based + HUS),total DALY averted (thousand US$),20,2,ZAF,mAb,South Africa,18250,20$ (mAb),18.2k,USD,18.229,18.248,17.195,19.281,15.17,21.185
new data (hospital-based + HUS),total DALY disc averted (thousand US$),20,2,ZAF,mAb,South Africa,8409,20$ (mAb),8.4k,USD,8.4,8.409,7.925,8.875,7.002,9.742
new data (hospital-based + HUS),total medical cost averted (million US$),20,2,ZAF,mAb,South Africa,16680000,20$ (mAb),16.7m,million USD,16.736,16.677,15.553,17.872,13.58,20.213
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost (million US$),60,0.2,ZAF,mAb,South Africa,62150000,60$ (mAb),62.1m,million USD,61.839,62.145,61.192,62.819,58.394,63.651
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY averted (thousand US$),60,0.2,ZAF,mAb,South Africa,2328,60$ (mAb),2.3k,USD,3.021,2.328,1.409,3.851,0.53,9.439
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY disc averted (thousand US$),60,0.2,ZAF,mAb,South Africa,1062,60$ (mAb),1.1k,USD,1.373,1.062,0.647,1.75,0.251,4.259
projection ([Li 2020] from [Shi 2017] meta-analysis),total medical cost averted (million US$),60,0.2,ZAF,mAb,South Africa,2326000,60$ (mAb),2.3m,million USD,2.633,2.326,1.653,3.279,0.82,6.077
new data (hospital-based + HUS),incremental cost (million US$),60,2,ZAF,mAb,South Africa,47790000,60$ (mAb),47.8m,million USD,47.735,47.795,46.599,48.918,44.258,50.892
new data (hospital-based + HUS),total DALY averted (thousand US$),60,2,ZAF,mAb,South Africa,18250,60$ (mAb),18.2k,USD,18.229,18.248,17.195,19.281,15.17,21.185
new data (hospital-based + HUS),total DALY disc averted (thousand US$),60,2,ZAF,mAb,South Africa,8409,60$ (mAb),8.4k,USD,8.4,8.409,7.925,8.875,7.002,9.742
new data (hospital-based + HUS),total medical cost averted (million US$),60,2,ZAF,mAb,South Africa,16680000,60$ (mAb),16.7m,million USD,16.736,16.677,15.553,17.872,13.58,20.213
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost (million US$),3,0.2,ZAF,MV,South Africa,2681000,3$ (MV),2.7m,million USD,2.572,2.681,2.389,2.875,1.47,3.091
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY averted (thousand US$),3,0.2,ZAF,MV,South Africa,696,3$ (MV),0.7k,USD,0.946,0.696,0.405,1.176,0.141,3.216
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY disc averted (thousand US$),3,0.2,ZAF,MV,South Africa,317,3$ (MV),0.3k,USD,0.43,0.317,0.186,0.534,0.066,1.452
projection ([Li 2020] from [Shi 2017] meta-analysis),total medical cost averted (million US$),3,0.2,ZAF,MV,South Africa,599900,3$ (MV),0.6m,million USD,0.709,0.6,0.406,0.892,0.19,1.81
new data (hospital-based + HUS),incremental cost (million US$),3,2,ZAF,MV,South Africa,-3802000,3$ (MV),-3.8m,million USD,-3.874,-3.802,-4.578,-3.122,-6.188,-1.921
new data (hospital-based + HUS),total DALY averted (thousand US$),3,2,ZAF,MV,South Africa,5397,3$ (MV),5.4k,USD,5.432,5.397,4.037,6.763,1.658,9.644
new data (hospital-based + HUS),total DALY disc averted (thousand US$),3,2,ZAF,MV,South Africa,2501,3$ (MV),2.5k,USD,2.521,2.501,1.896,3.12,0.828,4.411
new data (hospital-based + HUS),total medical cost averted (million US$),3,2,ZAF,MV,South Africa,7083000,3$ (MV),7.1m,million USD,7.155,7.083,6.403,7.859,5.202,9.468
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost (million US$),10,0.2,ZAF,MV,South Africa,10340000,10$ (MV),10.3m,million USD,10.226,10.336,10.044,10.529,9.125,10.746
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY averted (thousand US$),10,0.2,ZAF,MV,South Africa,696,10$ (MV),0.7k,USD,0.946,0.696,0.405,1.176,0.141,3.216
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY disc averted (thousand US$),10,0.2,ZAF,MV,South Africa,317,10$ (MV),0.3k,USD,0.43,0.317,0.186,0.534,0.066,1.452
projection ([Li 2020] from [Shi 2017] meta-analysis),total medical cost averted (million US$),10,0.2,ZAF,MV,South Africa,599900,10$ (MV),0.6m,million USD,0.709,0.6,0.406,0.892,0.19,1.81
new data (hospital-based + HUS),incremental cost (million US$),10,2,ZAF,MV,South Africa,3853000,10$ (MV),3.9m,million USD,3.781,3.853,3.077,4.532,1.467,5.734
new data (hospital-based + HUS),total DALY averted (thousand US$),10,2,ZAF,MV,South Africa,5397,10$ (MV),5.4k,USD,5.432,5.397,4.037,6.763,1.658,9.644
new data (hospital-based + HUS),total DALY disc averted (thousand US$),10,2,ZAF,MV,South Africa,2501,10$ (MV),2.5k,USD,2.521,2.501,1.896,3.12,0.828,4.411
new data (hospital-based + HUS),total medical cost averted (million US$),10,2,ZAF,MV,South Africa,7083000,10$ (MV),7.1m,million USD,7.155,7.083,6.403,7.859,5.202,9.468
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost (million US$),30,0.2,ZAF,MV,South Africa,32210000,30$ (MV),32.2m,million USD,32.097,32.207,31.915,32.4,30.996,32.617
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY averted (thousand US$),30,0.2,ZAF,MV,South Africa,696,30$ (MV),0.7k,USD,0.946,0.696,0.405,1.176,0.141,3.216
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY disc averted (thousand US$),30,0.2,ZAF,MV,South Africa,317,30$ (MV),0.3k,USD,0.43,0.317,0.186,0.534,0.066,1.452
projection ([Li 2020] from [Shi 2017] meta-analysis),total medical cost averted (million US$),30,0.2,ZAF,MV,South Africa,599900,30$ (MV),0.6m,million USD,0.709,0.6,0.406,0.892,0.19,1.81
new data (hospital-based + HUS),incremental cost (million US$),30,2,ZAF,MV,South Africa,25720000,30$ (MV),25.7m,million USD,25.652,25.724,24.948,26.403,23.338,27.605
new data (hospital-based + HUS),total DALY averted (thousand US$),30,2,ZAF,MV,South Africa,5397,30$ (MV),5.4k,USD,5.432,5.397,4.037,6.763,1.658,9.644
new data (hospital-based + HUS),total DALY disc averted (thousand US$),30,2,ZAF,MV,South Africa,2501,30$ (MV),2.5k,USD,2.521,2.501,1.896,3.12,0.828,4.411
new data (hospital-based + HUS),total medical cost averted (million US$),30,2,ZAF,MV,South Africa,7083000,30$ (MV),7.1m,million USD,7.155,7.083,6.403,7.859,5.202,9.468
