source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,price,source_num,country_iso,intervention,country_plot,vec,price_interv,cnt_int
new data (hospital-based + HUS),intervention cost (million US$),78.65,78.65,78.65,78.65,78.65,78.65,60,2,KEN,mAb,Kenya,78650000,NA,"KEN
$60
mAb"
new data (hospital-based + HUS),incremental cost (million US$),2.51,2.52,2.39,2.64,2.13,2.86,3,2,KEN,MV,Kenya,2517000,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),219.6,229.72,179.96,316.52,115.93,843.69,3,2,KEN,MV,Kenya,230,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),intervention cost (million US$),4.02,4.02,4.02,4.02,4.02,4.02,3,2,KEN,MV,Kenya,4023000,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),incremental cost (million US$),11.9,11.9,11.78,12.03,11.52,12.25,10,2,KEN,MV,Kenya,11900000,NA,"KEN
$10
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),1024.59,1088.91,854.06,1489.44,570.62,3934.97,10,2,KEN,MV,Kenya,1089,NA,"KEN
$10
MV"
new data (hospital-based + HUS),intervention cost (million US$),13.41,13.41,13.41,13.41,13.41,13.41,10,2,KEN,MV,Kenya,13410000,NA,"KEN
$10
MV"
new data (hospital-based + HUS),incremental cost (million US$),38.72,38.73,38.6,38.85,38.34,39.07,30,2,KEN,MV,Kenya,38730000,NA,"KEN
$30
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),3324.56,3542.37,2773.83,4841.31,NA,NA,30,2,KEN,MV,Kenya,3542,NA,"KEN
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),40.23,40.23,40.23,40.23,40.23,40.23,30,2,KEN,MV,Kenya,40230000,NA,"KEN
$30
MV"
new data (hospital-based + HUS),incremental cost (million US$),-10.32,-10.28,-11.45,-9.11,-13.91,-7.07,6,2,ZAF,mAb,South Africa,10280000,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),-566.4,-563.69,-618.99,-507.29,-736.7,-411.29,6,2,ZAF,mAb,South Africa,564,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),intervention cost (million US$),6.45,6.45,6.45,6.45,6.45,6.45,6,2,ZAF,mAb,South Africa,6447000,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),incremental cost (million US$),4.72,4.77,3.59,5.93,1.14,7.98,20,2,ZAF,mAb,South Africa,4766000,NA,"ZAF
$20
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),265.18,261.77,189.49,335.94,58.62,494.24,20,2,ZAF,mAb,South Africa,262,NA,"ZAF
$20
mAb"
new data (hospital-based + HUS),intervention cost (million US$),21.49,21.49,21.49,21.49,21.49,21.49,20,2,ZAF,mAb,South Africa,21490000,NA,"ZAF
$20
mAb"
new data (hospital-based + HUS),incremental cost (million US$),47.7,47.75,46.57,48.92,44.12,50.96,60,2,ZAF,mAb,South Africa,47750000,NA,"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),2641.13,2614.12,2434.09,2819.92,NA,NA,60,2,ZAF,mAb,South Africa,2614,NA,"ZAF
$60
mAb"
new data (hospital-based + HUS),intervention cost (million US$),64.47,64.47,64.47,64.47,64.47,64.47,60,2,ZAF,mAb,South Africa,64470000,NA,"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost (million US$),-3.85,-3.81,-4.5,-3.09,-6.07,-1.92,3,2,ZAF,MV,South Africa,3813000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),-873.89,-713.93,-1005.88,-526.65,NA,NA,3,2,ZAF,MV,South Africa,714,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),intervention cost (million US$),3.28,3.28,3.28,3.28,3.28,3.28,3,2,ZAF,MV,South Africa,3281000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost (million US$),3.81,3.84,3.15,4.56,1.59,5.74,10,2,ZAF,MV,South Africa,3842000,NA,"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),814.1,719.2,526.03,1002.58,239.02,2485.96,10,2,ZAF,MV,South Africa,719,NA,"ZAF
$10
MV"
new data (hospital-based + HUS),intervention cost (million US$),10.94,10.94,10.94,10.94,10.94,10.94,10,2,ZAF,MV,South Africa,10940000,NA,"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost (million US$),25.68,25.71,25.02,26.43,23.46,27.61,30,2,ZAF,MV,South Africa,25710000,NA,"ZAF
$30
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),5636.95,4830.32,3848.24,6462.01,NA,NA,30,2,ZAF,MV,South Africa,4830,NA,"ZAF
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),32.81,32.81,32.81,32.81,32.81,32.81,30,2,ZAF,MV,South Africa,32810000,NA,"ZAF
$30
MV"
