source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,price,source_num,country_iso,intervention,country_plot,vec,price_interv,cnt_int
new data (hospital-based + HUS),total DALY (disc) averted (US$),4492.7,4442,3932,5009.2,3045,6199.1,2.5,NA,KEN,MV,Kenya,4442,2.5$ (MV),"KEN
$2.5
MV"
new data (hospital-based + HUS),total medical cost averted (million US$),1.2,1.1,1,1.3,0.9,1.5,2.5,NA,KEN,MV,Kenya,1152000,2.5$ (MV),"KEN
$2.5
MV"
new data (hospital-based + HUS),incremental cost (million US$),-3.4,-3.4,-4.2,-2.6,-6,-1.2,5,NA,ZAF,mAb,South Africa,3364000,5$ (mAb),"ZAF
$5
mAb"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),-774.1,-777.1,-923.5,-626,-1213.6,-330.3,5,NA,ZAF,mAb,South Africa,777,5$ (mAb),"ZAF
$5
mAb"
new data (hospital-based + HUS),intervention cost (million US$),5.4,5.4,5.4,5.4,5.4,5.4,5,NA,ZAF,mAb,South Africa,5373000,5$ (mAb),"ZAF
$5
mAb"
new data (hospital-based + HUS),total DALY averted (US$),9354.1,9326,8509,10161,7047,11854,5,NA,ZAF,mAb,South Africa,9326,5$ (mAb),"ZAF
$5
mAb"
new data (hospital-based + HUS),total DALY (disc) averted (US$),4324.4,4314,3940.5,4690,3270,5469,5,NA,ZAF,mAb,South Africa,4314,5$ (mAb),"ZAF
$5
mAb"
new data (hospital-based + HUS),total medical cost averted (million US$),8.8,8.7,7.9,9.6,6.6,11.4,5,NA,ZAF,mAb,South Africa,8736000,5$ (mAb),"ZAF
$5
mAb"
new data (hospital-based + HUS),incremental cost (million US$),-3.8,-3.7,-4.6,-3,-6.2,-1.8,2.5,NA,ZAF,MV,South Africa,3737000,2.5$ (MV),"ZAF
$2.5
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),-1323,-1276.6,-1593.6,-1010.1,-2311.1,-566.9,2.5,NA,ZAF,MV,South Africa,1277,2.5$ (MV),"ZAF
$2.5
MV"
new data (hospital-based + HUS),intervention cost (million US$),2.7,2.7,2.7,2.7,2.7,2.7,2.5,NA,ZAF,MV,South Africa,2734000,2.5$ (MV),"ZAF
$2.5
MV"
new data (hospital-based + HUS),total DALY averted (US$),6409.7,6365,5693,7074,4532,8519.4,2.5,NA,ZAF,MV,South Africa,6365,2.5$ (MV),"ZAF
$2.5
MV"
new data (hospital-based + HUS),total DALY (disc) averted (US$),2962.3,2942,2640,3265,2121,3911,2.5,NA,ZAF,MV,South Africa,2942,2.5$ (MV),"ZAF
$2.5
MV"
new data (hospital-based + HUS),total medical cost averted (million US$),6.6,6.5,5.8,7.3,4.5,8.9,2.5,NA,ZAF,MV,South Africa,6471000,2.5$ (MV),"ZAF
$2.5
MV"
new data (hospital-based + HUS),incremental cost (million US$),4.4,4.4,4.3,4.6,4,4.9,5,NA,KEN,mAb,Kenya,4430000,5$ (mAb),"KEN
$5
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),327.4,320.4,283.5,363.6,229,468.8,5,NA,KEN,mAb,Kenya,320,5$ (mAb),"KEN
$5
mAb"
new data (hospital-based + HUS),intervention cost (million US$),6.6,6.6,6.6,6.6,6.6,6.6,5,NA,KEN,mAb,Kenya,6554000,5$ (mAb),"KEN
$5
mAb"
new data (hospital-based + HUS),total DALY averted (US$),13908.1,13821,12467.5,15270,10078.6,18158.1,5,NA,KEN,mAb,Kenya,13820,5$ (mAb),"KEN
$5
mAb"
new data (hospital-based + HUS),total DALY (disc) averted (US$),6097.2,6057,5473.5,6689,4433,7933.4,5,NA,KEN,mAb,Kenya,6057,5$ (mAb),"KEN
$5
mAb"
new data (hospital-based + HUS),total medical cost averted (million US$),2.1,2.1,2,2.3,1.7,2.5,5,NA,KEN,mAb,Kenya,2124000,5$ (mAb),"KEN
$5
mAb"
new data (hospital-based + HUS),incremental cost (million US$),2.2,2.2,2.1,2.3,1.9,2.5,2.5,NA,KEN,MV,Kenya,2201000,2.5$ (MV),"KEN
$2.5
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),220.7,215.4,189.4,245.4,147.5,323.3,2.5,NA,KEN,MV,Kenya,215,2.5$ (MV),"KEN
$2.5
MV"
new data (hospital-based + HUS),intervention cost (million US$),3.4,3.4,3.4,3.4,3.4,3.4,2.5,NA,KEN,MV,Kenya,3353000,2.5$ (MV),"KEN
$2.5
MV"
new data (hospital-based + HUS),total DALY averted (US$),10286.8,10169.5,8981.2,11486.8,6933,14258.2,2.5,NA,KEN,MV,Kenya,10170,2.5$ (MV),"KEN
$2.5
MV"
new data (hospital-based + HUS),total DALY (disc) averted (US$),4492.7,4442,3932,5009.2,3045,6199.1,2.5,NA,KEN,MV,Kenya,4442,2.5$ (MV),"KEN
$2.5
MV"
new data (hospital-based + HUS),total medical cost averted (million US$),1.2,1.1,1,1.3,0.9,1.5,2.5,NA,KEN,MV,Kenya,1152000,2.5$ (MV),"KEN
$2.5
MV"
new data (hospital-based + HUS),incremental cost (million US$),-3.4,-3.4,-4.2,-2.6,-6,-1.2,5,NA,ZAF,mAb,South Africa,3364000,5$ (mAb),"ZAF
$5
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),-357.9,-359.3,-427,-289.7,-560.3,-153.1,5,NA,ZAF,mAb,South Africa,359,5$ (mAb),"ZAF
$5
mAb"
new data (hospital-based + HUS),intervention cost (million US$),5.4,5.4,5.4,5.4,5.4,5.4,5,NA,ZAF,mAb,South Africa,5373000,5$ (mAb),"ZAF
$5
mAb"
new data (hospital-based + HUS),total DALY averted (US$),9354.1,9326,8509,10161,7047,11854,5,NA,ZAF,mAb,South Africa,9326,5$ (mAb),"ZAF
$5
mAb"
new data (hospital-based + HUS),total DALY (disc) averted (US$),4324.4,4314,3940.5,4690,3270,5469,5,NA,ZAF,mAb,South Africa,4314,5$ (mAb),"ZAF
$5
mAb"
new data (hospital-based + HUS),total medical cost averted (million US$),8.8,8.7,7.9,9.6,6.6,11.4,5,NA,ZAF,mAb,South Africa,8736000,5$ (mAb),"ZAF
$5
mAb"
new data (hospital-based + HUS),incremental cost (million US$),-3.8,-3.7,-4.6,-3,-6.2,-1.8,2.5,NA,ZAF,MV,South Africa,3737000,2.5$ (MV),"ZAF
$2.5
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),-612.8,-589.9,-739.5,-466,-1079.5,-260.9,2.5,NA,ZAF,MV,South Africa,590,2.5$ (MV),"ZAF
$2.5
MV"
new data (hospital-based + HUS),intervention cost (million US$),2.7,2.7,2.7,2.7,2.7,2.7,2.5,NA,ZAF,MV,South Africa,2734000,2.5$ (MV),"ZAF
$2.5
MV"
new data (hospital-based + HUS),total DALY averted (US$),6409.7,6365,5693,7074,4532,8519.4,2.5,NA,ZAF,MV,South Africa,6365,2.5$ (MV),"ZAF
$2.5
MV"
new data (hospital-based + HUS),total DALY (disc) averted (US$),2962.3,2942,2640,3265,2121,3911,2.5,NA,ZAF,MV,South Africa,2942,2.5$ (MV),"ZAF
$2.5
MV"
new data (hospital-based + HUS),total medical cost averted (million US$),6.6,6.5,5.8,7.3,4.5,8.9,2.5,NA,ZAF,MV,South Africa,6471000,2.5$ (MV),"ZAF
$2.5
MV"
