source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,price,source_num,country_iso,intervention,country_plot,vec,price_interv,cnt_int
new data (hospital-based + HUS),intervention cost (million US$),64.47,64.47,64.47,64.47,64.47,64.47,60,2,ZAF,mAb,South Africa,64470000,60$ (mAb),"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost (million US$),-3.87,-3.82,-4.58,-3.09,-6.2,-1.9,3,2,ZAF,MV,South Africa,3824000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),-1186.56,-1091.43,-1418.78,-845.39,NA,NA,3,2,ZAF,MV,South Africa,1091,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),intervention cost (million US$),3.28,3.28,3.28,3.28,3.28,3.28,3,2,ZAF,MV,South Africa,3281000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost (million US$),3.79,3.83,3.08,4.56,1.46,5.75,10,2,ZAF,MV,South Africa,3831000,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),1165,1094.07,829.48,1382.42,398.23,2377.98,10,2,ZAF,MV,South Africa,1094,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),intervention cost (million US$),10.94,10.94,10.94,10.94,10.94,10.94,10,2,ZAF,MV,South Africa,10940000,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost (million US$),25.66,25.7,24.95,26.43,23.33,27.62,30,2,ZAF,MV,South Africa,25700000,30$ (MV),"ZAF
$30
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),7883.73,7314.91,6221.15,8833.97,NA,NA,30,2,ZAF,MV,South Africa,7315,30$ (MV),"ZAF
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),32.81,32.81,32.81,32.81,32.81,32.81,30,2,ZAF,MV,South Africa,32810000,30$ (MV),"ZAF
$30
MV"
new data (hospital-based + HUS),incremental cost (million US$),3.88,3.88,3.67,4.08,3.3,4.46,6,2,KEN,mAb,Kenya,3876000,6$ (mAb),"KEN
$6
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),108.86,107.02,95.17,120.53,78.53,149.64,6,2,KEN,mAb,Kenya,107,6$ (mAb),"KEN
$6
mAb"
new data (hospital-based + HUS),intervention cost (million US$),7.87,7.87,7.87,7.87,7.87,7.87,6,2,KEN,mAb,Kenya,7865000,6$ (mAb),"KEN
$6
mAb"
new data (hospital-based + HUS),incremental cost (million US$),22.23,22.23,22.02,22.43,21.65,22.82,20,2,KEN,mAb,Kenya,22230000,NA,"KEN
$20
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),621.81,614.68,566.5,670.82,490.53,792.66,20,2,KEN,mAb,Kenya,615,NA,"KEN
$20
mAb"
new data (hospital-based + HUS),intervention cost (million US$),26.22,26.22,26.22,26.22,26.22,26.22,20,2,KEN,mAb,Kenya,26220000,NA,"KEN
$20
mAb"
new data (hospital-based + HUS),incremental cost (million US$),74.67,74.66,74.46,74.87,74.09,75.25,60,2,KEN,mAb,Kenya,74660000,NA,"KEN
$60
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),2087.38,2063.94,1909.68,2246.91,1662.72,2636.04,60,2,KEN,mAb,Kenya,2064,NA,"KEN
$60
mAb"
new data (hospital-based + HUS),intervention cost (million US$),78.65,78.65,78.65,78.65,78.65,78.65,60,2,KEN,mAb,Kenya,78650000,NA,"KEN
$60
mAb"
new data (hospital-based + HUS),incremental cost (million US$),2.5,2.51,2.37,2.64,2.1,2.87,3,2,KEN,MV,Kenya,2509000,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),173.97,158.42,131.97,197.33,94.19,331.67,3,2,KEN,MV,Kenya,158,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),intervention cost (million US$),4.02,4.02,4.02,4.02,4.02,4.02,3,2,KEN,MV,Kenya,4023000,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),incremental cost (million US$),11.89,11.9,11.76,12.03,11.49,12.26,10,2,KEN,MV,Kenya,11900000,NA,"KEN
$10
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),826.02,757.3,630.79,929.86,462.91,1569.06,10,2,KEN,MV,Kenya,757,NA,"KEN
$10
MV"
new data (hospital-based + HUS),intervention cost (million US$),13.41,13.41,13.41,13.41,13.41,13.41,10,2,KEN,MV,Kenya,13410000,NA,"KEN
$10
MV"
new data (hospital-based + HUS),incremental cost (million US$),38.71,38.72,38.58,38.85,38.31,39.08,30,2,KEN,MV,Kenya,38720000,NA,"KEN
$30
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),2689.01,2468.88,2049.83,3023.11,NA,NA,30,2,KEN,MV,Kenya,2469,NA,"KEN
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),40.23,40.23,40.23,40.23,40.23,40.23,30,2,KEN,MV,Kenya,40230000,NA,"KEN
$30
MV"
new data (hospital-based + HUS),incremental cost (million US$),-10.29,-10.27,-11.39,-9.11,-13.75,-7.06,6,2,ZAF,mAb,South Africa,10270000,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),-564.33,-561.25,-617.09,-507.54,-732,-413,6,2,ZAF,mAb,South Africa,561,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),intervention cost (million US$),6.45,6.45,6.45,6.45,6.45,6.45,6,2,ZAF,mAb,South Africa,6447000,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),incremental cost (million US$),4.76,4.78,3.65,5.93,1.3,7.98,20,2,ZAF,mAb,South Africa,4776000,NA,"ZAF
$20
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),266.89,260.62,192.58,335.93,66.75,498.44,20,2,ZAF,mAb,South Africa,261,NA,"ZAF
$20
mAb"
new data (hospital-based + HUS),intervention cost (million US$),21.49,21.49,21.49,21.49,21.49,21.49,20,2,ZAF,mAb,South Africa,21490000,NA,"ZAF
$20
mAb"
new data (hospital-based + HUS),incremental cost (million US$),47.74,47.76,46.63,48.91,44.28,50.96,60,2,ZAF,mAb,South Africa,47760000,NA,"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),2641.81,2611.98,2431.4,2817.92,NA,NA,60,2,ZAF,mAb,South Africa,2612,NA,"ZAF
$60
mAb"
new data (hospital-based + HUS),intervention cost (million US$),64.47,64.47,64.47,64.47,64.47,64.47,60,2,ZAF,mAb,South Africa,64470000,NA,"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost (million US$),-3.87,-3.82,-4.58,-3.09,-6.2,-1.9,3,2,ZAF,MV,South Africa,3824000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),-548.56,-501.72,-656.28,-387.65,-1153.8,-217.99,3,2,ZAF,MV,South Africa,502,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),intervention cost (million US$),3.28,3.28,3.28,3.28,3.28,3.28,3,2,ZAF,MV,South Africa,3281000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost (million US$),3.79,3.83,3.08,4.56,1.46,5.75,10,2,ZAF,MV,South Africa,3831000,NA,"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),538.14,502.28,380.95,637.53,184,1111.05,10,2,ZAF,MV,South Africa,502,NA,"ZAF
$10
MV"
new data (hospital-based + HUS),intervention cost (million US$),10.94,10.94,10.94,10.94,10.94,10.94,10,2,ZAF,MV,South Africa,10940000,NA,"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost (million US$),25.66,25.7,24.95,26.43,23.33,27.62,30,2,ZAF,MV,South Africa,25700000,NA,"ZAF
$30
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),3642.99,3367.08,2851.7,4084.52,NA,NA,30,2,ZAF,MV,South Africa,3367,NA,"ZAF
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),32.81,32.81,32.81,32.81,32.81,32.81,30,2,ZAF,MV,South Africa,32810000,NA,"ZAF
$30
MV"
