source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,price,source_num,country_iso,intervention,country_plot,vec,price_interv,cnt_int
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),652.9,572.5,450.8,757.7,301.6,1850.5,3,2,KEN,MV,Kenya,572,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),intervention cost (million US$),4,4,4,4,4,4,3,2,KEN,MV,Kenya,4023000,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),incremental cost (million US$),12.2,12.2,12.1,12.3,11.8,12.4,10,2,KEN,MV,Kenya,12160000,10$ (MV),"KEN
$10
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),2870.2,2506.8,1987,3342.7,1320.7,8151.3,10,2,KEN,MV,Kenya,2507,10$ (MV),"KEN
$10
MV"
new data (hospital-based + HUS),intervention cost (million US$),13.4,13.4,13.4,13.4,13.4,13.4,10,2,KEN,MV,Kenya,13410000,10$ (MV),"KEN
$10
MV"
new data (hospital-based + HUS),incremental cost (million US$),39,39,38.9,39.1,38.7,39.3,30,2,KEN,MV,Kenya,38980000,30$ (MV),"KEN
$30
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),9205.6,8033.6,6383.9,10744,4238.8,26103.1,30,2,KEN,MV,Kenya,8034,30$ (MV),"KEN
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),40.2,40.2,40.2,40.2,40.2,40.2,30,2,KEN,MV,Kenya,40230000,30$ (MV),"KEN
$30
MV"
new data (hospital-based + HUS),incremental cost (million US$),-10.3,-10.2,-11.4,-9.1,-13.8,-7.1,6,2,ZAF,mAb,South Africa,10230000,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),-1224.7,-1217.3,-1338.6,-1100,-1578.8,-906.2,6,2,ZAF,mAb,South Africa,1217,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),intervention cost (million US$),6.5,6.5,6.5,6.5,6.5,6.5,6,2,ZAF,mAb,South Africa,6447000,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),incremental cost (million US$),4.8,4.8,3.6,5.9,1.3,7.9,20,2,ZAF,mAb,South Africa,4814000,20$ (mAb),"ZAF
$20
mAb"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),579,572.7,416.8,725.1,140.8,1070.3,20,2,ZAF,mAb,South Africa,573,20$ (mAb),"ZAF
$20
mAb"
new data (hospital-based + HUS),intervention cost (million US$),21.5,21.5,21.5,21.5,21.5,21.5,20,2,ZAF,mAb,South Africa,21490000,20$ (mAb),"ZAF
$20
mAb"
new data (hospital-based + HUS),incremental cost (million US$),47.7,47.8,46.6,48.9,44.3,50.9,60,2,ZAF,mAb,South Africa,47790000,60$ (mAb),"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),5732.2,5677.4,5284.3,6104.9,4687.9,7123.5,60,2,ZAF,mAb,South Africa,5677,60$ (mAb),"ZAF
$60
mAb"
new data (hospital-based + HUS),intervention cost (million US$),64.5,64.5,64.5,64.5,64.5,64.5,60,2,ZAF,mAb,South Africa,64470000,60$ (mAb),"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost (million US$),-3.9,-3.8,-4.6,-3.1,-6.2,-1.9,3,2,ZAF,MV,South Africa,3802000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),-1741.8,-1538.3,-2125.1,-1125.5,-4780.9,-616.5,3,2,ZAF,MV,South Africa,1538,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),intervention cost (million US$),3.3,3.3,3.3,3.3,3.3,3.3,3,2,ZAF,MV,South Africa,3281000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost (million US$),3.8,3.8,3.1,4.5,1.5,5.7,10,2,ZAF,MV,South Africa,3853000,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),1678.5,1507.7,1109.1,2075.4,493.3,4731.9,10,2,ZAF,MV,South Africa,1508,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),intervention cost (million US$),10.9,10.9,10.9,10.9,10.9,10.9,10,2,ZAF,MV,South Africa,10940000,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost (million US$),25.6,25.7,24.9,26.4,23.3,27.6,30,2,ZAF,MV,South Africa,25720000,30$ (MV),"ZAF
$30
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),11450.8,10216.5,8177.8,13394.2,5707.3,29126.4,30,2,ZAF,MV,South Africa,10220,30$ (MV),"ZAF
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),32.8,32.8,32.8,32.8,32.8,32.8,30,2,ZAF,MV,South Africa,32810000,30$ (MV),"ZAF
$30
MV"
new data (hospital-based + HUS),incremental cost (million US$),3.9,3.9,3.7,4.1,3.4,4.4,6,2,KEN,mAb,Kenya,3900000,6$ (mAb),"KEN
$6
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),109.3,107.6,97,120.2,80.5,146.4,6,2,KEN,mAb,Kenya,108,6$ (mAb),"KEN
$6
mAb"
new data (hospital-based + HUS),intervention cost (million US$),7.9,7.9,7.9,7.9,7.9,7.9,6,2,KEN,mAb,Kenya,7865000,6$ (mAb),"KEN
$6
mAb"
new data (hospital-based + HUS),incremental cost (million US$),22.2,22.2,22.1,22.4,21.7,22.7,20,2,KEN,mAb,Kenya,22250000,20$ (mAb),"KEN
$20
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),622.3,615.5,568.4,671.8,492,789.7,20,2,KEN,mAb,Kenya,616,20$ (mAb),"KEN
$20
mAb"
new data (hospital-based + HUS),intervention cost (million US$),26.2,26.2,26.2,26.2,26.2,26.2,20,2,KEN,mAb,Kenya,26220000,20$ (mAb),"KEN
$20
mAb"
new data (hospital-based + HUS),incremental cost (million US$),74.7,74.7,74.5,74.9,74.2,75.2,60,2,KEN,mAb,Kenya,74690000,60$ (mAb),"KEN
$60
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),2087.9,2065.7,1912,2245.8,1663.8,2630.5,60,2,KEN,mAb,Kenya,2066,60$ (mAb),"KEN
$60
mAb"
new data (hospital-based + HUS),intervention cost (million US$),78.7,78.7,78.7,78.7,78.7,78.7,60,2,KEN,mAb,Kenya,78650000,60$ (mAb),"KEN
$60
mAb"
new data (hospital-based + HUS),incremental cost (million US$),2.8,2.8,2.7,2.9,2.5,3,3,2,KEN,MV,Kenya,2776000,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),239.4,249.9,196.1,332.9,130.5,827.7,3,2,KEN,MV,Kenya,250,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),intervention cost (million US$),4,4,4,4,4,4,3,2,KEN,MV,Kenya,4023000,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),incremental cost (million US$),12.2,12.2,12.1,12.3,11.8,12.4,10,2,KEN,MV,Kenya,12160000,10$ (MV),"KEN
$10
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),1043.3,1095.3,866.1,1466.4,572.3,3661.4,10,2,KEN,MV,Kenya,1095,10$ (MV),"KEN
$10
MV"
new data (hospital-based + HUS),intervention cost (million US$),13.4,13.4,13.4,13.4,13.4,13.4,10,2,KEN,MV,Kenya,13410000,10$ (MV),"KEN
$10
MV"
new data (hospital-based + HUS),incremental cost (million US$),39,39,38.9,39.1,38.7,39.3,30,2,KEN,MV,Kenya,38980000,30$ (MV),"KEN
$30
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),3340.3,3510.9,2778.8,4706.5,1836.1,11744.3,30,2,KEN,MV,Kenya,3511,30$ (MV),"KEN
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),40.2,40.2,40.2,40.2,40.2,40.2,30,2,KEN,MV,Kenya,40230000,30$ (MV),"KEN
$30
MV"
new data (hospital-based + HUS),incremental cost (million US$),-10.3,-10.2,-11.4,-9.1,-13.8,-7.1,6,2,ZAF,mAb,South Africa,10230000,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),-564.4,-560.8,-617,-506.9,-728.6,-417.1,6,2,ZAF,mAb,South Africa,561,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),intervention cost (million US$),6.5,6.5,6.5,6.5,6.5,6.5,6,2,ZAF,mAb,South Africa,6447000,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),incremental cost (million US$),4.8,4.8,3.6,5.9,1.3,7.9,20,2,ZAF,mAb,South Africa,4814000,20$ (mAb),"ZAF
$20
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),266.9,263.6,191.9,334.2,64.8,493.2,20,2,ZAF,mAb,South Africa,264,20$ (mAb),"ZAF
$20
mAb"
new data (hospital-based + HUS),intervention cost (million US$),21.5,21.5,21.5,21.5,21.5,21.5,20,2,ZAF,mAb,South Africa,21490000,20$ (mAb),"ZAF
$20
mAb"
new data (hospital-based + HUS),incremental cost (million US$),47.7,47.8,46.6,48.9,44.3,50.9,60,2,ZAF,mAb,South Africa,47790000,60$ (mAb),"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),2641.8,2614.7,2433.7,2816.4,2153.2,3290.8,60,2,ZAF,mAb,South Africa,2615,60$ (mAb),"ZAF
$60
mAb"
new data (hospital-based + HUS),intervention cost (million US$),64.5,64.5,64.5,64.5,64.5,64.5,60,2,ZAF,mAb,South Africa,64470000,60$ (mAb),"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost (million US$),-3.9,-3.8,-4.6,-3.1,-6.2,-1.9,3,2,ZAF,MV,South Africa,3802000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),-757.8,-714.4,-997.9,-520,-2316.2,-281.4,3,2,ZAF,MV,South Africa,714,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),intervention cost (million US$),3.3,3.3,3.3,3.3,3.3,3.3,3,2,ZAF,MV,South Africa,3281000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost (million US$),3.8,3.8,3.1,4.5,1.5,5.7,10,2,ZAF,MV,South Africa,3853000,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),770.9,699.9,513.3,970.5,226.3,2285.3,10,2,ZAF,MV,South Africa,700,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),intervention cost (million US$),10.9,10.9,10.9,10.9,10.9,10.9,10,2,ZAF,MV,South Africa,10940000,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost (million US$),25.6,25.7,24.9,26.4,23.3,27.6,30,2,ZAF,MV,South Africa,25720000,30$ (MV),"ZAF
$30
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),5138.6,4746.9,3771.6,6277.8,2610.1,14273.4,30,2,ZAF,MV,South Africa,4747,30$ (MV),"ZAF
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),32.8,32.8,32.8,32.8,32.8,32.8,30,2,ZAF,MV,South Africa,32810000,30$ (MV),"ZAF
$30
MV"
