source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,price,source_num,country_iso,intervention,country_plot,vec,price_interv,orig_burden_round
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,35928.3,26669.9,16077.9,44585.1,6102.2,121094.7,60,0.2,ZAF,mAb,South Africa,26670,60$ (mAb),26.7
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,77620.5,58376.4,35545.6,96871.2,13518.9,254000.3,60,0.2,ZAF,mAb,South Africa,58380,60$ (mAb),58.4
new data (hospital-based + HUS),incremental cost/DALY averted,2641.1,2614.1,2434.1,2819.9,2136.2,3286.4,60,2,ZAF,mAb,South Africa,2614,60$ (mAb),2.6
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,5731.8,5677.2,5286.5,6116.7,4642.5,7121.3,60,2,ZAF,mAb,South Africa,5677,60$ (mAb),5.7
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,5604.3,3808.9,2038.8,7026.2,493.1,21241.3,3,0.2,ZAF,MV,South Africa,3809,3$ (MV),3.8
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,12132.7,8353.9,4486.4,15322.9,1092.2,45698.2,3,0.2,ZAF,MV,South Africa,8354,3$ (MV),8.4
new data (hospital-based + HUS),incremental cost/DALY averted,-873.9,-713.9,-1005.9,-526.6,-2521.5,-290.8,3,2,ZAF,MV,South Africa,-714,3$ (MV),-0.7
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,-1729.5,-1539.9,-2140.9,-1141.8,-5071.8,-634.3,3,2,ZAF,MV,South Africa,-1540,3$ (MV),-1.5
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,21245.4,14860.2,8475.5,26573.9,2769,75466.2,10,0.2,ZAF,MV,South Africa,14860,10$ (MV),14.9
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,46009.1,32633,18713.8,58037.1,6146,162606.5,10,0.2,ZAF,MV,South Africa,32630,10$ (MV),32.6
new data (hospital-based + HUS),incremental cost/DALY averted,814.1,719.2,526,1002.6,239,2486,10,2,ZAF,MV,South Africa,719,10$ (MV),0.7
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,1519.3,1550,1139.7,2146,519.1,5027.6,10,2,ZAF,MV,South Africa,1550,10$ (MV),1.5
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,65934.3,46232,26888.6,82287.1,9130.9,230225.9,30,0.2,ZAF,MV,South Africa,46230,30$ (MV),46.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,142798.8,101526,59252,179172.3,20203.3,495258.6,30,0.2,ZAF,MV,South Africa,101500,30$ (MV),101.5
new data (hospital-based + HUS),incremental cost/DALY averted,5637,4830.3,3848.2,6462,2696.8,16340.8,30,2,ZAF,MV,South Africa,4830,30$ (MV),4.8
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,10801.6,10411.2,8350.9,13773.4,5893.2,32607.8,30,2,ZAF,MV,South Africa,10410,30$ (MV),10.4
