source,variable,price,source_num,country_iso,intervention,country_plot,vec,price_interv,orig_burden_round,money_unit,mean,median,CI50_low,CI50_high,CI95_low,CI95_high
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY averted (thousand US$),20,0.2,ZAF,mAb,South Africa,2328,20$ (mAb),2.3k,USD,3.021,2.328,1.409,3.851,0.53,9.439
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY disc averted (thousand US$),20,0.2,ZAF,mAb,South Africa,1062,20$ (mAb),1.1k,USD,1.373,1.062,0.647,1.75,0.251,4.259
projection ([Li 2020] from [Shi 2017] meta-analysis),total medical cost averted (million US$),20,0.2,ZAF,mAb,South Africa,2326000,20$ (mAb),2.3m,million USD,2.633,2.326,1.653,3.279,0.82,6.077
new data (hospital-based + HUS),incremental cost (million US$),20,2,ZAF,mAb,South Africa,10090000,20$ (mAb),10.1m,million USD,10.24,10.092,7.644,12.774,3.713,17.355
new data (hospital-based + HUS),total DALY averted (thousand US$),20,2,ZAF,mAb,South Africa,12100,20$ (mAb),12.1k,USD,11.868,12.104,9.203,14.643,4.068,18.995
new data (hospital-based + HUS),total DALY disc averted (thousand US$),20,2,ZAF,mAb,South Africa,5615,20$ (mAb),5.6k,USD,5.502,5.615,4.294,6.764,1.934,8.74
new data (hospital-based + HUS),total medical cost averted (million US$),20,2,ZAF,mAb,South Africa,11400000,20$ (mAb),11.4m,million USD,11.25,11.399,8.716,13.846,4.135,17.778
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost (million US$),60,0.2,ZAF,mAb,South Africa,62150000,60$ (mAb),62.1m,million USD,61.839,62.145,61.192,62.819,58.394,63.651
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY averted (thousand US$),60,0.2,ZAF,mAb,South Africa,2328,60$ (mAb),2.3k,USD,3.021,2.328,1.409,3.851,0.53,9.439
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY disc averted (thousand US$),60,0.2,ZAF,mAb,South Africa,1062,60$ (mAb),1.1k,USD,1.373,1.062,0.647,1.75,0.251,4.259
projection ([Li 2020] from [Shi 2017] meta-analysis),total medical cost averted (million US$),60,0.2,ZAF,mAb,South Africa,2326000,60$ (mAb),2.3m,million USD,2.633,2.326,1.653,3.279,0.82,6.077
new data (hospital-based + HUS),incremental cost (million US$),60,2,ZAF,mAb,South Africa,53070000,60$ (mAb),53.1m,million USD,53.221,53.072,50.625,55.755,46.693,60.336
new data (hospital-based + HUS),total DALY averted (thousand US$),60,2,ZAF,mAb,South Africa,12100,60$ (mAb),12.1k,USD,11.868,12.104,9.203,14.643,4.068,18.995
new data (hospital-based + HUS),total DALY disc averted (thousand US$),60,2,ZAF,mAb,South Africa,5615,60$ (mAb),5.6k,USD,5.502,5.615,4.294,6.764,1.934,8.74
new data (hospital-based + HUS),total medical cost averted (million US$),60,2,ZAF,mAb,South Africa,11400000,60$ (mAb),11.4m,million USD,11.25,11.399,8.716,13.846,4.135,17.778
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost (million US$),3,0.2,ZAF,MV,South Africa,2681000,3$ (MV),2.7m,million USD,2.572,2.681,2.389,2.875,1.47,3.091
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY averted (thousand US$),3,0.2,ZAF,MV,South Africa,696,3$ (MV),0.7k,USD,0.946,0.696,0.405,1.176,0.141,3.216
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY disc averted (thousand US$),3,0.2,ZAF,MV,South Africa,317,3$ (MV),0.3k,USD,0.43,0.317,0.186,0.534,0.066,1.452
projection ([Li 2020] from [Shi 2017] meta-analysis),total medical cost averted (million US$),3,0.2,ZAF,MV,South Africa,599900,3$ (MV),0.6m,million USD,0.709,0.6,0.406,0.892,0.19,1.81
new data (hospital-based + HUS),incremental cost (million US$),3,2,ZAF,MV,South Africa,-10690000,3$ (MV),-10.7m,million USD,-10.527,-10.694,-12.095,-9.026,-14.791,-5.53
new data (hospital-based + HUS),total DALY averted (thousand US$),3,2,ZAF,MV,South Africa,15360,3$ (MV),15.4k,USD,14.445,15.355,13.264,16.248,8.671,17.869
new data (hospital-based + HUS),total DALY disc averted (thousand US$),3,2,ZAF,MV,South Africa,7055,3$ (MV),7.1k,USD,6.65,7.055,6.122,7.463,4.054,8.187
new data (hospital-based + HUS),total medical cost averted (million US$),3,2,ZAF,MV,South Africa,13980000,3$ (MV),14m,million USD,13.807,13.975,12.306,15.376,8.81,18.072
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost (million US$),10,0.2,ZAF,MV,South Africa,10340000,10$ (MV),10.3m,million USD,10.226,10.336,10.044,10.529,9.125,10.746
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY averted (thousand US$),10,0.2,ZAF,MV,South Africa,696,10$ (MV),0.7k,USD,0.946,0.696,0.405,1.176,0.141,3.216
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY disc averted (thousand US$),10,0.2,ZAF,MV,South Africa,317,10$ (MV),0.3k,USD,0.43,0.317,0.186,0.534,0.066,1.452
projection ([Li 2020] from [Shi 2017] meta-analysis),total medical cost averted (million US$),10,0.2,ZAF,MV,South Africa,599900,10$ (MV),0.6m,million USD,0.709,0.6,0.406,0.892,0.19,1.81
new data (hospital-based + HUS),incremental cost (million US$),10,2,ZAF,MV,South Africa,-3040000,10$ (MV),-3m,million USD,-2.872,-3.04,-4.44,-1.371,-7.136,2.125
new data (hospital-based + HUS),total DALY averted (thousand US$),10,2,ZAF,MV,South Africa,15360,10$ (MV),15.4k,USD,14.445,15.355,13.264,16.248,8.671,17.869
new data (hospital-based + HUS),total DALY disc averted (thousand US$),10,2,ZAF,MV,South Africa,7055,10$ (MV),7.1k,USD,6.65,7.055,6.122,7.463,4.054,8.187
new data (hospital-based + HUS),total medical cost averted (million US$),10,2,ZAF,MV,South Africa,13980000,10$ (MV),14m,million USD,13.807,13.975,12.306,15.376,8.81,18.072
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost (million US$),30,0.2,ZAF,MV,South Africa,32210000,30$ (MV),32.2m,million USD,32.097,32.207,31.915,32.4,30.996,32.617
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY averted (thousand US$),30,0.2,ZAF,MV,South Africa,696,30$ (MV),0.7k,USD,0.946,0.696,0.405,1.176,0.141,3.216
projection ([Li 2020] from [Shi 2017] meta-analysis),total DALY disc averted (thousand US$),30,0.2,ZAF,MV,South Africa,317,30$ (MV),0.3k,USD,0.43,0.317,0.186,0.534,0.066,1.452
projection ([Li 2020] from [Shi 2017] meta-analysis),total medical cost averted (million US$),30,0.2,ZAF,MV,South Africa,599900,30$ (MV),0.6m,million USD,0.709,0.6,0.406,0.892,0.19,1.81
new data (hospital-based + HUS),incremental cost (million US$),30,2,ZAF,MV,South Africa,18830000,30$ (MV),18.8m,million USD,18.999,18.831,17.431,20.5,14.735,23.996
new data (hospital-based + HUS),total DALY averted (thousand US$),30,2,ZAF,MV,South Africa,15360,30$ (MV),15.4k,USD,14.445,15.355,13.264,16.248,8.671,17.869
new data (hospital-based + HUS),total DALY disc averted (thousand US$),30,2,ZAF,MV,South Africa,7055,30$ (MV),7.1k,USD,6.65,7.055,6.122,7.463,4.054,8.187
new data (hospital-based + HUS),total medical cost averted (million US$),30,2,ZAF,MV,South Africa,13980000,30$ (MV),14m,million USD,13.807,13.975,12.306,15.376,8.81,18.072
