source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,price,source_num,country_iso,intervention,country_plot,vec,price_interv,cnt_int
new data (hospital-based + HUS),incremental cost (million US$),23.37,23.35,22.75,23.94,21.81,25.1,20,2,KEN,mAb,Kenya,23350000,20$ (mAb),"KEN
$20
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),216.15,976.22,743.24,1367.46,520.7,4541.32,20,2,KEN,mAb,Kenya,976,20$ (mAb),"KEN
$20
mAb"
new data (hospital-based + HUS),intervention cost (million US$),26.22,26.22,26.22,26.22,26.22,26.22,20,2,KEN,mAb,Kenya,26220000,20$ (mAb),"KEN
$20
mAb"
new data (hospital-based + HUS),incremental cost (million US$),75.81,75.79,75.18,76.38,74.25,77.53,60,2,KEN,mAb,Kenya,75790000,60$ (mAb),"KEN
$60
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),871.41,3167.22,2453.5,4373.74,NA,NA,60,2,KEN,mAb,Kenya,3167,60$ (mAb),"KEN
$60
mAb"
new data (hospital-based + HUS),intervention cost (million US$),78.65,78.65,78.65,78.65,78.65,78.65,60,2,KEN,mAb,Kenya,78650000,60$ (mAb),"KEN
$60
mAb"
new data (hospital-based + HUS),incremental cost (million US$),1.11,1.04,0.78,1.37,0.4,2.17,3,2,KEN,MV,Kenya,1036000,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),38.55,34.45,25.23,47.39,12.93,87.78,3,2,KEN,MV,Kenya,34,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),intervention cost (million US$),4.02,4.02,4.02,4.02,4.02,4.02,3,2,KEN,MV,Kenya,4023000,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),incremental cost (million US$),10.5,10.42,10.17,10.76,9.79,11.55,10,2,KEN,MV,Kenya,10420000,10$ (MV),"KEN
$10
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),366.68,335.65,303.57,385.78,256.58,660.83,10,2,KEN,MV,Kenya,336,10$ (MV),"KEN
$10
MV"
new data (hospital-based + HUS),intervention cost (million US$),13.41,13.41,13.41,13.41,13.41,13.41,10,2,KEN,MV,Kenya,13410000,10$ (MV),"KEN
$10
MV"
new data (hospital-based + HUS),incremental cost (million US$),37.32,37.24,36.99,37.58,36.61,38.37,30,2,KEN,MV,Kenya,37240000,30$ (MV),"KEN
$30
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),1304.21,1191.75,1082.07,1365.47,921.07,2359.66,30,2,KEN,MV,Kenya,1192,30$ (MV),"KEN
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),40.23,40.23,40.23,40.23,40.23,40.23,30,2,KEN,MV,Kenya,40230000,30$ (MV),"KEN
$30
MV"
new data (hospital-based + HUS),incremental cost (million US$),-4.89,-4.93,-7.87,-1.97,-12.69,3.61,6,2,ZAF,mAb,South Africa,4929000,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),83.17,-403.86,-532,-220.45,-718.64,983.21,6,2,ZAF,mAb,South Africa,404,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),intervention cost (million US$),6.45,6.45,6.45,6.45,6.45,6.45,6,2,ZAF,mAb,South Africa,6447000,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),incremental cost (million US$),10.16,10.11,7.18,13.08,2.35,18.65,20,2,ZAF,mAb,South Africa,10110000,20$ (mAb),"ZAF
$20
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),2639.47,832.6,471.91,1424.05,NA,NA,20,2,ZAF,mAb,South Africa,833,20$ (mAb),"ZAF
$20
mAb"
new data (hospital-based + HUS),intervention cost (million US$),21.49,21.49,21.49,21.49,21.49,21.49,20,2,ZAF,mAb,South Africa,21490000,20$ (mAb),"ZAF
$20
mAb"
new data (hospital-based + HUS),incremental cost (million US$),53.14,53.09,50.16,56.06,45.33,61.63,60,2,ZAF,mAb,South Africa,53090000,60$ (mAb),"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),9943.2,4380.77,3319.41,6170.01,NA,NA,60,2,ZAF,mAb,South Africa,4381,60$ (mAb),"ZAF
$60
mAb"
new data (hospital-based + HUS),intervention cost (million US$),64.47,64.47,64.47,64.47,64.47,64.47,60,2,ZAF,mAb,South Africa,64470000,60$ (mAb),"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost (million US$),-10.46,-10.65,-12.15,-8.96,-14.78,-5.22,3,2,ZAF,MV,South Africa,10650000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),-748.27,-714.84,-857.58,-588.45,-1390.52,-339.94,3,2,ZAF,MV,South Africa,715,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),intervention cost (million US$),3.28,3.28,3.28,3.28,3.28,3.28,3,2,ZAF,MV,South Africa,3281000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost (million US$),-2.81,-3,-4.5,-1.3,-7.13,2.43,10,2,ZAF,MV,South Africa,2996000,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),-202.77,-204.79,-315.6,-88.61,-574.96,173.81,10,2,ZAF,MV,South Africa,205,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),intervention cost (million US$),10.94,10.94,10.94,10.94,10.94,10.94,10,2,ZAF,MV,South Africa,10940000,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost (million US$),19.07,18.88,17.38,20.57,14.75,24.3,30,2,ZAF,MV,South Africa,18880000,30$ (MV),"ZAF
$30
MV"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),1355.81,1260.82,1125.96,1478.04,923.77,2415.23,30,2,ZAF,MV,South Africa,1261,30$ (MV),"ZAF
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),32.81,32.81,32.81,32.81,32.81,32.81,30,2,ZAF,MV,South Africa,32810000,30$ (MV),"ZAF
$30
MV"
