source,variable,price,source_num,country_iso,intervention,country_plot,vec,price_interv,cnt_int,mean,median,CI50_low,CI50_high,CI95_low,CI95_high
new data (hospital-based + HUS),incremental cost/DALY averted (US$),5,NA,KEN,MV,Kenya,105,5$(MV),KEN $5 MV,319.9,322.2,285.8,364.5,229.4,462.2
new data (hospital-based + HUS),incremental cost (million US$),10,NA,ZAF,mAb,South Africa,7765000,10$(mAb),ZAF $10 mAb,-2.5,-2.4,-3.4,-1.5,-5.5,0.2
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),10,NA,ZAF,mAb,South Africa,1194,10$(mAb),ZAF $10 mAb,-380,-369.9,-489,-245.4,-714.1,31.5
new data (hospital-based + HUS),intervention cost (million US$),10,NA,ZAF,mAb,South Africa,5373000,10$(mAb),ZAF $10 mAb,10.7,10.7,10.7,10.7,10.7,10.7
new data (hospital-based + HUS),total DALY averted (US$),10,NA,ZAF,mAb,South Africa,14040,10$(mAb),ZAF $10 mAb,14061.6,14037,13197.8,14913,11670.9,16513
new data (hospital-based + HUS),total DALY (disc) averted (US$),10,NA,ZAF,mAb,South Africa,6489,10$(mAb),ZAF $10 mAb,6500.8,6489,6111.8,6892,5398,7632.1
new data (hospital-based + HUS),total medical cost averted (million US$),10,NA,ZAF,mAb,South Africa,13140000,10$(mAb),ZAF $10 mAb,13.2,13.1,12.2,14.1,10.6,16.2
new data (hospital-based + HUS),incremental cost/DALY averted (US$),10,NA,ZAF,mAb,South Africa,552,10$(mAb),ZAF $10 mAb,-175.7,-171,-226,-113.7,-330,14.6
new data (hospital-based + HUS),incremental cost (million US$),5,NA,ZAF,MV,South Africa,7004000,5$(MV),ZAF $5 MV,-4.4,-4.3,-5.2,-3.4,-7.2,-1.8
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),5,NA,ZAF,MV,South Africa,1579,5$(MV),ZAF $5 MV,-973.5,-958.8,-1084.9,-820.5,-1321.7,-521.8
new data (hospital-based + HUS),intervention cost (million US$),5,NA,ZAF,MV,South Africa,2734000,5$(MV),ZAF $5 MV,5.5,5.5,5.5,5.5,5.5,5.5
new data (hospital-based + HUS),total DALY averted (US$),5,NA,ZAF,MV,South Africa,9664,5$(MV),ZAF $5 MV,9671.9,9664,8893,10431.5,7541,11856
new data (hospital-based + HUS),total DALY (disc) averted (US$),5,NA,ZAF,MV,South Africa,4464,5$(MV),ZAF $5 MV,4468.2,4464,4119.5,4811.5,3506.9,5455.2
new data (hospital-based + HUS),total medical cost averted (million US$),5,NA,ZAF,MV,South Africa,9738000,5$(MV),ZAF $5 MV,9.8,9.7,8.8,10.7,7.3,12.7
new data (hospital-based + HUS),incremental cost/DALY averted (US$),5,NA,ZAF,MV,South Africa,730,5$(MV),ZAF $5 MV,-449.8,-442.9,-500.4,-380.1,-608.1,-242.7
new data (hospital-based + HUS),incremental cost (million US$),15,NA,KEN,mAb,Kenya,3368000,15$(mAb),KEN $15 mAb,16.5,16.5,16.3,16.6,16,16.9
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),15,NA,KEN,mAb,Kenya,368,15$(mAb),KEN $15 mAb,1796.3,1802.7,1657.4,1966.5,1412.1,2342.1
new data (hospital-based + HUS),intervention cost (million US$),15,NA,KEN,mAb,Kenya,6554000,15$(mAb),KEN $15 mAb,19.6,19.6,19.6,19.6,19.6,19.6
new data (hospital-based + HUS),total DALY averted (US$),15,NA,KEN,mAb,Kenya,20830,15$(mAb),KEN $15 mAb,20902.1,20826.5,19259,22442.2,16417.9,25875.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),15,NA,KEN,mAb,Kenya,9131,15$(mAb),KEN $15 mAb,9163.4,9131,8451.8,9834.5,7220,11309.1
new data (hospital-based + HUS),total medical cost averted (million US$),15,NA,KEN,mAb,Kenya,3186000,15$(mAb),KEN $15 mAb,3.2,3.2,3,3.4,2.7,3.7
new data (hospital-based + HUS),incremental cost/DALY averted (US$),15,NA,KEN,mAb,Kenya,162,15$(mAb),KEN $15 mAb,787.5,790.3,726.3,863,617.2,1030
new data (hospital-based + HUS),incremental cost (million US$),7.5,NA,KEN,MV,Kenya,1631000,7.5$(MV),KEN $7.5 MV,8.3,8.3,8.2,8.5,8,8.7
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),7.5,NA,KEN,MV,Kenya,240,7.5$(MV),KEN $7.5 MV,1226.2,1234.3,1108.3,1380.9,909.6,1720.4
new data (hospital-based + HUS),intervention cost (million US$),7.5,NA,KEN,MV,Kenya,3353000,7.5$(MV),KEN $7.5 MV,10.1,10.1,10.1,10.1,10.1,10.1
new data (hospital-based + HUS),total DALY averted (US$),7.5,NA,KEN,MV,Kenya,15460,7.5$(MV),KEN $7.5 MV,15538.5,15457,13993,16968.5,11488.6,20098
new data (hospital-based + HUS),total DALY (disc) averted (US$),7.5,NA,KEN,MV,Kenya,6749,7.5$(MV),KEN $7.5 MV,6785.1,6749,6119,7399,5033.7,8751.4
new data (hospital-based + HUS),total medical cost averted (million US$),7.5,NA,KEN,MV,Kenya,1722000,7.5$(MV),KEN $7.5 MV,1.7,1.7,1.6,1.9,1.4,2.1
new data (hospital-based + HUS),incremental cost/DALY averted (US$),7.5,NA,KEN,MV,Kenya,105,7.5$(MV),KEN $7.5 MV,535.4,538.9,483.2,603.9,396.1,753.8
new data (hospital-based + HUS),incremental cost (million US$),15,NA,ZAF,mAb,South Africa,7765000,15$(mAb),ZAF $15 mAb,2.9,3,2,3.9,-0.1,5.5
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),15,NA,ZAF,mAb,South Africa,1194,15$(mAb),ZAF $15 mAb,446.1,457.7,290.2,633.2,-10.5,1026.3
new data (hospital-based + HUS),intervention cost (million US$),15,NA,ZAF,mAb,South Africa,5373000,15$(mAb),ZAF $15 mAb,16.1,16.1,16.1,16.1,16.1,16.1
new data (hospital-based + HUS),total DALY averted (US$),15,NA,ZAF,mAb,South Africa,14040,15$(mAb),ZAF $15 mAb,14061.6,14037,13197.8,14913,11670.9,16513
new data (hospital-based + HUS),total DALY (disc) averted (US$),15,NA,ZAF,mAb,South Africa,6489,15$(mAb),ZAF $15 mAb,6500.8,6489,6111.8,6892,5398,7632.1
new data (hospital-based + HUS),total medical cost averted (million US$),15,NA,ZAF,mAb,South Africa,13140000,15$(mAb),ZAF $15 mAb,13.2,13.1,12.2,14.1,10.6,16.2
new data (hospital-based + HUS),incremental cost/DALY averted (US$),15,NA,ZAF,mAb,South Africa,552,15$(mAb),ZAF $15 mAb,206.2,211.6,134.1,293.2,-4.8,474.7
new data (hospital-based + HUS),incremental cost (million US$),7.5,NA,ZAF,MV,South Africa,7004000,7.5$(MV),ZAF $7.5 MV,-1.6,-1.6,-2.5,-0.7,-4.5,0.9
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),7.5,NA,ZAF,MV,South Africa,1579,7.5$(MV),ZAF $7.5 MV,-362.6,-347.2,-517.5,-157.8,-821.2,256.6
new data (hospital-based + HUS),intervention cost (million US$),7.5,NA,ZAF,MV,South Africa,2734000,7.5$(MV),ZAF $7.5 MV,8.2,8.2,8.2,8.2,8.2,8.2
new data (hospital-based + HUS),total DALY averted (US$),7.5,NA,ZAF,MV,South Africa,9664,7.5$(MV),ZAF $7.5 MV,9671.9,9664,8893,10431.5,7541,11856
new data (hospital-based + HUS),total DALY (disc) averted (US$),7.5,NA,ZAF,MV,South Africa,4464,7.5$(MV),ZAF $7.5 MV,4468.2,4464,4119.5,4811.5,3506.9,5455.2
new data (hospital-based + HUS),total medical cost averted (million US$),7.5,NA,ZAF,MV,South Africa,9738000,7.5$(MV),ZAF $7.5 MV,9.8,9.7,8.8,10.7,7.3,12.7
new data (hospital-based + HUS),incremental cost/DALY averted (US$),7.5,NA,ZAF,MV,South Africa,730,7.5$(MV),ZAF $7.5 MV,-167.5,-160.4,-238.7,-73.1,-377.9,119.3
new data (hospital-based + HUS),incremental cost (million US$),20,NA,KEN,mAb,Kenya,3368000,20$(mAb),KEN $20 mAb,23,23,22.8,23.2,22.5,23.5
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),20,NA,KEN,mAb,Kenya,368,20$(mAb),KEN $20 mAb,2511.1,2520,2323.5,2741.4,1991.3,3249.3
new data (hospital-based + HUS),intervention cost (million US$),20,NA,KEN,mAb,Kenya,6554000,20$(mAb),KEN $20 mAb,26.2,26.2,26.2,26.2,26.2,26.2
new data (hospital-based + HUS),total DALY averted (US$),20,NA,KEN,mAb,Kenya,20830,20$(mAb),KEN $20 mAb,20902.1,20826.5,19259,22442.2,16417.9,25875.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),20,NA,KEN,mAb,Kenya,9131,20$(mAb),KEN $20 mAb,9163.4,9131,8451.8,9834.5,7220,11309.1
new data (hospital-based + HUS),total medical cost averted (million US$),20,NA,KEN,mAb,Kenya,3186000,20$(mAb),KEN $20 mAb,3.2,3.2,3,3.4,2.7,3.7
new data (hospital-based + HUS),incremental cost/DALY averted (US$),20,NA,KEN,mAb,Kenya,162,20$(mAb),KEN $20 mAb,1100.8,1104.8,1018.2,1203.1,870.3,1428.9
new data (hospital-based + HUS),incremental cost (million US$),10,NA,KEN,MV,Kenya,1631000,10$(MV),KEN $10 MV,11.7,11.7,11.6,11.8,11.3,12
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),10,NA,KEN,MV,Kenya,240,10$(MV),KEN $10 MV,1719.9,1730.6,1561,1928.4,1292.4,2385.9
new data (hospital-based + HUS),intervention cost (million US$),10,NA,KEN,MV,Kenya,3353000,10$(MV),KEN $10 MV,13.4,13.4,13.4,13.4,13.4,13.4
new data (hospital-based + HUS),total DALY averted (US$),10,NA,KEN,MV,Kenya,15460,10$(MV),KEN $10 MV,15538.5,15457,13993,16968.5,11488.6,20098
new data (hospital-based + HUS),total DALY (disc) averted (US$),10,NA,KEN,MV,Kenya,6749,10$(MV),KEN $10 MV,6785.1,6749,6119,7399,5033.7,8751.4
new data (hospital-based + HUS),total medical cost averted (million US$),10,NA,KEN,MV,Kenya,1722000,10$(MV),KEN $10 MV,1.7,1.7,1.6,1.9,1.4,2.1
new data (hospital-based + HUS),incremental cost/DALY averted (US$),10,NA,KEN,MV,Kenya,105,10$(MV),KEN $10 MV,751,755.6,680.7,843.3,562.7,1045.4
new data (hospital-based + HUS),incremental cost (million US$),20,NA,ZAF,mAb,South Africa,7765000,20$(mAb),ZAF $20 mAb,8.3,8.3,7.4,9.2,5.3,10.9
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),20,NA,ZAF,mAb,South Africa,1194,20$(mAb),ZAF $20 mAb,1272.2,1285.3,1069.4,1511.8,693.1,2021.1
new data (hospital-based + HUS),intervention cost (million US$),20,NA,ZAF,mAb,South Africa,5373000,20$(mAb),ZAF $20 mAb,21.5,21.5,21.5,21.5,21.5,21.5
new data (hospital-based + HUS),total DALY averted (US$),20,NA,ZAF,mAb,South Africa,14040,20$(mAb),ZAF $20 mAb,14061.6,14037,13197.8,14913,11670.9,16513
new data (hospital-based + HUS),total DALY (disc) averted (US$),20,NA,ZAF,mAb,South Africa,6489,20$(mAb),ZAF $20 mAb,6500.8,6489,6111.8,6892,5398,7632.1
new data (hospital-based + HUS),total medical cost averted (million US$),20,NA,ZAF,mAb,South Africa,13140000,20$(mAb),ZAF $20 mAb,13.2,13.1,12.2,14.1,10.6,16.2
new data (hospital-based + HUS),incremental cost/DALY averted (US$),20,NA,ZAF,mAb,South Africa,552,20$(mAb),ZAF $20 mAb,588.1,594.1,494.2,700.1,320.4,934.8
new data (hospital-based + HUS),incremental cost (million US$),10,NA,ZAF,MV,South Africa,7004000,10$(MV),ZAF $10 MV,1.1,1.2,0.2,2.1,-1.8,3.6
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),10,NA,ZAF,MV,South Africa,1579,10$(MV),ZAF $10 MV,248.4,264.3,49.9,504.9,-320.8,1035.1
new data (hospital-based + HUS),intervention cost (million US$),10,NA,ZAF,MV,South Africa,2734000,10$(MV),ZAF $10 MV,10.9,10.9,10.9,10.9,10.9,10.9
new data (hospital-based + HUS),total DALY averted (US$),10,NA,ZAF,MV,South Africa,9664,10$(MV),ZAF $10 MV,9671.9,9664,8893,10431.5,7541,11856
new data (hospital-based + HUS),total DALY (disc) averted (US$),10,NA,ZAF,MV,South Africa,4464,10$(MV),ZAF $10 MV,4468.2,4464,4119.5,4811.5,3506.9,5455.2
new data (hospital-based + HUS),total medical cost averted (million US$),10,NA,ZAF,MV,South Africa,9738000,10$(MV),ZAF $10 MV,9.8,9.7,8.8,10.7,7.3,12.7
new data (hospital-based + HUS),incremental cost/DALY averted (US$),10,NA,ZAF,MV,South Africa,730,10$(MV),ZAF $10 MV,114.8,122.1,23,233.9,-147.6,481.4
new data (hospital-based + HUS),incremental cost (million US$),25,NA,KEN,mAb,Kenya,3368000,25$(mAb),KEN $25 mAb,29.6,29.6,29.4,29.7,29.1,30
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),25,NA,KEN,mAb,Kenya,368,25$(mAb),KEN $25 mAb,3225.9,3237.3,2989.5,3516.4,2570.5,4156.5
new data (hospital-based + HUS),intervention cost (million US$),25,NA,KEN,mAb,Kenya,6554000,25$(mAb),KEN $25 mAb,32.8,32.8,32.8,32.8,32.8,32.8
new data (hospital-based + HUS),total DALY averted (US$),25,NA,KEN,mAb,Kenya,20830,25$(mAb),KEN $25 mAb,20902.1,20826.5,19259,22442.2,16417.9,25875.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),25,NA,KEN,mAb,Kenya,9131,25$(mAb),KEN $25 mAb,9163.4,9131,8451.8,9834.5,7220,11309.1
new data (hospital-based + HUS),total medical cost averted (million US$),25,NA,KEN,mAb,Kenya,3186000,25$(mAb),KEN $25 mAb,3.2,3.2,3,3.4,2.7,3.7
new data (hospital-based + HUS),incremental cost/DALY averted (US$),25,NA,KEN,mAb,Kenya,162,25$(mAb),KEN $25 mAb,1414.2,1419.3,1310,1543.2,1123.5,1827.9
new data (hospital-based + HUS),incremental cost (million US$),12.5,NA,KEN,MV,Kenya,1631000,12.5$(MV),KEN $12.5 MV,15,15,14.9,15.2,14.7,15.4
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),12.5,NA,KEN,MV,Kenya,240,12.5$(MV),KEN $12.5 MV,2213.7,2227,2013.8,2475.9,1675.2,3051.4
new data (hospital-based + HUS),intervention cost (million US$),12.5,NA,KEN,MV,Kenya,3353000,12.5$(MV),KEN $12.5 MV,16.8,16.8,16.8,16.8,16.8,16.8
new data (hospital-based + HUS),total DALY averted (US$),12.5,NA,KEN,MV,Kenya,15460,12.5$(MV),KEN $12.5 MV,15538.5,15457,13993,16968.5,11488.6,20098
new data (hospital-based + HUS),total DALY (disc) averted (US$),12.5,NA,KEN,MV,Kenya,6749,12.5$(MV),KEN $12.5 MV,6785.1,6749,6119,7399,5033.7,8751.4
new data (hospital-based + HUS),total medical cost averted (million US$),12.5,NA,KEN,MV,Kenya,1722000,12.5$(MV),KEN $12.5 MV,1.7,1.7,1.6,1.9,1.4,2.1
new data (hospital-based + HUS),incremental cost/DALY averted (US$),12.5,NA,KEN,MV,Kenya,105,12.5$(MV),KEN $12.5 MV,966.6,972.4,878.1,1082.7,729.4,1337
new data (hospital-based + HUS),incremental cost (million US$),25,NA,ZAF,mAb,South Africa,7765000,25$(mAb),ZAF $25 mAb,13.6,13.7,12.7,14.6,10.7,16.3
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),25,NA,ZAF,mAb,South Africa,1194,25$(mAb),ZAF $25 mAb,2098.2,2112.8,1848.5,2390.5,1396.7,3015.9
new data (hospital-based + HUS),intervention cost (million US$),25,NA,ZAF,mAb,South Africa,5373000,25$(mAb),ZAF $25 mAb,26.9,26.9,26.9,26.9,26.9,26.9
new data (hospital-based + HUS),total DALY averted (US$),25,NA,ZAF,mAb,South Africa,14040,25$(mAb),ZAF $25 mAb,14061.6,14037,13197.8,14913,11670.9,16513
new data (hospital-based + HUS),total DALY (disc) averted (US$),25,NA,ZAF,mAb,South Africa,6489,25$(mAb),ZAF $25 mAb,6500.8,6489,6111.8,6892,5398,7632.1
new data (hospital-based + HUS),total medical cost averted (million US$),25,NA,ZAF,mAb,South Africa,13140000,25$(mAb),ZAF $25 mAb,13.2,13.1,12.2,14.1,10.6,16.2
new data (hospital-based + HUS),incremental cost/DALY averted (US$),25,NA,ZAF,mAb,South Africa,552,25$(mAb),ZAF $25 mAb,970,976.7,854.3,1107,645.6,1394.9
new data (hospital-based + HUS),incremental cost (million US$),12.5,NA,ZAF,MV,South Africa,7004000,12.5$(MV),ZAF $12.5 MV,3.8,3.9,3,4.8,1,6.4
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),12.5,NA,ZAF,MV,South Africa,1579,12.5$(MV),ZAF $12.5 MV,859.4,875.9,617.3,1167.6,179.6,1813.5
new data (hospital-based + HUS),intervention cost (million US$),12.5,NA,ZAF,MV,South Africa,2734000,12.5$(MV),ZAF $12.5 MV,13.7,13.7,13.7,13.7,13.7,13.7
new data (hospital-based + HUS),total DALY averted (US$),12.5,NA,ZAF,MV,South Africa,9664,12.5$(MV),ZAF $12.5 MV,9671.9,9664,8893,10431.5,7541,11856
new data (hospital-based + HUS),total DALY (disc) averted (US$),12.5,NA,ZAF,MV,South Africa,4464,12.5$(MV),ZAF $12.5 MV,4468.2,4464,4119.5,4811.5,3506.9,5455.2
new data (hospital-based + HUS),total medical cost averted (million US$),12.5,NA,ZAF,MV,South Africa,9738000,12.5$(MV),ZAF $12.5 MV,9.8,9.7,8.8,10.7,7.3,12.7
new data (hospital-based + HUS),incremental cost/DALY averted (US$),12.5,NA,ZAF,MV,South Africa,730,12.5$(MV),ZAF $12.5 MV,397,404.6,284.7,540.9,82.7,843.4
new data (hospital-based + HUS),incremental cost (million US$),30,NA,KEN,mAb,Kenya,3368000,30$(mAb),KEN $30 mAb,36.1,36.1,35.9,36.3,35.6,36.6
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),30,NA,KEN,mAb,Kenya,368,30$(mAb),KEN $30 mAb,3940.7,3954.7,3655.5,4291.4,3149.7,5063.7
new data (hospital-based + HUS),intervention cost (million US$),30,NA,KEN,mAb,Kenya,6554000,30$(mAb),KEN $30 mAb,39.3,39.3,39.3,39.3,39.3,39.3
new data (hospital-based + HUS),total DALY averted (US$),30,NA,KEN,mAb,Kenya,20830,30$(mAb),KEN $30 mAb,20902.1,20826.5,19259,22442.2,16417.9,25875.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),30,NA,KEN,mAb,Kenya,9131,30$(mAb),KEN $30 mAb,9163.4,9131,8451.8,9834.5,7220,11309.1
new data (hospital-based + HUS),total medical cost averted (million US$),30,NA,KEN,mAb,Kenya,3186000,30$(mAb),KEN $30 mAb,3.2,3.2,3,3.4,2.7,3.7
new data (hospital-based + HUS),incremental cost/DALY averted (US$),30,NA,KEN,mAb,Kenya,162,30$(mAb),KEN $30 mAb,1727.6,1733.8,1601.9,1883.3,1376.6,2226.8
new data (hospital-based + HUS),incremental cost (million US$),15,NA,KEN,MV,Kenya,1631000,15$(MV),KEN $15 MV,18.4,18.4,18.2,18.5,18,18.7
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),15,NA,KEN,MV,Kenya,240,15$(MV),KEN $15 MV,2707.4,2723.4,2466.5,3023.4,2058,3716.9
new data (hospital-based + HUS),intervention cost (million US$),15,NA,KEN,MV,Kenya,3353000,15$(MV),KEN $15 MV,20.1,20.1,20.1,20.1,20.1,20.1
new data (hospital-based + HUS),total DALY averted (US$),15,NA,KEN,MV,Kenya,15460,15$(MV),KEN $15 MV,15538.5,15457,13993,16968.5,11488.6,20098
new data (hospital-based + HUS),total DALY (disc) averted (US$),15,NA,KEN,MV,Kenya,6749,15$(MV),KEN $15 MV,6785.1,6749,6119,7399,5033.7,8751.4
new data (hospital-based + HUS),total medical cost averted (million US$),15,NA,KEN,MV,Kenya,1722000,15$(MV),KEN $15 MV,1.7,1.7,1.6,1.9,1.4,2.1
new data (hospital-based + HUS),incremental cost/DALY averted (US$),15,NA,KEN,MV,Kenya,105,15$(MV),KEN $15 MV,1182.2,1189.1,1075.5,1322.1,896.1,1628.6
new data (hospital-based + HUS),incremental cost (million US$),30,NA,ZAF,mAb,South Africa,7765000,30$(mAb),ZAF $30 mAb,19,19.1,18.1,20,16,21.6
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),30,NA,ZAF,mAb,South Africa,1194,30$(mAb),ZAF $30 mAb,2924.3,2940.4,2627.7,3269.1,2100.3,4010.8
new data (hospital-based + HUS),intervention cost (million US$),30,NA,ZAF,mAb,South Africa,5373000,30$(mAb),ZAF $30 mAb,32.2,32.2,32.2,32.2,32.2,32.2
new data (hospital-based + HUS),total DALY averted (US$),30,NA,ZAF,mAb,South Africa,14040,30$(mAb),ZAF $30 mAb,14061.6,14037,13197.8,14913,11670.9,16513
new data (hospital-based + HUS),total DALY (disc) averted (US$),30,NA,ZAF,mAb,South Africa,6489,30$(mAb),ZAF $30 mAb,6500.8,6489,6111.8,6892,5398,7632.1
new data (hospital-based + HUS),total medical cost averted (million US$),30,NA,ZAF,mAb,South Africa,13140000,30$(mAb),ZAF $30 mAb,13.2,13.1,12.2,14.1,10.6,16.2
new data (hospital-based + HUS),incremental cost/DALY averted (US$),30,NA,ZAF,mAb,South Africa,552,30$(mAb),ZAF $30 mAb,1351.9,1359.3,1214.4,1513.9,970.8,1855
new data (hospital-based + HUS),incremental cost (million US$),15,NA,ZAF,MV,South Africa,7004000,15$(MV),ZAF $15 MV,6.6,6.6,5.7,7.5,3.7,9.1
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),15,NA,ZAF,MV,South Africa,1579,15$(MV),ZAF $15 MV,1470.4,1487.5,1184.7,1830.3,680.1,2592
new data (hospital-based + HUS),intervention cost (million US$),15,NA,ZAF,MV,South Africa,2734000,15$(MV),ZAF $15 MV,16.4,16.4,16.4,16.4,16.4,16.4
new data (hospital-based + HUS),total DALY averted (US$),15,NA,ZAF,MV,South Africa,9664,15$(MV),ZAF $15 MV,9671.9,9664,8893,10431.5,7541,11856
new data (hospital-based + HUS),total DALY (disc) averted (US$),15,NA,ZAF,MV,South Africa,4464,15$(MV),ZAF $15 MV,4468.2,4464,4119.5,4811.5,3506.9,5455.2
new data (hospital-based + HUS),total medical cost averted (million US$),15,NA,ZAF,MV,South Africa,9738000,15$(MV),ZAF $15 MV,9.8,9.7,8.8,10.7,7.3,12.7
new data (hospital-based + HUS),incremental cost/DALY averted (US$),15,NA,ZAF,MV,South Africa,730,15$(MV),ZAF $15 MV,679.3,687.1,546.4,847.9,312.9,1205.4
new data (hospital-based + HUS),incremental cost (million US$),35,NA,KEN,mAb,Kenya,3368000,35$(mAb),KEN $35 mAb,42.7,42.7,42.5,42.8,42.2,43.1
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),35,NA,KEN,mAb,Kenya,368,35$(mAb),KEN $35 mAb,4655.5,4672,4321.5,5066.4,3728.9,5971
new data (hospital-based + HUS),intervention cost (million US$),35,NA,KEN,mAb,Kenya,6554000,35$(mAb),KEN $35 mAb,45.9,45.9,45.9,45.9,45.9,45.9
new data (hospital-based + HUS),total DALY averted (US$),35,NA,KEN,mAb,Kenya,20830,35$(mAb),KEN $35 mAb,20902.1,20826.5,19259,22442.2,16417.9,25875.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),35,NA,KEN,mAb,Kenya,9131,35$(mAb),KEN $35 mAb,9163.4,9131,8451.8,9834.5,7220,11309.1
new data (hospital-based + HUS),total medical cost averted (million US$),35,NA,KEN,mAb,Kenya,3186000,35$(mAb),KEN $35 mAb,3.2,3.2,3,3.4,2.7,3.7
new data (hospital-based + HUS),incremental cost/DALY averted (US$),35,NA,KEN,mAb,Kenya,162,35$(mAb),KEN $35 mAb,2040.9,2048.4,1893.7,2223.4,1629.7,2625.8
new data (hospital-based + HUS),incremental cost (million US$),17.5,NA,KEN,MV,Kenya,1631000,17.5$(MV),KEN $17.5 MV,21.7,21.7,21.6,21.8,21.4,22.1
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),17.5,NA,KEN,MV,Kenya,240,17.5$(MV),KEN $17.5 MV,3201.1,3219.7,2919.3,3570.8,2440.8,4382.5
new data (hospital-based + HUS),intervention cost (million US$),17.5,NA,KEN,MV,Kenya,3353000,17.5$(MV),KEN $17.5 MV,23.4,23.4,23.4,23.4,23.4,23.4
new data (hospital-based + HUS),total DALY averted (US$),17.5,NA,KEN,MV,Kenya,15460,17.5$(MV),KEN $17.5 MV,15538.5,15457,13993,16968.5,11488.6,20098
new data (hospital-based + HUS),total DALY (disc) averted (US$),17.5,NA,KEN,MV,Kenya,6749,17.5$(MV),KEN $17.5 MV,6785.1,6749,6119,7399,5033.7,8751.4
new data (hospital-based + HUS),total medical cost averted (million US$),17.5,NA,KEN,MV,Kenya,1722000,17.5$(MV),KEN $17.5 MV,1.7,1.7,1.6,1.9,1.4,2.1
new data (hospital-based + HUS),incremental cost/DALY averted (US$),17.5,NA,KEN,MV,Kenya,105,17.5$(MV),KEN $17.5 MV,1397.8,1405.8,1272.9,1561.5,1062.8,1920.2
